learner on mps, 10 workers, sims=16, study=on
[25/10000] warmup | plies 131 decisive 40% | buffer 3550 steps 0 | 166.3 g/min eta 1.0h
[3900/10000] loss 2.032 (pi 2.000 v 0.029 q 0.002 c 0.002) | plies 137 decisive 30% | buffer 200000 steps 7467 | 187.3 g/min eta 0.5h
[3925/10000] loss 2.030 (pi 1.998 v 0.029 q 0.002 c 0.002) | plies 137 decisive 32% | buffer 200000 steps 7518 | 187.3 g/min eta 0.5h
[3950/10000] loss 2.031 (pi 1.998 v 0.030 q 0.002 c 0.002) | plies 136 decisive 32% | buffer 200000 steps 7565 | 187.5 g/min eta 0.5h
[3975/10000] loss 2.028 (pi 1.995 v 0.030 q 0.002 c 0.002) | plies 136 decisive 33% | buffer 200000 steps 7614 | 187.8 g/min eta 0.5h
[4000/10000] loss 2.026 (pi 1.993 v 0.030 q 0.002 c 0.002) | plies 136 decisive 34% | buffer 200000 steps 7664 | 187.9 g/min eta 0.5h
  EVAL @4000: q-greedy 6-18-0 | policy-greedy 0-24-0 | search 8-0-0 (eval 18s)
[4025/10000] loss 2.027 (pi 1.994 v 0.030 q 0.002 c 0.002) | plies 136 decisive 33% | buffer 200000 steps 7715 | 184.5 g/min eta 0.5h
[4050/10000] loss 2.024 (pi 1.991 v 0.030 q 0.002 c 0.002) | plies 136 decisive 35% | buffer 200000 steps 7764 | 185.2 g/min eta 0.5h
[4075/10000] loss 2.020 (pi 1.986 v 0.031 q 0.002 c 0.002) | plies 135 decisive 36% | buffer 200000 steps 7818 | 185.8 g/min eta 0.5h
[4100/10000] loss 2.018 (pi 1.983 v 0.032 q 0.003 c 0.002) | plies 133 decisive 38% | buffer 200000 steps 7866 | 186.6 g/min eta 0.5h
[4125/10000] loss 2.014 (pi 1.978 v 0.032 q 0.003 c 0.002) | plies 131 decisive 39% | buffer 200000 steps 7914 | 187.1 g/min eta 0.5h
[4150/10000] loss 2.016 (pi 1.980 v 0.032 q 0.003 c 0.002) | plies 131 decisive 40% | buffer 200000 steps 7961 | 187.2 g/min eta 0.5h
[4175/10000] loss 2.014 (pi 1.978 v 0.033 q 0.003 c 0.002) | plies 131 decisive 38% | buffer 200000 steps 8007 | 187.3 g/min eta 0.5h
[4200/10000] loss 2.018 (pi 1.981 v 0.033 q 0.003 c 0.002) | plies 131 decisive 39% | buffer 200000 steps 8056 | 187.5 g/min eta 0.5h
[4225/10000] loss 2.016 (pi 1.979 v 0.033 q 0.003 c 0.002) | plies 131 decisive 38% | buffer 200000 steps 8102 | 187.7 g/min eta 0.5h
[4250/10000] loss 2.016 (pi 1.979 v 0.034 q 0.003 c 0.002) | plies 131 decisive 38% | buffer 200000 steps 8150 | 187.7 g/min eta 0.5h
[4275/10000] loss 2.020 (pi 1.982 v 0.034 q 0.003 c 0.002) | plies 129 decisive 39% | buffer 200000 steps 8199 | 187.9 g/min eta 0.5h
[4300/10000] loss 2.021 (pi 1.983 v 0.034 q 0.003 c 0.003) | plies 129 decisive 40% | buffer 200000 steps 8248 | 188.1 g/min eta 0.5h
[4325/10000] loss 2.025 (pi 1.986 v 0.035 q 0.003 c 0.003) | plies 131 decisive 39% | buffer 200000 steps 8299 | 188.2 g/min eta 0.5h
[4350/10000] loss 2.024 (pi 1.984 v 0.035 q 0.003 c 0.003) | plies 130 decisive 39% | buffer 200000 steps 8350 | 188.3 g/min eta 0.5h
[4375/10000] loss 2.023 (pi 1.983 v 0.036 q 0.003 c 0.003) | plies 129 decisive 42% | buffer 200000 steps 8400 | 188.5 g/min eta 0.5h
[4400/10000] loss 2.021 (pi 1.980 v 0.036 q 0.003 c 0.003) | plies 128 decisive 43% | buffer 200000 steps 8448 | 188.6 g/min eta 0.5h
[4425/10000] loss 2.024 (pi 1.983 v 0.037 q 0.003 c 0.003) | plies 128 decisive 44% | buffer 200000 steps 8498 | 188.8 g/min eta 0.5h
[4450/10000] loss 2.021 (pi 1.979 v 0.037 q 0.003 c 0.003) | plies 127 decisive 46% | buffer 200000 steps 8545 | 188.9 g/min eta 0.5h
[4475/10000] loss 2.017 (pi 1.975 v 0.038 q 0.003 c 0.003) | plies 128 decisive 46% | buffer 200000 steps 8597 | 189.1 g/min eta 0.5h
[4500/10000] loss 2.022 (pi 1.979 v 0.038 q 0.003 c 0.003) | plies 129 decisive 46% | buffer 200000 steps 8648 | 189.2 g/min eta 0.5h
  EVAL @4500: q-greedy 11-13-0 | policy-greedy 3-21-0 | search 8-0-0 (eval 13s)
[4525/10000] loss 2.019 (pi 1.976 v 0.039 q 0.003 c 0.003) | plies 127 decisive 48% | buffer 200000 steps 8696 | 186.9 g/min eta 0.5h
[4550/10000] loss 2.021 (pi 1.977 v 0.040 q 0.003 c 0.003) | plies 127 decisive 48% | buffer 200000 steps 8742 | 187.5 g/min eta 0.5h
[4575/10000] loss 2.022 (pi 1.977 v 0.040 q 0.003 c 0.003) | plies 126 decisive 51% | buffer 200000 steps 8792 | 188.2 g/min eta 0.5h
[4600/10000] loss 2.015 (pi 1.969 v 0.041 q 0.003 c 0.003) | plies 124 decisive 51% | buffer 200000 steps 8836 | 188.9 g/min eta 0.5h
[4625/10000] loss 2.016 (pi 1.968 v 0.042 q 0.004 c 0.004) | plies 123 decisive 54% | buffer 200000 steps 8890 | 189.1 g/min eta 0.5h
[4650/10000] loss 2.014 (pi 1.966 v 0.042 q 0.004 c 0.004) | plies 124 decisive 52% | buffer 200000 steps 8937 | 189.3 g/min eta 0.5h
[4675/10000] loss 2.015 (pi 1.967 v 0.043 q 0.004 c 0.004) | plies 123 decisive 55% | buffer 200000 steps 8989 | 189.3 g/min eta 0.5h
[4700/10000] loss 2.018 (pi 1.969 v 0.043 q 0.004 c 0.004) | plies 122 decisive 56% | buffer 200000 steps 9041 | 189.5 g/min eta 0.5h
[4725/10000] loss 2.018 (pi 1.968 v 0.044 q 0.004 c 0.004) | plies 121 decisive 57% | buffer 200000 steps 9087 | 189.6 g/min eta 0.5h
[4750/10000] loss 2.018 (pi 1.967 v 0.045 q 0.004 c 0.004) | plies 119 decisive 61% | buffer 200000 steps 9134 | 189.7 g/min eta 0.5h
[4775/10000] loss 2.017 (pi 1.965 v 0.046 q 0.004 c 0.004) | plies 118 decisive 60% | buffer 200000 steps 9181 | 190.0 g/min eta 0.5h
[4800/10000] loss 2.016 (pi 1.963 v 0.047 q 0.004 c 0.004) | plies 120 decisive 62% | buffer 200000 steps 9234 | 190.0 g/min eta 0.5h
[4825/10000] loss 2.011 (pi 1.957 v 0.047 q 0.004 c 0.004) | plies 120 decisive 60% | buffer 200000 steps 9285 | 190.2 g/min eta 0.5h
[4850/10000] loss 2.013 (pi 1.959 v 0.048 q 0.004 c 0.004) | plies 120 decisive 60% | buffer 200000 steps 9333 | 190.3 g/min eta 0.5h
[4875/10000] loss 2.013 (pi 1.959 v 0.048 q 0.005 c 0.004) | plies 120 decisive 60% | buffer 200000 steps 9383 | 190.4 g/min eta 0.4h
[4900/10000] loss 2.006 (pi 1.951 v 0.049 q 0.005 c 0.004) | plies 121 decisive 60% | buffer 200000 steps 9434 | 190.4 g/min eta 0.4h
[4925/10000] loss 2.009 (pi 1.953 v 0.049 q 0.005 c 0.004) | plies 123 decisive 57% | buffer 200000 steps 9483 | 190.6 g/min eta 0.4h
[4950/10000] loss 2.009 (pi 1.952 v 0.049 q 0.005 c 0.005) | plies 126 decisive 54% | buffer 200000 steps 9534 | 190.7 g/min eta 0.4h
[4975/10000] loss 2.003 (pi 1.947 v 0.049 q 0.005 c 0.005) | plies 126 decisive 53% | buffer 200000 steps 9584 | 190.8 g/min eta 0.4h
[5000/10000] loss 2.006 (pi 1.949 v 0.050 q 0.005 c 0.005) | plies 126 decisive 54% | buffer 200000 steps 9634 | 191.0 g/min eta 0.4h
  EVAL @5000: q-greedy 12-11-1 | policy-greedy 4-20-0 | search 8-0-0 (eval 15s)
[5025/10000] loss 2.013 (pi 1.955 v 0.050 q 0.005 c 0.005) | plies 127 decisive 54% | buffer 200000 steps 9685 | 188.8 g/min eta 0.4h
[5050/10000] loss 2.015 (pi 1.957 v 0.051 q 0.005 c 0.006) | plies 127 decisive 55% | buffer 200000 steps 9733 | 189.3 g/min eta 0.4h
[5075/10000] loss 2.018 (pi 1.958 v 0.051 q 0.005 c 0.006) | plies 128 decisive 52% | buffer 200000 steps 9786 | 189.9 g/min eta 0.4h
[5100/10000] loss 2.014 (pi 1.955 v 0.051 q 0.005 c 0.005) | plies 126 decisive 54% | buffer 200000 steps 9832 | 190.5 g/min eta 0.4h
[5125/10000] loss 2.009 (pi 1.949 v 0.052 q 0.005 c 0.005) | plies 124 decisive 56% | buffer 200000 steps 9877 | 190.9 g/min eta 0.4h
[5150/10000] loss 2.008 (pi 1.948 v 0.052 q 0.005 c 0.005) | plies 122 decisive 57% | buffer 200000 steps 9923 | 191.1 g/min eta 0.4h
[5175/10000] loss 2.011 (pi 1.949 v 0.054 q 0.005 c 0.005) | plies 124 decisive 54% | buffer 200000 steps 9971 | 191.2 g/min eta 0.4h
[5200/10000] loss 2.014 (pi 1.952 v 0.054 q 0.005 c 0.005) | plies 123 decisive 54% | buffer 200000 steps 10020 | 191.4 g/min eta 0.4h
[5225/10000] loss 2.016 (pi 1.954 v 0.054 q 0.006 c 0.006) | plies 119 decisive 56% | buffer 200000 steps 10063 | 191.6 g/min eta 0.4h
[5250/10000] loss 2.021 (pi 1.958 v 0.054 q 0.006 c 0.006) | plies 119 decisive 56% | buffer 200000 steps 10114 | 191.7 g/min eta 0.4h
[5275/10000] loss 2.023 (pi 1.959 v 0.055 q 0.006 c 0.006) | plies 118 decisive 58% | buffer 200000 steps 10162 | 191.8 g/min eta 0.4h
[5300/10000] loss 2.024 (pi 1.961 v 0.055 q 0.006 c 0.006) | plies 120 decisive 55% | buffer 200000 steps 10209 | 191.9 g/min eta 0.4h
[5325/10000] loss 2.015 (pi 1.952 v 0.054 q 0.006 c 0.006) | plies 121 decisive 55% | buffer 200000 steps 10253 | 192.1 g/min eta 0.4h
[5350/10000] loss 2.020 (pi 1.957 v 0.055 q 0.006 c 0.006) | plies 121 decisive 54% | buffer 200000 steps 10302 | 192.3 g/min eta 0.4h
[5375/10000] loss 2.025 (pi 1.960 v 0.056 q 0.006 c 0.007) | plies 119 decisive 56% | buffer 200000 steps 10348 | 192.4 g/min eta 0.4h
[5400/10000] loss 2.021 (pi 1.955 v 0.056 q 0.006 c 0.006) | plies 121 decisive 52% | buffer 200000 steps 10395 | 192.6 g/min eta 0.4h
[5425/10000] loss 2.018 (pi 1.953 v 0.056 q 0.006 c 0.006) | plies 122 decisive 51% | buffer 200000 steps 10440 | 192.7 g/min eta 0.4h
[5450/10000] loss 2.012 (pi 1.947 v 0.056 q 0.006 c 0.006) | plies 121 decisive 52% | buffer 200000 steps 10488 | 192.8 g/min eta 0.4h
[5475/10000] loss 2.010 (pi 1.945 v 0.056 q 0.006 c 0.006) | plies 120 decisive 50% | buffer 200000 steps 10533 | 193.0 g/min eta 0.4h
[5500/10000] loss 2.007 (pi 1.942 v 0.056 q 0.006 c 0.007) | plies 119 decisive 52% | buffer 200000 steps 10580 | 193.1 g/min eta 0.4h
  EVAL @5500: q-greedy 13-11-0 | policy-greedy 4-20-0 | search 8-0-0 (eval 14s)
[5525/10000] loss 2.012 (pi 1.946 v 0.056 q 0.006 c 0.007) | plies 122 decisive 48% | buffer 200000 steps 10632 | 191.4 g/min eta 0.4h
[5550/10000] loss 2.013 (pi 1.947 v 0.056 q 0.006 c 0.006) | plies 120 decisive 50% | buffer 200000 steps 10673 | 192.0 g/min eta 0.4h
[5575/10000] loss 2.012 (pi 1.946 v 0.057 q 0.006 c 0.006) | plies 121 decisive 49% | buffer 200000 steps 10723 | 192.5 g/min eta 0.4h
[5600/10000] loss 2.010 (pi 1.944 v 0.057 q 0.006 c 0.006) | plies 121 decisive 50% | buffer 200000 steps 10771 | 193.1 g/min eta 0.4h
[5625/10000] loss 2.008 (pi 1.941 v 0.057 q 0.006 c 0.006) | plies 119 decisive 52% | buffer 200000 steps 10818 | 193.3 g/min eta 0.4h
[5650/10000] loss 2.009 (pi 1.942 v 0.058 q 0.006 c 0.006) | plies 119 decisive 50% | buffer 200000 steps 10863 | 193.4 g/min eta 0.4h
[5675/10000] loss 2.016 (pi 1.947 v 0.059 q 0.006 c 0.007) | plies 119 decisive 52% | buffer 200000 steps 10908 | 193.6 g/min eta 0.4h
[5700/10000] loss 2.013 (pi 1.944 v 0.059 q 0.006 c 0.007) | plies 117 decisive 55% | buffer 200000 steps 10954 | 193.8 g/min eta 0.4h
[5725/10000] loss 2.008 (pi 1.940 v 0.059 q 0.006 c 0.006) | plies 115 decisive 58% | buffer 200000 steps 11002 | 193.9 g/min eta 0.4h
[5750/10000] loss 2.012 (pi 1.942 v 0.059 q 0.007 c 0.007) | plies 117 decisive 57% | buffer 200000 steps 11050 | 194.1 g/min eta 0.4h
[5775/10000] loss 2.010 (pi 1.941 v 0.059 q 0.007 c 0.007) | plies 117 decisive 57% | buffer 200000 steps 11096 | 194.2 g/min eta 0.4h
[5800/10000] loss 2.007 (pi 1.937 v 0.059 q 0.007 c 0.007) | plies 115 decisive 60% | buffer 200000 steps 11143 | 194.4 g/min eta 0.4h
[5825/10000] loss 2.010 (pi 1.940 v 0.060 q 0.007 c 0.007) | plies 115 decisive 59% | buffer 200000 steps 11187 | 194.5 g/min eta 0.4h
[5850/10000] loss 2.011 (pi 1.942 v 0.059 q 0.007 c 0.006) | plies 115 decisive 60% | buffer 200000 steps 11232 | 194.7 g/min eta 0.4h
[5875/10000] loss 2.010 (pi 1.940 v 0.060 q 0.007 c 0.006) | plies 115 decisive 60% | buffer 200000 steps 11278 | 194.8 g/min eta 0.4h
[5900/10000] loss 2.015 (pi 1.945 v 0.060 q 0.007 c 0.006) | plies 116 decisive 58% | buffer 200000 steps 11325 | 194.9 g/min eta 0.4h
[5925/10000] loss 2.013 (pi 1.943 v 0.060 q 0.007 c 0.006) | plies 115 decisive 57% | buffer 200000 steps 11369 | 195.0 g/min eta 0.3h
[5950/10000] loss 2.015 (pi 1.945 v 0.060 q 0.007 c 0.006) | plies 116 decisive 57% | buffer 200000 steps 11421 | 195.2 g/min eta 0.3h
[5975/10000] loss 2.008 (pi 1.938 v 0.060 q 0.007 c 0.006) | plies 116 decisive 57% | buffer 200000 steps 11472 | 195.2 g/min eta 0.3h
[6000/10000] loss 2.007 (pi 1.937 v 0.059 q 0.007 c 0.007) | plies 118 decisive 56% | buffer 200000 steps 11524 | 195.3 g/min eta 0.3h
  EVAL @6000: q-greedy 11-13-0 | policy-greedy 4-20-0 | search 8-0-0 (eval 13s)
[6025/10000] loss 2.006 (pi 1.936 v 0.059 q 0.007 c 0.007) | plies 120 decisive 54% | buffer 200000 steps 11571 | 193.8 g/min eta 0.3h
[6050/10000] loss 2.000 (pi 1.930 v 0.059 q 0.007 c 0.006) | plies 121 decisive 53% | buffer 200000 steps 11620 | 194.3 g/min eta 0.3h
[6075/10000] loss 2.001 (pi 1.932 v 0.059 q 0.007 c 0.007) | plies 121 decisive 55% | buffer 200000 steps 11667 | 194.8 g/min eta 0.3h
[6100/10000] loss 2.005 (pi 1.935 v 0.060 q 0.007 c 0.007) | plies 121 decisive 54% | buffer 200000 steps 11716 | 195.3 g/min eta 0.3h
[6125/10000] loss 2.000 (pi 1.930 v 0.060 q 0.007 c 0.007) | plies 123 decisive 51% | buffer 200000 steps 11764 | 195.5 g/min eta 0.3h
[6150/10000] loss 1.999 (pi 1.930 v 0.059 q 0.007 c 0.006) | plies 123 decisive 50% | buffer 200000 steps 11812 | 195.6 g/min eta 0.3h
[6175/10000] loss 2.000 (pi 1.930 v 0.059 q 0.007 c 0.007) | plies 122 decisive 52% | buffer 200000 steps 11860 | 195.7 g/min eta 0.3h
[6200/10000] loss 1.996 (pi 1.926 v 0.060 q 0.007 c 0.007) | plies 122 decisive 50% | buffer 200000 steps 11909 | 195.8 g/min eta 0.3h
[6225/10000] loss 1.999 (pi 1.929 v 0.060 q 0.007 c 0.007) | plies 123 decisive 51% | buffer 200000 steps 11961 | 195.9 g/min eta 0.3h
[6250/10000] loss 1.997 (pi 1.927 v 0.060 q 0.007 c 0.007) | plies 123 decisive 50% | buffer 200000 steps 12006 | 196.0 g/min eta 0.3h
[6275/10000] loss 2.001 (pi 1.932 v 0.060 q 0.007 c 0.006) | plies 123 decisive 50% | buffer 200000 steps 12057 | 196.2 g/min eta 0.3h
[6300/10000] loss 2.012 (pi 1.942 v 0.060 q 0.007 c 0.006) | plies 123 decisive 52% | buffer 200000 steps 12105 | 196.2 g/min eta 0.3h
[6325/10000] loss 2.002 (pi 1.933 v 0.060 q 0.007 c 0.006) | plies 122 decisive 54% | buffer 200000 steps 12152 | 196.3 g/min eta 0.3h
[6350/10000] loss 1.997 (pi 1.927 v 0.060 q 0.007 c 0.006) | plies 122 decisive 56% | buffer 200000 steps 12203 | 196.3 g/min eta 0.3h
[6375/10000] loss 1.999 (pi 1.929 v 0.060 q 0.007 c 0.006) | plies 126 decisive 52% | buffer 200000 steps 12251 | 196.5 g/min eta 0.3h
[6400/10000] loss 1.991 (pi 1.922 v 0.060 q 0.007 c 0.006) | plies 124 decisive 54% | buffer 200000 steps 12297 | 196.6 g/min eta 0.3h
[6425/10000] loss 1.993 (pi 1.923 v 0.060 q 0.007 c 0.006) | plies 123 decisive 54% | buffer 200000 steps 12348 | 196.7 g/min eta 0.3h
[6450/10000] loss 1.992 (pi 1.922 v 0.060 q 0.007 c 0.006) | plies 123 decisive 55% | buffer 200000 steps 12395 | 196.8 g/min eta 0.3h
[6475/10000] loss 1.984 (pi 1.916 v 0.059 q 0.007 c 0.006) | plies 122 decisive 52% | buffer 200000 steps 12439 | 197.0 g/min eta 0.3h
[6500/10000] loss 1.988 (pi 1.919 v 0.059 q 0.007 c 0.006) | plies 121 decisive 52% | buffer 200000 steps 12484 | 197.1 g/min eta 0.3h
  EVAL @6500: q-greedy 10-14-0 | policy-greedy 2-22-0 | search 8-0-0 (eval 13s)
[6525/10000] loss 1.987 (pi 1.918 v 0.059 q 0.007 c 0.005) | plies 122 decisive 52% | buffer 200000 steps 12531 | 195.7 g/min eta 0.3h
[6550/10000] loss 1.982 (pi 1.913 v 0.059 q 0.007 c 0.006) | plies 121 decisive 50% | buffer 200000 steps 12578 | 196.2 g/min eta 0.3h
[6575/10000] loss 1.983 (pi 1.914 v 0.059 q 0.007 c 0.006) | plies 119 decisive 53% | buffer 200000 steps 12625 | 196.7 g/min eta 0.3h
[6600/10000] loss 1.984 (pi 1.915 v 0.060 q 0.007 c 0.005) | plies 120 decisive 52% | buffer 200000 steps 12676 | 197.2 g/min eta 0.3h
[6625/10000] loss 1.989 (pi 1.919 v 0.060 q 0.007 c 0.006) | plies 118 decisive 54% | buffer 200000 steps 12721 | 197.4 g/min eta 0.3h
[6650/10000] loss 1.992 (pi 1.922 v 0.060 q 0.007 c 0.006) | plies 118 decisive 56% | buffer 200000 steps 12771 | 197.5 g/min eta 0.3h
[6675/10000] loss 1.987 (pi 1.917 v 0.060 q 0.007 c 0.005) | plies 117 decisive 58% | buffer 200000 steps 12813 | 197.7 g/min eta 0.3h
[6700/10000] loss 1.991 (pi 1.921 v 0.060 q 0.007 c 0.005) | plies 117 decisive 60% | buffer 200000 steps 12860 | 197.8 g/min eta 0.3h
[6725/10000] loss 1.990 (pi 1.920 v 0.061 q 0.007 c 0.005) | plies 119 decisive 60% | buffer 200000 steps 12913 | 197.8 g/min eta 0.3h
[6750/10000] loss 1.993 (pi 1.922 v 0.061 q 0.007 c 0.005) | plies 118 decisive 62% | buffer 200000 steps 12958 | 197.9 g/min eta 0.3h
[6775/10000] loss 1.989 (pi 1.919 v 0.061 q 0.007 c 0.005) | plies 118 decisive 62% | buffer 200000 steps 13005 | 198.0 g/min eta 0.3h
[6800/10000] loss 1.991 (pi 1.920 v 0.062 q 0.007 c 0.005) | plies 117 decisive 62% | buffer 200000 steps 13050 | 198.1 g/min eta 0.3h
[6825/10000] loss 1.991 (pi 1.921 v 0.061 q 0.007 c 0.005) | plies 117 decisive 60% | buffer 200000 steps 13098 | 198.2 g/min eta 0.3h
[6850/10000] loss 1.988 (pi 1.917 v 0.061 q 0.007 c 0.005) | plies 116 decisive 59% | buffer 200000 steps 13145 | 198.3 g/min eta 0.3h
[6875/10000] loss 1.984 (pi 1.914 v 0.061 q 0.007 c 0.005) | plies 119 decisive 56% | buffer 200000 steps 13191 | 198.4 g/min eta 0.3h
[6900/10000] loss 1.987 (pi 1.916 v 0.061 q 0.007 c 0.005) | plies 120 decisive 53% | buffer 200000 steps 13238 | 198.5 g/min eta 0.3h
[6925/10000] loss 1.982 (pi 1.911 v 0.061 q 0.007 c 0.006) | plies 117 decisive 54% | buffer 200000 steps 13287 | 198.6 g/min eta 0.3h
[6950/10000] loss 1.982 (pi 1.910 v 0.062 q 0.007 c 0.005) | plies 118 decisive 52% | buffer 200000 steps 13336 | 198.7 g/min eta 0.3h
[6975/10000] loss 1.980 (pi 1.909 v 0.061 q 0.007 c 0.005) | plies 119 decisive 52% | buffer 200000 steps 13385 | 198.7 g/min eta 0.3h
[7000/10000] loss 1.974 (pi 1.904 v 0.061 q 0.007 c 0.005) | plies 118 decisive 53% | buffer 200000 steps 13430 | 198.7 g/min eta 0.3h
  EVAL @7000: q-greedy 10-14-0 | policy-greedy 8-16-0 | search 8-0-0 (eval 13s)
[7025/10000] loss 1.976 (pi 1.905 v 0.061 q 0.007 c 0.005) | plies 116 decisive 56% | buffer 200000 steps 13474 | 197.3 g/min eta 0.3h
[7050/10000] loss 1.973 (pi 1.902 v 0.061 q 0.007 c 0.005) | plies 118 decisive 56% | buffer 200000 steps 13523 | 197.7 g/min eta 0.2h
[7075/10000] loss 1.973 (pi 1.901 v 0.061 q 0.007 c 0.006) | plies 119 decisive 55% | buffer 200000 steps 13572 | 198.2 g/min eta 0.2h
[7100/10000] loss 1.975 (pi 1.903 v 0.061 q 0.007 c 0.006) | plies 118 decisive 56% | buffer 200000 steps 13616 | 198.7 g/min eta 0.2h
[7125/10000] loss 1.973 (pi 1.901 v 0.061 q 0.007 c 0.006) | plies 118 decisive 56% | buffer 200000 steps 13663 | 198.8 g/min eta 0.2h
[7150/10000] loss 1.977 (pi 1.906 v 0.061 q 0.007 c 0.006) | plies 121 decisive 55% | buffer 200000 steps 13716 | 198.8 g/min eta 0.2h
[7175/10000] loss 1.980 (pi 1.909 v 0.060 q 0.007 c 0.007) | plies 118 decisive 56% | buffer 200000 steps 13760 | 199.0 g/min eta 0.2h
[7200/10000] loss 1.977 (pi 1.907 v 0.059 q 0.007 c 0.006) | plies 119 decisive 55% | buffer 200000 steps 13807 | 199.1 g/min eta 0.2h
[7225/10000] loss 1.972 (pi 1.903 v 0.059 q 0.007 c 0.006) | plies 122 decisive 53% | buffer 200000 steps 13855 | 199.2 g/min eta 0.2h
[7250/10000] loss 1.971 (pi 1.902 v 0.059 q 0.007 c 0.006) | plies 121 decisive 51% | buffer 200000 steps 13902 | 199.2 g/min eta 0.2h
[7275/10000] loss 1.970 (pi 1.901 v 0.060 q 0.007 c 0.005) | plies 122 decisive 50% | buffer 200000 steps 13947 | 199.3 g/min eta 0.2h
[7300/10000] loss 1.968 (pi 1.899 v 0.060 q 0.007 c 0.005) | plies 122 decisive 51% | buffer 200000 steps 13991 | 199.5 g/min eta 0.2h
[7325/10000] loss 1.966 (pi 1.896 v 0.060 q 0.007 c 0.006) | plies 124 decisive 50% | buffer 200000 steps 14040 | 199.5 g/min eta 0.2h
[7350/10000] loss 1.958 (pi 1.889 v 0.059 q 0.007 c 0.005) | plies 120 decisive 52% | buffer 200000 steps 14087 | 199.6 g/min eta 0.2h
[7375/10000] loss 1.954 (pi 1.885 v 0.059 q 0.007 c 0.005) | plies 123 decisive 50% | buffer 200000 steps 14136 | 199.6 g/min eta 0.2h
[7400/10000] loss 1.956 (pi 1.887 v 0.059 q 0.007 c 0.005) | plies 121 decisive 51% | buffer 200000 steps 14178 | 199.8 g/min eta 0.2h
[7425/10000] loss 1.957 (pi 1.888 v 0.060 q 0.007 c 0.005) | plies 118 decisive 55% | buffer 200000 steps 14222 | 199.9 g/min eta 0.2h
[7450/10000] loss 1.960 (pi 1.892 v 0.059 q 0.007 c 0.005) | plies 116 decisive 56% | buffer 200000 steps 14265 | 200.0 g/min eta 0.2h
[7475/10000] loss 1.961 (pi 1.893 v 0.059 q 0.007 c 0.005) | plies 117 decisive 57% | buffer 200000 steps 14316 | 200.0 g/min eta 0.2h
[7500/10000] loss 1.963 (pi 1.894 v 0.059 q 0.007 c 0.005) | plies 116 decisive 58% | buffer 200000 steps 14362 | 200.2 g/min eta 0.2h
  EVAL @7500: q-greedy 8-16-0 | policy-greedy 10-14-0 | search 8-0-0 (eval 13s)
[7525/10000] loss 1.961 (pi 1.892 v 0.059 q 0.007 c 0.006) | plies 115 decisive 58% | buffer 200000 steps 14409 | 199.0 g/min eta 0.2h
[7550/10000] loss 1.960 (pi 1.892 v 0.059 q 0.007 c 0.005) | plies 114 decisive 60% | buffer 200000 steps 14454 | 199.4 g/min eta 0.2h
[7575/10000] loss 1.959 (pi 1.890 v 0.059 q 0.007 c 0.005) | plies 113 decisive 61% | buffer 200000 steps 14500 | 199.8 g/min eta 0.2h
[7600/10000] loss 1.959 (pi 1.890 v 0.059 q 0.007 c 0.005) | plies 117 decisive 57% | buffer 200000 steps 14549 | 200.2 g/min eta 0.2h
[7625/10000] loss 1.954 (pi 1.886 v 0.058 q 0.007 c 0.005) | plies 118 decisive 54% | buffer 200000 steps 14594 | 200.4 g/min eta 0.2h
[7650/10000] loss 1.961 (pi 1.893 v 0.058 q 0.007 c 0.005) | plies 119 decisive 55% | buffer 200000 steps 14641 | 200.5 g/min eta 0.2h
[7675/10000] loss 1.956 (pi 1.887 v 0.059 q 0.007 c 0.005) | plies 118 decisive 54% | buffer 200000 steps 14685 | 200.6 g/min eta 0.2h
[7700/10000] loss 1.953 (pi 1.884 v 0.058 q 0.007 c 0.005) | plies 118 decisive 53% | buffer 200000 steps 14735 | 200.7 g/min eta 0.2h
[7725/10000] loss 1.956 (pi 1.887 v 0.058 q 0.007 c 0.005) | plies 118 decisive 53% | buffer 200000 steps 14778 | 200.7 g/min eta 0.2h
[7750/10000] loss 1.956 (pi 1.888 v 0.058 q 0.007 c 0.006) | plies 118 decisive 52% | buffer 200000 steps 14823 | 200.7 g/min eta 0.2h
[7775/10000] loss 1.954 (pi 1.885 v 0.059 q 0.007 c 0.006) | plies 118 decisive 52% | buffer 200000 steps 14870 | 200.8 g/min eta 0.2h
[7800/10000] loss 1.955 (pi 1.886 v 0.058 q 0.007 c 0.006) | plies 116 decisive 56% | buffer 200000 steps 14913 | 200.9 g/min eta 0.2h
[7825/10000] loss 1.954 (pi 1.886 v 0.058 q 0.007 c 0.006) | plies 115 decisive 57% | buffer 200000 steps 14956 | 201.0 g/min eta 0.2h
[7850/10000] loss 1.950 (pi 1.881 v 0.059 q 0.008 c 0.006) | plies 116 decisive 58% | buffer 200000 steps 15005 | 201.0 g/min eta 0.2h
[7875/10000] loss 1.946 (pi 1.876 v 0.059 q 0.007 c 0.006) | plies 116 decisive 59% | buffer 200000 steps 15052 | 201.2 g/min eta 0.2h
[7900/10000] loss 1.952 (pi 1.883 v 0.059 q 0.007 c 0.005) | plies 115 decisive 60% | buffer 200000 steps 15098 | 201.2 g/min eta 0.2h
[7925/10000] loss 1.958 (pi 1.888 v 0.060 q 0.007 c 0.006) | plies 116 decisive 60% | buffer 200000 steps 15143 | 201.3 g/min eta 0.2h
