learner on mps, 10 workers, sims=16
[25/10000] warmup | plies 118 decisive 48% | buffer 2940 steps 0 | 213.4 g/min eta 0.8h
[3950/10000] loss 2.092 (pi 2.045 v 0.041 q 0.004 c 0.005) | plies 120 decisive 60% | buffer 200000 steps 7365 | 201.4 g/min eta 0.5h
[3975/10000] loss 2.088 (pi 2.041 v 0.041 q 0.004 c 0.005) | plies 118 decisive 65% | buffer 200000 steps 7405 | 201.8 g/min eta 0.5h
[4000/10000] loss 2.083 (pi 2.034 v 0.042 q 0.004 c 0.005) | plies 118 decisive 66% | buffer 200000 steps 7443 | 202.1 g/min eta 0.5h
  EVAL @4000: q-greedy 9-15-0 | policy-greedy 1-23-0 | search 7-1-0 (eval 9s)
[4025/10000] loss 2.084 (pi 2.035 v 0.043 q 0.004 c 0.005) | plies 117 decisive 66% | buffer 200000 steps 7483 | 199.8 g/min eta 0.5h
[4050/10000] loss 2.086 (pi 2.035 v 0.045 q 0.004 c 0.005) | plies 117 decisive 68% | buffer 200000 steps 7528 | 200.6 g/min eta 0.5h
[4075/10000] loss 2.080 (pi 2.027 v 0.045 q 0.004 c 0.006) | plies 116 decisive 66% | buffer 200000 steps 7569 | 201.4 g/min eta 0.5h
[4100/10000] loss 2.088 (pi 2.033 v 0.047 q 0.004 c 0.006) | plies 116 decisive 66% | buffer 200000 steps 7612 | 202.3 g/min eta 0.5h
[4125/10000] loss 2.088 (pi 2.033 v 0.047 q 0.005 c 0.006) | plies 115 decisive 68% | buffer 200000 steps 7652 | 202.8 g/min eta 0.5h
[4150/10000] loss 2.083 (pi 2.028 v 0.047 q 0.005 c 0.006) | plies 116 decisive 67% | buffer 200000 steps 7694 | 203.0 g/min eta 0.5h
[4175/10000] loss 2.086 (pi 2.029 v 0.049 q 0.005 c 0.007) | plies 116 decisive 67% | buffer 200000 steps 7733 | 203.3 g/min eta 0.5h
[4200/10000] loss 2.087 (pi 2.028 v 0.050 q 0.005 c 0.007) | plies 118 decisive 64% | buffer 200000 steps 7776 | 203.5 g/min eta 0.5h
[4225/10000] loss 2.083 (pi 2.023 v 0.052 q 0.005 c 0.007) | plies 120 decisive 62% | buffer 200000 steps 7822 | 203.7 g/min eta 0.5h
[4250/10000] loss 2.078 (pi 2.016 v 0.052 q 0.006 c 0.007) | plies 119 decisive 62% | buffer 200000 steps 7864 | 204.0 g/min eta 0.5h
[4275/10000] loss 2.079 (pi 2.018 v 0.052 q 0.006 c 0.007) | plies 120 decisive 62% | buffer 200000 steps 7904 | 204.3 g/min eta 0.5h
[4300/10000] loss 2.076 (pi 2.014 v 0.053 q 0.006 c 0.007) | plies 119 decisive 62% | buffer 200000 steps 7944 | 204.6 g/min eta 0.5h
[4325/10000] loss 2.080 (pi 2.018 v 0.053 q 0.006 c 0.007) | plies 123 decisive 58% | buffer 200000 steps 7991 | 204.8 g/min eta 0.5h
[4350/10000] loss 2.082 (pi 2.018 v 0.053 q 0.006 c 0.007) | plies 122 decisive 57% | buffer 200000 steps 8029 | 205.1 g/min eta 0.5h
[4375/10000] loss 2.080 (pi 2.016 v 0.054 q 0.006 c 0.008) | plies 123 decisive 56% | buffer 200000 steps 8071 | 205.4 g/min eta 0.5h
[4400/10000] loss 2.085 (pi 2.020 v 0.054 q 0.006 c 0.008) | plies 123 decisive 55% | buffer 200000 steps 8114 | 205.7 g/min eta 0.5h
[4425/10000] loss 2.085 (pi 2.020 v 0.054 q 0.007 c 0.009) | plies 122 decisive 56% | buffer 200000 steps 8153 | 205.9 g/min eta 0.5h
[4450/10000] loss 2.082 (pi 2.016 v 0.055 q 0.007 c 0.009) | plies 121 decisive 58% | buffer 200000 steps 8194 | 206.2 g/min eta 0.4h
[4475/10000] loss 2.079 (pi 2.012 v 0.056 q 0.007 c 0.008) | plies 122 decisive 56% | buffer 200000 steps 8238 | 206.4 g/min eta 0.4h
[4500/10000] loss 2.076 (pi 2.009 v 0.056 q 0.007 c 0.008) | plies 123 decisive 56% | buffer 200000 steps 8279 | 206.7 g/min eta 0.4h
  EVAL @4500: q-greedy 4-20-0 | policy-greedy 1-23-0 | search 8-0-0 (eval 8s)
[4525/10000] loss 2.072 (pi 2.004 v 0.056 q 0.007 c 0.008) | plies 119 decisive 58% | buffer 200000 steps 8320 | 204.6 g/min eta 0.4h
[4550/10000] loss 2.074 (pi 2.006 v 0.057 q 0.007 c 0.008) | plies 121 decisive 56% | buffer 200000 steps 8363 | 205.3 g/min eta 0.4h
[4575/10000] loss 2.074 (pi 2.005 v 0.058 q 0.007 c 0.008) | plies 119 decisive 58% | buffer 200000 steps 8400 | 206.1 g/min eta 0.4h
[4600/10000] loss 2.069 (pi 1.999 v 0.058 q 0.007 c 0.008) | plies 115 decisive 61% | buffer 200000 steps 8438 | 206.9 g/min eta 0.4h
[4625/10000] loss 2.065 (pi 1.995 v 0.058 q 0.007 c 0.009) | plies 117 decisive 60% | buffer 200000 steps 8483 | 207.3 g/min eta 0.4h
[4650/10000] loss 2.061 (pi 1.991 v 0.059 q 0.008 c 0.009) | plies 118 decisive 58% | buffer 200000 steps 8526 | 207.5 g/min eta 0.4h
[4675/10000] loss 2.062 (pi 1.991 v 0.059 q 0.008 c 0.008) | plies 117 decisive 60% | buffer 200000 steps 8567 | 207.8 g/min eta 0.4h
[4700/10000] loss 2.058 (pi 1.987 v 0.059 q 0.008 c 0.008) | plies 117 decisive 58% | buffer 200000 steps 8608 | 208.0 g/min eta 0.4h
[4725/10000] loss 2.061 (pi 1.989 v 0.060 q 0.008 c 0.009) | plies 119 decisive 56% | buffer 200000 steps 8651 | 208.2 g/min eta 0.4h
[4750/10000] loss 2.055 (pi 1.983 v 0.060 q 0.008 c 0.009) | plies 116 decisive 59% | buffer 200000 steps 8689 | 208.6 g/min eta 0.4h
[4775/10000] loss 2.056 (pi 1.983 v 0.060 q 0.008 c 0.009) | plies 117 decisive 58% | buffer 200000 steps 8730 | 208.9 g/min eta 0.4h
[4800/10000] loss 2.061 (pi 1.987 v 0.061 q 0.008 c 0.009) | plies 120 decisive 56% | buffer 200000 steps 8774 | 209.1 g/min eta 0.4h
[4825/10000] loss 2.058 (pi 1.984 v 0.061 q 0.008 c 0.009) | plies 118 decisive 57% | buffer 200000 steps 8812 | 209.4 g/min eta 0.4h
[4850/10000] loss 2.056 (pi 1.981 v 0.061 q 0.008 c 0.009) | plies 116 decisive 57% | buffer 200000 steps 8849 | 209.8 g/min eta 0.4h
[4875/10000] loss 2.062 (pi 1.987 v 0.062 q 0.008 c 0.009) | plies 115 decisive 57% | buffer 200000 steps 8889 | 210.1 g/min eta 0.4h
[4900/10000] loss 2.058 (pi 1.983 v 0.061 q 0.008 c 0.009) | plies 116 decisive 58% | buffer 200000 steps 8930 | 210.3 g/min eta 0.4h
[4925/10000] loss 2.055 (pi 1.980 v 0.062 q 0.009 c 0.009) | plies 116 decisive 58% | buffer 200000 steps 8976 | 210.5 g/min eta 0.4h
[4950/10000] loss 2.057 (pi 1.981 v 0.062 q 0.009 c 0.010) | plies 118 decisive 58% | buffer 200000 steps 9017 | 210.7 g/min eta 0.4h
[4975/10000] loss 2.054 (pi 1.979 v 0.062 q 0.009 c 0.010) | plies 118 decisive 57% | buffer 200000 steps 9059 | 211.0 g/min eta 0.4h
[5000/10000] loss 2.054 (pi 1.978 v 0.063 q 0.009 c 0.010) | plies 116 decisive 60% | buffer 200000 steps 9096 | 211.3 g/min eta 0.4h
  EVAL @5000: q-greedy 15-9-0 | policy-greedy 6-18-0 | search 8-0-0 (eval 8s)
[5025/10000] loss 2.046 (pi 1.969 v 0.063 q 0.009 c 0.010) | plies 115 decisive 60% | buffer 200000 steps 9134 | 209.6 g/min eta 0.4h
[5050/10000] loss 2.045 (pi 1.968 v 0.064 q 0.009 c 0.010) | plies 117 decisive 60% | buffer 200000 steps 9175 | 210.3 g/min eta 0.4h
[5075/10000] loss 2.046 (pi 1.967 v 0.064 q 0.009 c 0.010) | plies 117 decisive 60% | buffer 200000 steps 9215 | 211.0 g/min eta 0.4h
[5100/10000] loss 2.046 (pi 1.966 v 0.064 q 0.009 c 0.011) | plies 115 decisive 61% | buffer 200000 steps 9255 | 211.7 g/min eta 0.4h
[5125/10000] loss 2.049 (pi 1.970 v 0.064 q 0.009 c 0.011) | plies 114 decisive 64% | buffer 200000 steps 9298 | 212.0 g/min eta 0.4h
[5150/10000] loss 2.045 (pi 1.966 v 0.064 q 0.009 c 0.010) | plies 114 decisive 64% | buffer 200000 steps 9337 | 212.3 g/min eta 0.4h
[5175/10000] loss 2.039 (pi 1.960 v 0.064 q 0.009 c 0.010) | plies 114 decisive 62% | buffer 200000 steps 9380 | 212.5 g/min eta 0.4h
[5200/10000] loss 2.039 (pi 1.960 v 0.065 q 0.009 c 0.011) | plies 115 decisive 62% | buffer 200000 steps 9421 | 212.8 g/min eta 0.4h
[5225/10000] loss 2.038 (pi 1.958 v 0.065 q 0.010 c 0.011) | plies 115 decisive 62% | buffer 200000 steps 9461 | 213.1 g/min eta 0.4h
[5250/10000] loss 2.039 (pi 1.959 v 0.065 q 0.009 c 0.010) | plies 114 decisive 64% | buffer 200000 steps 9499 | 213.3 g/min eta 0.4h
[5275/10000] loss 2.037 (pi 1.957 v 0.065 q 0.010 c 0.010) | plies 115 decisive 61% | buffer 200000 steps 9542 | 213.6 g/min eta 0.4h
[5300/10000] loss 2.034 (pi 1.954 v 0.065 q 0.010 c 0.010) | plies 116 decisive 62% | buffer 200000 steps 9582 | 213.7 g/min eta 0.4h
[5325/10000] loss 2.031 (pi 1.951 v 0.065 q 0.010 c 0.011) | plies 116 decisive 60% | buffer 200000 steps 9624 | 214.0 g/min eta 0.4h
[5350/10000] loss 2.029 (pi 1.948 v 0.065 q 0.010 c 0.011) | plies 116 decisive 59% | buffer 200000 steps 9664 | 214.3 g/min eta 0.4h
[5375/10000] loss 2.029 (pi 1.948 v 0.066 q 0.010 c 0.010) | plies 114 decisive 62% | buffer 200000 steps 9703 | 214.6 g/min eta 0.4h
[5400/10000] loss 2.028 (pi 1.946 v 0.067 q 0.010 c 0.010) | plies 115 decisive 60% | buffer 200000 steps 9746 | 214.7 g/min eta 0.4h
[5425/10000] loss 2.026 (pi 1.944 v 0.067 q 0.010 c 0.010) | plies 117 decisive 58% | buffer 200000 steps 9790 | 214.8 g/min eta 0.4h
[5450/10000] loss 2.029 (pi 1.948 v 0.067 q 0.010 c 0.010) | plies 118 decisive 57% | buffer 200000 steps 9829 | 215.1 g/min eta 0.4h
[5475/10000] loss 2.032 (pi 1.950 v 0.067 q 0.010 c 0.010) | plies 118 decisive 59% | buffer 200000 steps 9874 | 215.3 g/min eta 0.4h
[5500/10000] loss 2.026 (pi 1.944 v 0.067 q 0.010 c 0.010) | plies 119 decisive 58% | buffer 200000 steps 9915 | 215.5 g/min eta 0.3h
  EVAL @5500: q-greedy 4-20-0 | policy-greedy 7-17-0 | search 8-0-0 (eval 9s)
[5525/10000] loss 2.020 (pi 1.937 v 0.067 q 0.010 c 0.012) | plies 119 decisive 58% | buffer 200000 steps 9960 | 213.4 g/min eta 0.3h
[5550/10000] loss 2.018 (pi 1.935 v 0.067 q 0.010 c 0.011) | plies 119 decisive 60% | buffer 200000 steps 9999 | 214.1 g/min eta 0.3h
[5575/10000] loss 2.020 (pi 1.938 v 0.067 q 0.010 c 0.011) | plies 120 decisive 58% | buffer 200000 steps 10039 | 214.8 g/min eta 0.3h
[5600/10000] loss 2.021 (pi 1.939 v 0.067 q 0.010 c 0.010) | plies 117 decisive 60% | buffer 200000 steps 10075 | 215.4 g/min eta 0.3h
[5625/10000] loss 2.017 (pi 1.935 v 0.067 q 0.010 c 0.010) | plies 116 decisive 62% | buffer 200000 steps 10114 | 215.7 g/min eta 0.3h
[5650/10000] loss 2.020 (pi 1.938 v 0.067 q 0.010 c 0.010) | plies 116 decisive 63% | buffer 200000 steps 10156 | 215.9 g/min eta 0.3h
[5675/10000] loss 2.018 (pi 1.935 v 0.068 q 0.010 c 0.010) | plies 114 decisive 64% | buffer 200000 steps 10196 | 216.1 g/min eta 0.3h
[5700/10000] loss 2.017 (pi 1.935 v 0.068 q 0.010 c 0.009) | plies 111 decisive 66% | buffer 200000 steps 10232 | 216.5 g/min eta 0.3h
[5725/10000] loss 2.006 (pi 1.924 v 0.068 q 0.009 c 0.010) | plies 110 decisive 66% | buffer 200000 steps 10272 | 216.6 g/min eta 0.3h
[5750/10000] loss 2.005 (pi 1.924 v 0.067 q 0.009 c 0.009) | plies 112 decisive 62% | buffer 200000 steps 10317 | 216.6 g/min eta 0.3h
[5775/10000] loss 2.005 (pi 1.923 v 0.069 q 0.009 c 0.009) | plies 112 decisive 62% | buffer 200000 steps 10358 | 216.9 g/min eta 0.3h
[5800/10000] loss 2.008 (pi 1.926 v 0.068 q 0.009 c 0.009) | plies 115 decisive 61% | buffer 200000 steps 10401 | 217.0 g/min eta 0.3h
[5825/10000] loss 2.005 (pi 1.923 v 0.068 q 0.009 c 0.009) | plies 114 decisive 59% | buffer 200000 steps 10442 | 217.3 g/min eta 0.3h
[5850/10000] loss 2.010 (pi 1.928 v 0.068 q 0.009 c 0.009) | plies 114 decisive 60% | buffer 200000 steps 10481 | 217.5 g/min eta 0.3h
[5875/10000] loss 2.006 (pi 1.925 v 0.067 q 0.009 c 0.009) | plies 116 decisive 58% | buffer 200000 steps 10525 | 217.6 g/min eta 0.3h
[5900/10000] loss 2.006 (pi 1.924 v 0.068 q 0.009 c 0.009) | plies 118 decisive 57% | buffer 200000 steps 10566 | 217.9 g/min eta 0.3h
[5925/10000] loss 2.000 (pi 1.919 v 0.068 q 0.009 c 0.009) | plies 116 decisive 60% | buffer 200000 steps 10605 | 218.2 g/min eta 0.3h
[5950/10000] loss 1.999 (pi 1.917 v 0.068 q 0.009 c 0.010) | plies 115 decisive 62% | buffer 200000 steps 10642 | 218.4 g/min eta 0.3h
[5975/10000] loss 1.998 (pi 1.916 v 0.068 q 0.009 c 0.009) | plies 115 decisive 62% | buffer 200000 steps 10682 | 218.5 g/min eta 0.3h
[6000/10000] loss 1.996 (pi 1.914 v 0.069 q 0.009 c 0.009) | plies 115 decisive 62% | buffer 200000 steps 10726 | 218.6 g/min eta 0.3h
  EVAL @6000: q-greedy 11-13-0 | policy-greedy 10-14-0 | search 8-0-0 (eval 10s)
[6025/10000] loss 2.002 (pi 1.919 v 0.069 q 0.009 c 0.009) | plies 116 decisive 62% | buffer 200000 steps 10765 | 216.9 g/min eta 0.3h
[6050/10000] loss 2.000 (pi 1.917 v 0.069 q 0.009 c 0.008) | plies 116 decisive 62% | buffer 200000 steps 10806 | 217.5 g/min eta 0.3h
[6075/10000] loss 1.991 (pi 1.909 v 0.069 q 0.009 c 0.008) | plies 114 decisive 64% | buffer 200000 steps 10844 | 218.1 g/min eta 0.3h
[6100/10000] loss 1.994 (pi 1.910 v 0.070 q 0.009 c 0.009) | plies 113 decisive 64% | buffer 200000 steps 10881 | 218.7 g/min eta 0.3h
[6125/10000] loss 1.987 (pi 1.904 v 0.070 q 0.009 c 0.008) | plies 114 decisive 63% | buffer 200000 steps 10923 | 219.0 g/min eta 0.3h
[6150/10000] loss 1.980 (pi 1.897 v 0.070 q 0.009 c 0.008) | plies 114 decisive 62% | buffer 200000 steps 10963 | 219.3 g/min eta 0.3h
[6175/10000] loss 1.988 (pi 1.903 v 0.071 q 0.010 c 0.009) | plies 113 decisive 64% | buffer 200000 steps 11002 | 219.5 g/min eta 0.3h
[6200/10000] loss 1.989 (pi 1.904 v 0.071 q 0.009 c 0.009) | plies 111 decisive 66% | buffer 200000 steps 11041 | 219.7 g/min eta 0.3h
[6225/10000] loss 1.991 (pi 1.906 v 0.071 q 0.010 c 0.009) | plies 110 decisive 68% | buffer 200000 steps 11077 | 220.0 g/min eta 0.3h
[6250/10000] loss 1.994 (pi 1.908 v 0.072 q 0.010 c 0.009) | plies 109 decisive 68% | buffer 200000 steps 11118 | 220.2 g/min eta 0.3h
[6275/10000] loss 1.988 (pi 1.902 v 0.072 q 0.010 c 0.009) | plies 110 decisive 66% | buffer 200000 steps 11156 | 220.4 g/min eta 0.3h
[6300/10000] loss 1.991 (pi 1.905 v 0.072 q 0.010 c 0.008) | plies 109 decisive 68% | buffer 200000 steps 11195 | 220.6 g/min eta 0.3h
[6325/10000] loss 1.988 (pi 1.902 v 0.072 q 0.009 c 0.008) | plies 110 decisive 68% | buffer 200000 steps 11238 | 220.8 g/min eta 0.3h
[6350/10000] loss 1.983 (pi 1.897 v 0.073 q 0.009 c 0.008) | plies 109 decisive 68% | buffer 200000 steps 11277 | 221.0 g/min eta 0.3h
[6375/10000] loss 1.985 (pi 1.899 v 0.073 q 0.009 c 0.008) | plies 111 decisive 66% | buffer 200000 steps 11321 | 221.2 g/min eta 0.3h
[6400/10000] loss 1.987 (pi 1.901 v 0.073 q 0.009 c 0.008) | plies 112 decisive 65% | buffer 200000 steps 11364 | 221.4 g/min eta 0.3h
[6425/10000] loss 1.978 (pi 1.892 v 0.073 q 0.009 c 0.008) | plies 113 decisive 64% | buffer 200000 steps 11405 | 221.6 g/min eta 0.3h
[6450/10000] loss 1.978 (pi 1.893 v 0.072 q 0.009 c 0.008) | plies 115 decisive 61% | buffer 200000 steps 11448 | 221.7 g/min eta 0.3h
[6475/10000] loss 1.982 (pi 1.897 v 0.072 q 0.009 c 0.008) | plies 116 decisive 62% | buffer 200000 steps 11491 | 221.9 g/min eta 0.3h
[6500/10000] loss 1.985 (pi 1.900 v 0.072 q 0.009 c 0.008) | plies 118 decisive 57% | buffer 200000 steps 11533 | 222.0 g/min eta 0.3h
  EVAL @6500: q-greedy 9-15-0 | policy-greedy 12-12-0 | search 8-0-0 (eval 12s)
[6525/10000] loss 1.982 (pi 1.897 v 0.072 q 0.009 c 0.008) | plies 118 decisive 57% | buffer 200000 steps 11575 | 219.9 g/min eta 0.3h
[6550/10000] loss 1.983 (pi 1.898 v 0.071 q 0.009 c 0.009) | plies 120 decisive 54% | buffer 200000 steps 11614 | 220.5 g/min eta 0.3h
[6575/10000] loss 1.978 (pi 1.893 v 0.071 q 0.009 c 0.009) | plies 121 decisive 52% | buffer 200000 steps 11658 | 221.0 g/min eta 0.3h
[6600/10000] loss 1.976 (pi 1.890 v 0.071 q 0.009 c 0.010) | plies 120 decisive 54% | buffer 200000 steps 11699 | 221.6 g/min eta 0.3h
[6625/10000] loss 1.982 (pi 1.895 v 0.072 q 0.009 c 0.010) | plies 119 decisive 55% | buffer 200000 steps 11739 | 221.9 g/min eta 0.3h
[6650/10000] loss 1.979 (pi 1.893 v 0.072 q 0.009 c 0.009) | plies 116 decisive 58% | buffer 200000 steps 11779 | 222.1 g/min eta 0.3h
[6675/10000] loss 1.978 (pi 1.892 v 0.072 q 0.009 c 0.009) | plies 118 decisive 57% | buffer 200000 steps 11822 | 222.2 g/min eta 0.2h
[6700/10000] loss 1.967 (pi 1.881 v 0.072 q 0.009 c 0.009) | plies 117 decisive 58% | buffer 200000 steps 11862 | 222.4 g/min eta 0.2h
[6725/10000] loss 1.965 (pi 1.879 v 0.072 q 0.009 c 0.009) | plies 116 decisive 60% | buffer 200000 steps 11901 | 222.7 g/min eta 0.2h
[6750/10000] loss 1.966 (pi 1.881 v 0.072 q 0.009 c 0.009) | plies 117 decisive 60% | buffer 200000 steps 11945 | 222.8 g/min eta 0.2h
[6775/10000] loss 1.963 (pi 1.878 v 0.072 q 0.009 c 0.009) | plies 115 decisive 62% | buffer 200000 steps 11983 | 223.0 g/min eta 0.2h
[6800/10000] loss 1.961 (pi 1.875 v 0.072 q 0.009 c 0.008) | plies 114 decisive 63% | buffer 200000 steps 12023 | 223.2 g/min eta 0.2h
[6825/10000] loss 1.963 (pi 1.878 v 0.072 q 0.009 c 0.008) | plies 116 decisive 60% | buffer 200000 steps 12066 | 223.3 g/min eta 0.2h
[6850/10000] loss 1.964 (pi 1.878 v 0.073 q 0.009 c 0.008) | plies 118 decisive 58% | buffer 200000 steps 12108 | 223.5 g/min eta 0.2h
[6875/10000] loss 1.964 (pi 1.878 v 0.073 q 0.009 c 0.008) | plies 116 decisive 60% | buffer 200000 steps 12149 | 223.6 g/min eta 0.2h
[6900/10000] loss 1.967 (pi 1.880 v 0.074 q 0.009 c 0.008) | plies 116 decisive 62% | buffer 200000 steps 12190 | 223.8 g/min eta 0.2h
[6925/10000] loss 1.965 (pi 1.878 v 0.073 q 0.009 c 0.008) | plies 115 decisive 63% | buffer 200000 steps 12231 | 224.0 g/min eta 0.2h
[6950/10000] loss 1.968 (pi 1.881 v 0.073 q 0.009 c 0.008) | plies 114 decisive 65% | buffer 200000 steps 12274 | 224.1 g/min eta 0.2h
[6975/10000] loss 1.958 (pi 1.872 v 0.073 q 0.009 c 0.008) | plies 116 decisive 64% | buffer 200000 steps 12315 | 224.3 g/min eta 0.2h
[7000/10000] loss 1.960 (pi 1.874 v 0.072 q 0.009 c 0.008) | plies 117 decisive 62% | buffer 200000 steps 12359 | 224.4 g/min eta 0.2h
  EVAL @7000: q-greedy 6-18-0 | policy-greedy 8-16-0 | search 8-0-0 (eval 9s)
[7025/10000] loss 1.961 (pi 1.875 v 0.073 q 0.009 c 0.008) | plies 116 decisive 65% | buffer 200000 steps 12400 | 223.1 g/min eta 0.2h
[7050/10000] loss 1.965 (pi 1.879 v 0.073 q 0.009 c 0.008) | plies 115 decisive 65% | buffer 200000 steps 12437 | 223.6 g/min eta 0.2h
[7075/10000] loss 1.955 (pi 1.870 v 0.072 q 0.009 c 0.008) | plies 115 decisive 64% | buffer 200000 steps 12479 | 224.1 g/min eta 0.2h
[7100/10000] loss 1.955 (pi 1.869 v 0.073 q 0.009 c 0.008) | plies 115 decisive 61% | buffer 200000 steps 12519 | 224.7 g/min eta 0.2h
[7125/10000] loss 1.953 (pi 1.866 v 0.073 q 0.009 c 0.008) | plies 117 decisive 58% | buffer 200000 steps 12561 | 224.9 g/min eta 0.2h
[7150/10000] loss 1.950 (pi 1.864 v 0.072 q 0.009 c 0.009) | plies 117 decisive 57% | buffer 200000 steps 12601 | 225.0 g/min eta 0.2h
[7175/10000] loss 1.950 (pi 1.864 v 0.072 q 0.009 c 0.008) | plies 116 decisive 58% | buffer 200000 steps 12641 | 225.2 g/min eta 0.2h
[7200/10000] loss 1.950 (pi 1.864 v 0.072 q 0.009 c 0.009) | plies 115 decisive 58% | buffer 200000 steps 12681 | 225.4 g/min eta 0.2h
[7225/10000] loss 1.957 (pi 1.871 v 0.072 q 0.009 c 0.008) | plies 117 decisive 55% | buffer 200000 steps 12723 | 225.5 g/min eta 0.2h
[7250/10000] loss 1.949 (pi 1.862 v 0.073 q 0.009 c 0.009) | plies 118 decisive 55% | buffer 200000 steps 12765 | 225.6 g/min eta 0.2h
[7275/10000] loss 1.948 (pi 1.861 v 0.073 q 0.009 c 0.008) | plies 117 decisive 57% | buffer 200000 steps 12805 | 225.8 g/min eta 0.2h
[7300/10000] loss 1.948 (pi 1.862 v 0.073 q 0.009 c 0.009) | plies 117 decisive 58% | buffer 200000 steps 12846 | 226.0 g/min eta 0.2h
[7325/10000] loss 1.945 (pi 1.858 v 0.073 q 0.009 c 0.009) | plies 116 decisive 60% | buffer 200000 steps 12888 | 226.1 g/min eta 0.2h
[7350/10000] loss 1.937 (pi 1.848 v 0.073 q 0.010 c 0.011) | plies 118 decisive 60% | buffer 200000 steps 12934 | 226.2 g/min eta 0.2h
[7375/10000] loss 1.935 (pi 1.849 v 0.072 q 0.009 c 0.009) | plies 118 decisive 59% | buffer 200000 steps 12975 | 226.3 g/min eta 0.2h
[7400/10000] loss 1.932 (pi 1.846 v 0.072 q 0.009 c 0.009) | plies 119 decisive 57% | buffer 200000 steps 13016 | 226.4 g/min eta 0.2h
[7425/10000] loss 1.934 (pi 1.849 v 0.072 q 0.009 c 0.009) | plies 119 decisive 58% | buffer 200000 steps 13060 | 226.6 g/min eta 0.2h
[7450/10000] loss 1.927 (pi 1.842 v 0.072 q 0.009 c 0.008) | plies 119 decisive 57% | buffer 200000 steps 13100 | 226.7 g/min eta 0.2h
[7475/10000] loss 1.920 (pi 1.835 v 0.072 q 0.009 c 0.008) | plies 120 decisive 56% | buffer 200000 steps 13144 | 226.8 g/min eta 0.2h
[7500/10000] loss 1.926 (pi 1.841 v 0.072 q 0.009 c 0.008) | plies 121 decisive 55% | buffer 200000 steps 13185 | 227.0 g/min eta 0.2h
  EVAL @7500: q-greedy 9-15-0 | policy-greedy 9-15-0 | search 8-0-0 (eval 10s)
[7525/10000] loss 1.926 (pi 1.841 v 0.072 q 0.009 c 0.008) | plies 121 decisive 54% | buffer 200000 steps 13228 | 225.5 g/min eta 0.2h
[7550/10000] loss 1.917 (pi 1.832 v 0.072 q 0.009 c 0.008) | plies 119 decisive 54% | buffer 200000 steps 13270 | 226.0 g/min eta 0.2h
[7575/10000] loss 1.920 (pi 1.836 v 0.071 q 0.009 c 0.007) | plies 120 decisive 52% | buffer 200000 steps 13314 | 226.5 g/min eta 0.2h
[7600/10000] loss 1.922 (pi 1.838 v 0.071 q 0.009 c 0.008) | plies 120 decisive 55% | buffer 200000 steps 13357 | 227.0 g/min eta 0.2h
[7625/10000] loss 1.920 (pi 1.835 v 0.071 q 0.009 c 0.008) | plies 118 decisive 56% | buffer 200000 steps 13397 | 227.3 g/min eta 0.2h
[7650/10000] loss 1.916 (pi 1.831 v 0.072 q 0.009 c 0.008) | plies 117 decisive 57% | buffer 200000 steps 13440 | 227.4 g/min eta 0.2h
[7675/10000] loss 1.916 (pi 1.832 v 0.071 q 0.009 c 0.008) | plies 118 decisive 56% | buffer 200000 steps 13484 | 227.5 g/min eta 0.2h
[7700/10000] loss 1.917 (pi 1.833 v 0.071 q 0.009 c 0.008) | plies 118 decisive 56% | buffer 200000 steps 13524 | 227.6 g/min eta 0.2h
[7725/10000] loss 1.913 (pi 1.830 v 0.071 q 0.009 c 0.007) | plies 120 decisive 54% | buffer 200000 steps 13567 | 227.7 g/min eta 0.2h
[7750/10000] loss 1.911 (pi 1.827 v 0.071 q 0.009 c 0.008) | plies 119 decisive 55% | buffer 200000 steps 13605 | 227.9 g/min eta 0.2h
[7775/10000] loss 1.913 (pi 1.829 v 0.071 q 0.009 c 0.008) | plies 119 decisive 56% | buffer 200000 steps 13649 | 228.0 g/min eta 0.2h
[7800/10000] loss 1.911 (pi 1.827 v 0.071 q 0.009 c 0.008) | plies 120 decisive 56% | buffer 200000 steps 13691 | 228.1 g/min eta 0.2h
[7825/10000] loss 1.913 (pi 1.827 v 0.071 q 0.010 c 0.010) | plies 121 decisive 55% | buffer 200000 steps 13734 | 228.2 g/min eta 0.2h
[7850/10000] loss 1.912 (pi 1.825 v 0.072 q 0.010 c 0.009) | plies 121 decisive 53% | buffer 200000 steps 13774 | 228.3 g/min eta 0.2h
[7875/10000] loss 1.912 (pi 1.827 v 0.071 q 0.009 c 0.009) | plies 120 decisive 54% | buffer 200000 steps 13813 | 228.4 g/min eta 0.2h
[7900/10000] loss 1.915 (pi 1.830 v 0.071 q 0.009 c 0.008) | plies 121 decisive 54% | buffer 200000 steps 13858 | 228.5 g/min eta 0.2h
[7925/10000] loss 1.912 (pi 1.827 v 0.071 q 0.009 c 0.009) | plies 121 decisive 57% | buffer 200000 steps 13902 | 228.6 g/min eta 0.2h
[7950/10000] loss 1.910 (pi 1.827 v 0.070 q 0.009 c 0.008) | plies 121 decisive 56% | buffer 200000 steps 13942 | 228.8 g/min eta 0.1h
[7975/10000] loss 1.913 (pi 1.830 v 0.070 q 0.009 c 0.008) | plies 120 decisive 56% | buffer 200000 steps 13984 | 228.9 g/min eta 0.1h
