learner on mps, 10 workers, sims=16
[25/10000] warmup | plies 118 decisive 48% | buffer 2940 steps 0 | 213.4 g/min eta 0.8h
[8000/10000] loss 1.909 (pi 1.826 v 0.069 q 0.009 c 0.008) | plies 120 decisive 56% | buffer 200000 steps 14024 | 229.0 g/min eta 0.1h
  EVAL @8000: q-greedy 9-15-0 | policy-greedy 7-17-0 | search 8-0-0 (eval 9s)
[8025/10000] loss 1.903 (pi 1.819 v 0.070 q 0.009 c 0.008) | plies 119 decisive 57% | buffer 200000 steps 14064 | 227.8 g/min eta 0.1h
[8050/10000] loss 1.900 (pi 1.817 v 0.070 q 0.009 c 0.008) | plies 118 decisive 60% | buffer 200000 steps 14103 | 228.2 g/min eta 0.1h
[8075/10000] loss 1.903 (pi 1.820 v 0.070 q 0.009 c 0.008) | plies 118 decisive 59% | buffer 200000 steps 14144 | 228.7 g/min eta 0.1h
[8100/10000] loss 1.901 (pi 1.818 v 0.069 q 0.010 c 0.008) | plies 114 decisive 64% | buffer 200000 steps 14180 | 229.2 g/min eta 0.1h
[8125/10000] loss 1.900 (pi 1.818 v 0.069 q 0.009 c 0.008) | plies 114 decisive 62% | buffer 200000 steps 14225 | 229.4 g/min eta 0.1h
[8150/10000] loss 1.906 (pi 1.824 v 0.070 q 0.009 c 0.007) | plies 115 decisive 63% | buffer 200000 steps 14264 | 229.5 g/min eta 0.1h
[8175/10000] loss 1.902 (pi 1.819 v 0.070 q 0.009 c 0.008) | plies 115 decisive 61% | buffer 200000 steps 14308 | 229.6 g/min eta 0.1h
[8200/10000] loss 1.896 (pi 1.813 v 0.070 q 0.009 c 0.008) | plies 116 decisive 58% | buffer 200000 steps 14350 | 229.7 g/min eta 0.1h
[8225/10000] loss 1.899 (pi 1.816 v 0.070 q 0.009 c 0.007) | plies 117 decisive 59% | buffer 200000 steps 14391 | 229.9 g/min eta 0.1h
[8250/10000] loss 1.893 (pi 1.810 v 0.070 q 0.009 c 0.008) | plies 116 decisive 58% | buffer 200000 steps 14429 | 230.0 g/min eta 0.1h
[8275/10000] loss 1.892 (pi 1.809 v 0.070 q 0.009 c 0.007) | plies 117 decisive 59% | buffer 200000 steps 14472 | 230.1 g/min eta 0.1h
[8300/10000] loss 1.898 (pi 1.815 v 0.070 q 0.009 c 0.007) | plies 120 decisive 57% | buffer 200000 steps 14511 | 230.2 g/min eta 0.1h
[8325/10000] loss 1.898 (pi 1.814 v 0.071 q 0.009 c 0.007) | plies 118 decisive 58% | buffer 200000 steps 14553 | 230.3 g/min eta 0.1h
[8350/10000] loss 1.896 (pi 1.812 v 0.071 q 0.009 c 0.007) | plies 119 decisive 56% | buffer 200000 steps 14596 | 230.4 g/min eta 0.1h
[8375/10000] loss 1.896 (pi 1.813 v 0.071 q 0.009 c 0.007) | plies 118 decisive 58% | buffer 200000 steps 14637 | 230.6 g/min eta 0.1h
[8400/10000] loss 1.898 (pi 1.815 v 0.070 q 0.009 c 0.007) | plies 119 decisive 58% | buffer 200000 steps 14681 | 230.6 g/min eta 0.1h
[8425/10000] loss 1.897 (pi 1.816 v 0.069 q 0.009 c 0.007) | plies 118 decisive 59% | buffer 200000 steps 14722 | 230.8 g/min eta 0.1h
[8450/10000] loss 1.903 (pi 1.821 v 0.070 q 0.009 c 0.007) | plies 121 decisive 56% | buffer 200000 steps 14765 | 230.8 g/min eta 0.1h
[8475/10000] loss 1.901 (pi 1.819 v 0.069 q 0.010 c 0.007) | plies 120 decisive 56% | buffer 200000 steps 14807 | 230.9 g/min eta 0.1h
[8500/10000] loss 1.899 (pi 1.817 v 0.069 q 0.009 c 0.007) | plies 121 decisive 55% | buffer 200000 steps 14848 | 231.0 g/min eta 0.1h
  EVAL @8500: q-greedy 2-22-0 | policy-greedy 11-13-0 | search 8-0-0 (eval 12s)
[8525/10000] loss 1.900 (pi 1.817 v 0.069 q 0.009 c 0.007) | plies 123 decisive 54% | buffer 200000 steps 14894 | 229.5 g/min eta 0.1h
[8550/10000] loss 1.892 (pi 1.809 v 0.069 q 0.009 c 0.007) | plies 122 decisive 56% | buffer 200000 steps 14931 | 229.9 g/min eta 0.1h
[8575/10000] loss 1.885 (pi 1.802 v 0.070 q 0.009 c 0.007) | plies 123 decisive 55% | buffer 200000 steps 14976 | 230.3 g/min eta 0.1h
[8600/10000] loss 1.878 (pi 1.795 v 0.070 q 0.009 c 0.007) | plies 121 decisive 57% | buffer 200000 steps 15015 | 230.8 g/min eta 0.1h
[8625/10000] loss 1.879 (pi 1.798 v 0.069 q 0.009 c 0.007) | plies 122 decisive 56% | buffer 200000 steps 15056 | 231.0 g/min eta 0.1h
[8650/10000] loss 1.878 (pi 1.796 v 0.069 q 0.009 c 0.007) | plies 121 decisive 58% | buffer 200000 steps 15097 | 231.1 g/min eta 0.1h
[8675/10000] loss 1.882 (pi 1.800 v 0.069 q 0.010 c 0.007) | plies 119 decisive 59% | buffer 200000 steps 15137 | 231.2 g/min eta 0.1h
[8700/10000] loss 1.875 (pi 1.793 v 0.069 q 0.009 c 0.007) | plies 120 decisive 57% | buffer 200000 steps 15181 | 231.3 g/min eta 0.1h
[8725/10000] loss 1.875 (pi 1.792 v 0.070 q 0.010 c 0.007) | plies 119 decisive 57% | buffer 200000 steps 15223 | 231.4 g/min eta 0.1h
[8750/10000] loss 1.872 (pi 1.789 v 0.070 q 0.010 c 0.007) | plies 119 decisive 57% | buffer 200000 steps 15260 | 231.5 g/min eta 0.1h
[8775/10000] loss 1.869 (pi 1.786 v 0.070 q 0.010 c 0.007) | plies 118 decisive 59% | buffer 200000 steps 15304 | 231.6 g/min eta 0.1h
[8800/10000] loss 1.871 (pi 1.788 v 0.070 q 0.010 c 0.007) | plies 118 decisive 58% | buffer 200000 steps 15345 | 231.8 g/min eta 0.1h
[8825/10000] loss 1.875 (pi 1.791 v 0.071 q 0.009 c 0.007) | plies 118 decisive 58% | buffer 200000 steps 15387 | 231.9 g/min eta 0.1h
[8850/10000] loss 1.873 (pi 1.788 v 0.072 q 0.009 c 0.007) | plies 117 decisive 58% | buffer 200000 steps 15427 | 232.0 g/min eta 0.1h
[8875/10000] loss 1.878 (pi 1.794 v 0.072 q 0.009 c 0.007) | plies 119 decisive 57% | buffer 200000 steps 15468 | 232.1 g/min eta 0.1h
[8900/10000] loss 1.872 (pi 1.789 v 0.070 q 0.009 c 0.007) | plies 118 decisive 57% | buffer 200000 steps 15509 | 232.2 g/min eta 0.1h
[8925/10000] loss 1.866 (pi 1.782 v 0.071 q 0.009 c 0.007) | plies 118 decisive 60% | buffer 200000 steps 15554 | 232.3 g/min eta 0.1h
[8950/10000] loss 1.869 (pi 1.785 v 0.071 q 0.009 c 0.007) | plies 118 decisive 59% | buffer 200000 steps 15595 | 232.4 g/min eta 0.1h
[8975/10000] loss 1.864 (pi 1.781 v 0.071 q 0.009 c 0.007) | plies 118 decisive 57% | buffer 200000 steps 15637 | 232.5 g/min eta 0.1h
[9000/10000] loss 1.863 (pi 1.780 v 0.070 q 0.009 c 0.007) | plies 118 decisive 59% | buffer 200000 steps 15677 | 232.6 g/min eta 0.1h
  EVAL @9000: q-greedy 3-21-0 | policy-greedy 8-16-0 | search 8-0-0 (eval 10s)
[9025/10000] loss 1.862 (pi 1.779 v 0.070 q 0.009 c 0.007) | plies 119 decisive 60% | buffer 200000 steps 15721 | 231.4 g/min eta 0.1h
[9050/10000] loss 1.861 (pi 1.776 v 0.071 q 0.010 c 0.008) | plies 119 decisive 59% | buffer 200000 steps 15762 | 231.8 g/min eta 0.1h
[9075/10000] loss 1.856 (pi 1.771 v 0.071 q 0.010 c 0.008) | plies 118 decisive 60% | buffer 200000 steps 15801 | 232.2 g/min eta 0.1h
[9100/10000] loss 1.852 (pi 1.768 v 0.071 q 0.010 c 0.008) | plies 115 decisive 63% | buffer 200000 steps 15839 | 232.6 g/min eta 0.1h
[9125/10000] loss 1.855 (pi 1.770 v 0.072 q 0.009 c 0.007) | plies 114 decisive 64% | buffer 200000 steps 15881 | 232.9 g/min eta 0.1h
[9150/10000] loss 1.852 (pi 1.767 v 0.073 q 0.009 c 0.007) | plies 113 decisive 64% | buffer 200000 steps 15920 | 233.0 g/min eta 0.1h
[9175/10000] loss 1.854 (pi 1.768 v 0.073 q 0.010 c 0.008) | plies 114 decisive 62% | buffer 200000 steps 15964 | 233.1 g/min eta 0.1h
[9200/10000] loss 1.854 (pi 1.768 v 0.072 q 0.010 c 0.008) | plies 114 decisive 60% | buffer 200000 steps 16003 | 233.2 g/min eta 0.1h
[9225/10000] loss 1.845 (pi 1.759 v 0.072 q 0.010 c 0.007) | plies 116 decisive 57% | buffer 200000 steps 16050 | 233.2 g/min eta 0.1h
[9250/10000] loss 1.848 (pi 1.761 v 0.073 q 0.010 c 0.008) | plies 117 decisive 58% | buffer 200000 steps 16094 | 233.3 g/min eta 0.1h
[9275/10000] loss 1.850 (pi 1.763 v 0.074 q 0.010 c 0.007) | plies 116 decisive 60% | buffer 200000 steps 16134 | 233.4 g/min eta 0.1h
[9300/10000] loss 1.854 (pi 1.766 v 0.074 q 0.010 c 0.008) | plies 117 decisive 60% | buffer 200000 steps 16171 | 233.6 g/min eta 0.0h
[9325/10000] loss 1.856 (pi 1.768 v 0.074 q 0.010 c 0.009) | plies 118 decisive 57% | buffer 200000 steps 16209 | 233.7 g/min eta 0.0h
[9350/10000] loss 1.857 (pi 1.770 v 0.073 q 0.010 c 0.008) | plies 120 decisive 57% | buffer 200000 steps 16253 | 233.7 g/min eta 0.0h
[9375/10000] loss 1.861 (pi 1.774 v 0.074 q 0.010 c 0.008) | plies 120 decisive 58% | buffer 200000 steps 16296 | 233.8 g/min eta 0.0h
[9400/10000] loss 1.857 (pi 1.770 v 0.073 q 0.010 c 0.008) | plies 120 decisive 57% | buffer 200000 steps 16335 | 233.9 g/min eta 0.0h
[9425/10000] loss 1.856 (pi 1.769 v 0.074 q 0.010 c 0.008) | plies 118 decisive 60% | buffer 200000 steps 16377 | 234.0 g/min eta 0.0h
[9450/10000] loss 1.854 (pi 1.767 v 0.074 q 0.010 c 0.007) | plies 118 decisive 59% | buffer 200000 steps 16419 | 234.1 g/min eta 0.0h
[9475/10000] loss 1.851 (pi 1.765 v 0.073 q 0.010 c 0.007) | plies 118 decisive 59% | buffer 200000 steps 16459 | 234.2 g/min eta 0.0h
[9500/10000] loss 1.845 (pi 1.759 v 0.073 q 0.009 c 0.007) | plies 121 decisive 56% | buffer 200000 steps 16505 | 234.2 g/min eta 0.0h
  EVAL @9500: q-greedy 7-17-0 | policy-greedy 11-13-0 | search 8-0-0 (eval 11s)
[9525/10000] loss 1.842 (pi 1.756 v 0.073 q 0.009 c 0.006) | plies 123 decisive 55% | buffer 200000 steps 16551 | 232.9 g/min eta 0.0h
[9550/10000] loss 1.843 (pi 1.758 v 0.072 q 0.009 c 0.007) | plies 124 decisive 52% | buffer 200000 steps 16595 | 233.3 g/min eta 0.0h
[9575/10000] loss 1.834 (pi 1.749 v 0.073 q 0.009 c 0.007) | plies 125 decisive 52% | buffer 200000 steps 16639 | 233.7 g/min eta 0.0h
[9600/10000] loss 1.838 (pi 1.753 v 0.072 q 0.009 c 0.007) | plies 124 decisive 54% | buffer 200000 steps 16677 | 234.1 g/min eta 0.0h
[9625/10000] loss 1.841 (pi 1.755 v 0.072 q 0.010 c 0.008) | plies 126 decisive 51% | buffer 200000 steps 16720 | 234.2 g/min eta 0.0h
[9650/10000] loss 1.840 (pi 1.754 v 0.073 q 0.010 c 0.008) | plies 124 decisive 53% | buffer 200000 steps 16760 | 234.4 g/min eta 0.0h
[9675/10000] loss 1.840 (pi 1.754 v 0.072 q 0.010 c 0.008) | plies 124 decisive 52% | buffer 200000 steps 16803 | 234.4 g/min eta 0.0h
[9700/10000] loss 1.836 (pi 1.751 v 0.072 q 0.010 c 0.007) | plies 124 decisive 52% | buffer 200000 steps 16843 | 234.5 g/min eta 0.0h
[9725/10000] loss 1.833 (pi 1.748 v 0.072 q 0.010 c 0.007) | plies 122 decisive 54% | buffer 200000 steps 16887 | 234.6 g/min eta 0.0h
[9750/10000] loss 1.829 (pi 1.743 v 0.073 q 0.010 c 0.007) | plies 119 decisive 57% | buffer 200000 steps 16927 | 234.7 g/min eta 0.0h
[9775/10000] loss 1.834 (pi 1.748 v 0.073 q 0.010 c 0.007) | plies 117 decisive 60% | buffer 200000 steps 16969 | 234.7 g/min eta 0.0h
[9800/10000] loss 1.833 (pi 1.747 v 0.073 q 0.010 c 0.007) | plies 119 decisive 61% | buffer 200000 steps 17013 | 234.8 g/min eta 0.0h
[9825/10000] loss 1.829 (pi 1.742 v 0.073 q 0.010 c 0.007) | plies 121 decisive 58% | buffer 200000 steps 17059 | 234.8 g/min eta 0.0h
[9850/10000] loss 1.831 (pi 1.745 v 0.073 q 0.010 c 0.007) | plies 123 decisive 57% | buffer 200000 steps 17104 | 234.8 g/min eta 0.0h
[9875/10000] loss 1.837 (pi 1.750 v 0.074 q 0.010 c 0.007) | plies 123 decisive 57% | buffer 200000 steps 17148 | 234.9 g/min eta 0.0h
[9900/10000] loss 1.832 (pi 1.746 v 0.073 q 0.010 c 0.007) | plies 124 decisive 56% | buffer 200000 steps 17192 | 235.0 g/min eta 0.0h
[9925/10000] loss 1.833 (pi 1.745 v 0.073 q 0.010 c 0.008) | plies 124 decisive 56% | buffer 200000 steps 17235 | 235.0 g/min eta 0.0h
[9950/10000] loss 1.824 (pi 1.737 v 0.073 q 0.010 c 0.007) | plies 124 decisive 54% | buffer 200000 steps 17274 | 235.2 g/min eta 0.0h
[9975/10000] loss 1.822 (pi 1.737 v 0.073 q 0.010 c 0.007) | plies 124 decisive 53% | buffer 200000 steps 17315 | 235.2 g/min eta 0.0h
[10000/10000] loss 1.826 (pi 1.741 v 0.072 q 0.010 c 0.007) | plies 123 decisive 51% | buffer 200000 steps 17355 | 235.3 g/min eta 0.0h
  EVAL @10000: q-greedy 6-18-0 | policy-greedy 5-19-0 | search 8-0-0 (eval 11s)
done: 10000 games, 17355 steps in 0.74h
