warm start from runs/run100k/ckpt_100000.pt (2,773,699 params)
learner on mps, 6 workers x 48 games (cpu, 2 threads), sims=32, net 2,773,699 params, study=on, gate at 0 games
  GATE OPEN @1: study/resignation enabled
[25/60000] warmup | plies 49 decisive 96% | buffer 1229 steps 0 | 12.3 g/min eta 81.5h
[8550/60000] loss 2.033 (pi 1.630 v 0.080 q 0.028 c 0.043) | plies 100 decisive 82% | buffer 200000 steps 15770 | 66.8 g/min eta 12.8h
[8575/60000] loss 2.042 (pi 1.638 v 0.080 q 0.028 c 0.044) | plies 102 decisive 80% | buffer 200000 steps 15820 | 66.6 g/min eta 12.9h
[8600/60000] loss 2.042 (pi 1.639 v 0.080 q 0.028 c 0.044) | plies 102 decisive 81% | buffer 200000 steps 15864 | 66.7 g/min eta 12.8h
[8625/60000] loss 2.039 (pi 1.636 v 0.080 q 0.028 c 0.043) | plies 103 decisive 80% | buffer 200000 steps 15916 | 66.7 g/min eta 12.8h
[8650/60000] loss 2.041 (pi 1.640 v 0.079 q 0.027 c 0.043) | plies 104 decisive 80% | buffer 200000 steps 15967 | 66.7 g/min eta 12.8h
[8675/60000] loss 2.042 (pi 1.642 v 0.079 q 0.027 c 0.042) | plies 103 decisive 82% | buffer 200000 steps 16011 | 66.7 g/min eta 12.8h
[8700/60000] loss 2.038 (pi 1.639 v 0.079 q 0.027 c 0.042) | plies 104 decisive 82% | buffer 200000 steps 16062 | 66.7 g/min eta 12.8h
[8725/60000] loss 2.038 (pi 1.640 v 0.079 q 0.027 c 0.043) | plies 105 decisive 82% | buffer 200000 steps 16107 | 66.7 g/min eta 12.8h
[8750/60000] loss 2.031 (pi 1.631 v 0.080 q 0.027 c 0.043) | plies 105 decisive 82% | buffer 200000 steps 16156 | 66.7 g/min eta 12.8h
[8775/60000] loss 2.025 (pi 1.627 v 0.079 q 0.027 c 0.043) | plies 103 decisive 84% | buffer 200000 steps 16204 | 66.6 g/min eta 12.8h
[8800/60000] loss 2.033 (pi 1.635 v 0.080 q 0.027 c 0.043) | plies 105 decisive 83% | buffer 200000 steps 16254 | 66.7 g/min eta 12.8h
[8825/60000] loss 2.038 (pi 1.641 v 0.079 q 0.028 c 0.044) | plies 105 decisive 82% | buffer 200000 steps 16302 | 66.7 g/min eta 12.8h
[8850/60000] loss 2.035 (pi 1.641 v 0.078 q 0.027 c 0.043) | plies 104 decisive 82% | buffer 200000 steps 16342 | 66.8 g/min eta 12.8h
[8875/60000] loss 2.032 (pi 1.641 v 0.078 q 0.028 c 0.043) | plies 104 decisive 81% | buffer 200000 steps 16387 | 66.8 g/min eta 12.8h
[8900/60000] loss 2.027 (pi 1.638 v 0.079 q 0.028 c 0.043) | plies 104 decisive 80% | buffer 200000 steps 16438 | 66.8 g/min eta 12.8h
[8925/60000] loss 2.039 (pi 1.646 v 0.080 q 0.028 c 0.043) | plies 105 decisive 82% | buffer 200000 steps 16487 | 66.8 g/min eta 12.7h
[8950/60000] loss 2.044 (pi 1.649 v 0.080 q 0.028 c 0.043) | plies 103 decisive 82% | buffer 200000 steps 16530 | 66.8 g/min eta 12.7h
[8975/60000] loss 2.045 (pi 1.650 v 0.080 q 0.028 c 0.043) | plies 102 decisive 82% | buffer 200000 steps 16579 | 66.7 g/min eta 12.7h
[9000/60000] loss 2.040 (pi 1.645 v 0.080 q 0.027 c 0.043) | plies 100 decisive 84% | buffer 200000 steps 16624 | 66.8 g/min eta 12.7h
  EVAL @9000: q-greedy 5-19-0 | policy-greedy 5-19-0 | search 8-0-0 (eval 63s)
[9025/60000] loss 2.040 (pi 1.645 v 0.080 q 0.027 c 0.042) | plies 98 decisive 86% | buffer 200000 steps 16664 | 66.3 g/min eta 12.8h
[9050/60000] loss 2.036 (pi 1.642 v 0.080 q 0.027 c 0.042) | plies 99 decisive 84% | buffer 200000 steps 16711 | 66.5 g/min eta 12.8h
[9075/60000] loss 2.030 (pi 1.636 v 0.079 q 0.027 c 0.043) | plies 98 decisive 86% | buffer 200000 steps 16752 | 66.6 g/min eta 12.7h
[9100/60000] loss 2.034 (pi 1.639 v 0.080 q 0.027 c 0.043) | plies 98 decisive 86% | buffer 200000 steps 16798 | 66.7 g/min eta 12.7h
[9125/60000] loss 2.036 (pi 1.641 v 0.080 q 0.027 c 0.043) | plies 96 decisive 86% | buffer 200000 steps 16843 | 66.7 g/min eta 12.7h
[9150/60000] loss 2.033 (pi 1.639 v 0.080 q 0.028 c 0.043) | plies 98 decisive 84% | buffer 200000 steps 16889 | 66.7 g/min eta 12.7h
[9175/60000] loss 2.030 (pi 1.634 v 0.081 q 0.028 c 0.043) | plies 99 decisive 84% | buffer 200000 steps 16935 | 66.7 g/min eta 12.7h
[9200/60000] loss 2.034 (pi 1.638 v 0.081 q 0.028 c 0.043) | plies 101 decisive 81% | buffer 200000 steps 16983 | 66.7 g/min eta 12.7h
[9225/60000] loss 2.037 (pi 1.640 v 0.081 q 0.028 c 0.043) | plies 103 decisive 81% | buffer 200000 steps 17028 | 66.7 g/min eta 12.7h
[9250/60000] loss 2.038 (pi 1.642 v 0.081 q 0.028 c 0.044) | plies 103 decisive 82% | buffer 200000 steps 17078 | 66.7 g/min eta 12.7h
[9275/60000] loss 2.035 (pi 1.634 v 0.083 q 0.028 c 0.043) | plies 104 decisive 80% | buffer 200000 steps 17127 | 66.7 g/min eta 12.7h
[9300/60000] loss 2.044 (pi 1.641 v 0.082 q 0.028 c 0.044) | plies 105 decisive 80% | buffer 200000 steps 17172 | 66.7 g/min eta 12.7h
[9325/60000] loss 2.034 (pi 1.632 v 0.082 q 0.028 c 0.044) | plies 107 decisive 78% | buffer 200000 steps 17219 | 66.7 g/min eta 12.7h
[9350/60000] loss 2.032 (pi 1.633 v 0.081 q 0.028 c 0.043) | plies 105 decisive 80% | buffer 200000 steps 17262 | 66.7 g/min eta 12.7h
[9375/60000] loss 2.036 (pi 1.637 v 0.081 q 0.027 c 0.043) | plies 104 decisive 81% | buffer 200000 steps 17311 | 66.7 g/min eta 12.6h
[9400/60000] loss 2.031 (pi 1.633 v 0.081 q 0.028 c 0.042) | plies 103 decisive 82% | buffer 200000 steps 17356 | 66.8 g/min eta 12.6h
[9425/60000] loss 2.026 (pi 1.628 v 0.081 q 0.028 c 0.041) | plies 102 decisive 82% | buffer 200000 steps 17396 | 66.8 g/min eta 12.6h
[9450/60000] loss 2.037 (pi 1.640 v 0.081 q 0.028 c 0.042) | plies 102 decisive 80% | buffer 200000 steps 17448 | 66.8 g/min eta 12.6h
[9475/60000] loss 2.040 (pi 1.639 v 0.082 q 0.028 c 0.042) | plies 101 decisive 80% | buffer 200000 steps 17490 | 66.8 g/min eta 12.6h
[9500/60000] loss 2.037 (pi 1.640 v 0.081 q 0.028 c 0.044) | plies 101 decisive 82% | buffer 200000 steps 17536 | 66.8 g/min eta 12.6h
[9525/60000] loss 2.036 (pi 1.640 v 0.081 q 0.028 c 0.043) | plies 99 decisive 86% | buffer 200000 steps 17582 | 66.8 g/min eta 12.6h
[9550/60000] loss 2.032 (pi 1.636 v 0.081 q 0.027 c 0.043) | plies 100 decisive 84% | buffer 200000 steps 17631 | 66.7 g/min eta 12.6h
[9575/60000] loss 2.032 (pi 1.634 v 0.082 q 0.027 c 0.042) | plies 101 decisive 82% | buffer 200000 steps 17679 | 66.7 g/min eta 12.6h
[9600/60000] loss 2.040 (pi 1.644 v 0.081 q 0.027 c 0.041) | plies 101 decisive 82% | buffer 200000 steps 17727 | 66.7 g/min eta 12.6h
[9625/60000] loss 2.033 (pi 1.637 v 0.081 q 0.027 c 0.042) | plies 103 decisive 82% | buffer 200000 steps 17775 | 66.7 g/min eta 12.6h
[9650/60000] loss 2.034 (pi 1.641 v 0.081 q 0.028 c 0.042) | plies 101 decisive 81% | buffer 200000 steps 17820 | 66.8 g/min eta 12.6h
[9675/60000] loss 2.034 (pi 1.639 v 0.081 q 0.027 c 0.042) | plies 102 decisive 80% | buffer 200000 steps 17868 | 66.8 g/min eta 12.6h
[9700/60000] loss 2.034 (pi 1.638 v 0.081 q 0.027 c 0.041) | plies 102 decisive 81% | buffer 200000 steps 17913 | 66.8 g/min eta 12.5h
[9725/60000] loss 2.042 (pi 1.644 v 0.081 q 0.028 c 0.042) | plies 103 decisive 78% | buffer 200000 steps 17958 | 66.8 g/min eta 12.5h
[9750/60000] loss 2.043 (pi 1.646 v 0.081 q 0.028 c 0.041) | plies 101 decisive 80% | buffer 200000 steps 17996 | 66.8 g/min eta 12.5h
[9775/60000] loss 2.039 (pi 1.643 v 0.081 q 0.028 c 0.042) | plies 102 decisive 81% | buffer 200000 steps 18045 | 66.8 g/min eta 12.5h
[9800/60000] loss 2.041 (pi 1.646 v 0.081 q 0.028 c 0.043) | plies 102 decisive 82% | buffer 200000 steps 18092 | 66.8 g/min eta 12.5h
[9825/60000] loss 2.041 (pi 1.647 v 0.081 q 0.028 c 0.042) | plies 101 decisive 82% | buffer 200000 steps 18139 | 66.8 g/min eta 12.5h
[9850/60000] loss 2.055 (pi 1.660 v 0.081 q 0.028 c 0.042) | plies 102 decisive 83% | buffer 200000 steps 18185 | 66.9 g/min eta 12.5h
[9875/60000] loss 2.052 (pi 1.654 v 0.082 q 0.028 c 0.041) | plies 102 decisive 85% | buffer 200000 steps 18235 | 66.9 g/min eta 12.5h
[9900/60000] loss 2.051 (pi 1.650 v 0.082 q 0.028 c 0.042) | plies 100 decisive 84% | buffer 200000 steps 18276 | 66.8 g/min eta 12.5h
[9925/60000] loss 2.042 (pi 1.646 v 0.081 q 0.028 c 0.041) | plies 100 decisive 84% | buffer 200000 steps 18322 | 66.8 g/min eta 12.5h
[9950/60000] loss 2.028 (pi 1.632 v 0.081 q 0.028 c 0.041) | plies 103 decisive 82% | buffer 200000 steps 18371 | 66.8 g/min eta 12.5h
[9975/60000] loss 2.032 (pi 1.635 v 0.081 q 0.028 c 0.041) | plies 102 decisive 82% | buffer 200000 steps 18418 | 66.8 g/min eta 12.5h
[10000/60000] loss 2.031 (pi 1.635 v 0.081 q 0.027 c 0.041) | plies 103 decisive 82% | buffer 200000 steps 18464 | 66.8 g/min eta 12.5h
  EVAL @10000: q-greedy 3-21-0 | policy-greedy 8-16-0 | search 8-0-0 (eval 54s)
[10025/60000] loss 2.033 (pi 1.637 v 0.081 q 0.027 c 0.041) | plies 103 decisive 80% | buffer 200000 steps 18510 | 66.5 g/min eta 12.5h
[10050/60000] loss 2.038 (pi 1.641 v 0.081 q 0.027 c 0.042) | plies 103 decisive 81% | buffer 200000 steps 18555 | 66.6 g/min eta 12.5h
[10075/60000] loss 2.042 (pi 1.644 v 0.081 q 0.028 c 0.042) | plies 102 decisive 80% | buffer 200000 steps 18600 | 66.7 g/min eta 12.5h
[10100/60000] loss 2.047 (pi 1.648 v 0.080 q 0.028 c 0.042) | plies 107 decisive 75% | buffer 200000 steps 18653 | 66.8 g/min eta 12.5h
[10125/60000] loss 2.054 (pi 1.651 v 0.082 q 0.028 c 0.043) | plies 107 decisive 75% | buffer 200000 steps 18702 | 66.8 g/min eta 12.4h
[10150/60000] loss 2.053 (pi 1.651 v 0.082 q 0.028 c 0.043) | plies 106 decisive 76% | buffer 200000 steps 18744 | 66.8 g/min eta 12.4h
[10175/60000] loss 2.053 (pi 1.648 v 0.082 q 0.028 c 0.043) | plies 106 decisive 76% | buffer 200000 steps 18794 | 66.8 g/min eta 12.4h
[10200/60000] loss 2.049 (pi 1.643 v 0.081 q 0.028 c 0.043) | plies 105 decisive 74% | buffer 200000 steps 18839 | 66.8 g/min eta 12.4h
[10225/60000] loss 2.049 (pi 1.644 v 0.081 q 0.028 c 0.043) | plies 106 decisive 76% | buffer 200000 steps 18884 | 66.8 g/min eta 12.4h
[10250/60000] loss 2.043 (pi 1.637 v 0.082 q 0.028 c 0.043) | plies 107 decisive 75% | buffer 200000 steps 18931 | 66.8 g/min eta 12.4h
[10275/60000] loss 2.043 (pi 1.636 v 0.082 q 0.028 c 0.043) | plies 105 decisive 76% | buffer 200000 steps 18973 | 66.8 g/min eta 12.4h
[10300/60000] loss 2.048 (pi 1.642 v 0.082 q 0.028 c 0.043) | plies 102 decisive 80% | buffer 200000 steps 19016 | 66.8 g/min eta 12.4h
[10325/60000] loss 2.050 (pi 1.646 v 0.081 q 0.028 c 0.043) | plies 101 decisive 80% | buffer 200000 steps 19060 | 66.9 g/min eta 12.4h
[10350/60000] loss 2.047 (pi 1.642 v 0.082 q 0.028 c 0.043) | plies 99 decisive 82% | buffer 200000 steps 19097 | 66.9 g/min eta 12.4h
[10375/60000] loss 2.046 (pi 1.641 v 0.082 q 0.028 c 0.042) | plies 97 decisive 82% | buffer 200000 steps 19140 | 66.8 g/min eta 12.4h
[10400/60000] loss 2.045 (pi 1.639 v 0.082 q 0.027 c 0.042) | plies 97 decisive 84% | buffer 200000 steps 19185 | 66.8 g/min eta 12.4h
[10425/60000] loss 2.050 (pi 1.640 v 0.083 q 0.028 c 0.042) | plies 98 decisive 82% | buffer 200000 steps 19236 | 66.8 g/min eta 12.4h
[10450/60000] loss 2.048 (pi 1.638 v 0.083 q 0.028 c 0.042) | plies 97 decisive 82% | buffer 200000 steps 19285 | 66.8 g/min eta 12.4h
[10475/60000] loss 2.049 (pi 1.639 v 0.082 q 0.028 c 0.043) | plies 98 decisive 82% | buffer 200000 steps 19326 | 66.9 g/min eta 12.3h
[10500/60000] loss 2.049 (pi 1.643 v 0.082 q 0.028 c 0.043) | plies 100 decisive 82% | buffer 200000 steps 19377 | 66.9 g/min eta 12.3h
[10525/60000] loss 2.046 (pi 1.642 v 0.081 q 0.028 c 0.043) | plies 101 decisive 82% | buffer 200000 steps 19427 | 66.8 g/min eta 12.3h
[10550/60000] loss 2.050 (pi 1.646 v 0.081 q 0.027 c 0.043) | plies 105 decisive 78% | buffer 200000 steps 19478 | 66.9 g/min eta 12.3h
[10575/60000] loss 2.043 (pi 1.638 v 0.081 q 0.028 c 0.042) | plies 107 decisive 76% | buffer 200000 steps 19525 | 66.9 g/min eta 12.3h
[10600/60000] loss 2.055 (pi 1.648 v 0.082 q 0.028 c 0.042) | plies 108 decisive 76% | buffer 200000 steps 19572 | 66.9 g/min eta 12.3h
[10625/60000] loss 2.048 (pi 1.642 v 0.081 q 0.028 c 0.042) | plies 105 decisive 78% | buffer 200000 steps 19615 | 66.9 g/min eta 12.3h
[10650/60000] loss 2.056 (pi 1.650 v 0.081 q 0.028 c 0.043) | plies 107 decisive 76% | buffer 200000 steps 19662 | 66.9 g/min eta 12.3h
[10675/60000] loss 2.056 (pi 1.650 v 0.081 q 0.028 c 0.043) | plies 107 decisive 77% | buffer 200000 steps 19700 | 66.9 g/min eta 12.3h
[10700/60000] loss 2.052 (pi 1.645 v 0.081 q 0.028 c 0.042) | plies 105 decisive 76% | buffer 200000 steps 19747 | 66.9 g/min eta 12.3h
[10725/60000] loss 2.047 (pi 1.642 v 0.082 q 0.028 c 0.042) | plies 105 decisive 76% | buffer 200000 steps 19795 | 66.9 g/min eta 12.3h
[10750/60000] loss 2.050 (pi 1.642 v 0.081 q 0.028 c 0.043) | plies 104 decisive 78% | buffer 200000 steps 19843 | 66.9 g/min eta 12.3h
[10775/60000] loss 2.057 (pi 1.645 v 0.082 q 0.028 c 0.044) | plies 103 decisive 80% | buffer 200000 steps 19890 | 66.9 g/min eta 12.3h
[10800/60000] loss 2.049 (pi 1.635 v 0.082 q 0.028 c 0.044) | plies 102 decisive 78% | buffer 200000 steps 19935 | 66.9 g/min eta 12.3h
[10825/60000] loss 2.053 (pi 1.637 v 0.083 q 0.028 c 0.044) | plies 102 decisive 78% | buffer 200000 steps 19977 | 66.9 g/min eta 12.2h
[10850/60000] loss 2.061 (pi 1.645 v 0.083 q 0.029 c 0.044) | plies 99 decisive 81% | buffer 200000 steps 20021 | 67.0 g/min eta 12.2h
[10875/60000] loss 2.059 (pi 1.644 v 0.083 q 0.028 c 0.044) | plies 102 decisive 79% | buffer 200000 steps 20071 | 66.9 g/min eta 12.2h
[10900/60000] loss 2.055 (pi 1.643 v 0.083 q 0.028 c 0.044) | plies 102 decisive 79% | buffer 200000 steps 20115 | 66.9 g/min eta 12.2h
[10925/60000] loss 2.062 (pi 1.648 v 0.083 q 0.028 c 0.043) | plies 101 decisive 80% | buffer 200000 steps 20161 | 66.9 g/min eta 12.2h
[10950/60000] loss 2.065 (pi 1.649 v 0.083 q 0.028 c 0.042) | plies 102 decisive 77% | buffer 200000 steps 20212 | 66.9 g/min eta 12.2h
[10975/60000] loss 2.065 (pi 1.649 v 0.082 q 0.028 c 0.042) | plies 101 decisive 78% | buffer 200000 steps 20254 | 67.0 g/min eta 12.2h
[11000/60000] loss 2.053 (pi 1.641 v 0.081 q 0.028 c 0.042) | plies 102 decisive 80% | buffer 200000 steps 20301 | 66.9 g/min eta 12.2h
  EVAL @11000: q-greedy 7-17-0 | policy-greedy 7-17-0 | search 8-0-0 (eval 52s)
[11025/60000] loss 2.057 (pi 1.647 v 0.080 q 0.028 c 0.042) | plies 103 decisive 80% | buffer 200000 steps 20348 | 66.6 g/min eta 12.3h
[11050/60000] loss 2.060 (pi 1.649 v 0.081 q 0.028 c 0.043) | plies 104 decisive 80% | buffer 200000 steps 20394 | 66.7 g/min eta 12.2h
[11075/60000] loss 2.057 (pi 1.648 v 0.081 q 0.028 c 0.043) | plies 103 decisive 82% | buffer 200000 steps 20443 | 66.8 g/min eta 12.2h
[11100/60000] loss 2.048 (pi 1.640 v 0.082 q 0.028 c 0.043) | plies 101 decisive 83% | buffer 200000 steps 20479 | 66.9 g/min eta 12.2h
[11125/60000] loss 2.053 (pi 1.644 v 0.082 q 0.028 c 0.043) | plies 99 decisive 85% | buffer 200000 steps 20524 | 66.9 g/min eta 12.2h
[11150/60000] loss 2.053 (pi 1.646 v 0.081 q 0.028 c 0.043) | plies 98 decisive 86% | buffer 200000 steps 20573 | 66.9 g/min eta 12.2h
[11175/60000] loss 2.055 (pi 1.644 v 0.082 q 0.028 c 0.043) | plies 100 decisive 84% | buffer 200000 steps 20617 | 66.9 g/min eta 12.2h
[11200/60000] loss 2.047 (pi 1.636 v 0.082 q 0.028 c 0.043) | plies 101 decisive 82% | buffer 200000 steps 20667 | 66.9 g/min eta 12.2h
[11225/60000] loss 2.043 (pi 1.635 v 0.081 q 0.028 c 0.042) | plies 102 decisive 78% | buffer 200000 steps 20716 | 66.9 g/min eta 12.1h
[11250/60000] loss 2.049 (pi 1.639 v 0.081 q 0.028 c 0.042) | plies 102 decisive 76% | buffer 200000 steps 20761 | 66.9 g/min eta 12.1h
[11275/60000] loss 2.047 (pi 1.636 v 0.081 q 0.028 c 0.043) | plies 99 decisive 77% | buffer 200000 steps 20799 | 67.0 g/min eta 12.1h
[11300/60000] loss 2.061 (pi 1.650 v 0.082 q 0.028 c 0.043) | plies 103 decisive 76% | buffer 200000 steps 20849 | 67.0 g/min eta 12.1h
[11325/60000] loss 2.061 (pi 1.649 v 0.082 q 0.028 c 0.043) | plies 103 decisive 75% | buffer 200000 steps 20891 | 66.9 g/min eta 12.1h
[11350/60000] loss 2.058 (pi 1.644 v 0.083 q 0.028 c 0.044) | plies 103 decisive 76% | buffer 200000 steps 20938 | 66.9 g/min eta 12.1h
[11375/60000] loss 2.060 (pi 1.642 v 0.083 q 0.029 c 0.043) | plies 102 decisive 77% | buffer 200000 steps 20984 | 66.9 g/min eta 12.1h
[11400/60000] loss 2.055 (pi 1.640 v 0.083 q 0.028 c 0.043) | plies 101 decisive 80% | buffer 200000 steps 21028 | 66.9 g/min eta 12.1h
[11425/60000] loss 2.052 (pi 1.639 v 0.082 q 0.029 c 0.043) | plies 101 decisive 81% | buffer 200000 steps 21079 | 67.0 g/min eta 12.1h
[11450/60000] loss 2.053 (pi 1.638 v 0.083 q 0.029 c 0.044) | plies 102 decisive 80% | buffer 200000 steps 21126 | 67.0 g/min eta 12.1h
[11475/60000] loss 2.048 (pi 1.638 v 0.082 q 0.028 c 0.044) | plies 106 decisive 79% | buffer 200000 steps 21179 | 67.0 g/min eta 12.1h
[11500/60000] loss 2.053 (pi 1.645 v 0.082 q 0.028 c 0.044) | plies 103 decisive 82% | buffer 200000 steps 21220 | 67.0 g/min eta 12.1h
[11525/60000] loss 2.055 (pi 1.644 v 0.082 q 0.028 c 0.043) | plies 105 decisive 82% | buffer 200000 steps 21269 | 66.9 g/min eta 12.1h
[11550/60000] loss 2.053 (pi 1.643 v 0.082 q 0.028 c 0.044) | plies 105 decisive 81% | buffer 200000 steps 21318 | 66.9 g/min eta 12.1h
[11575/60000] loss 2.060 (pi 1.646 v 0.083 q 0.029 c 0.044) | plies 105 decisive 82% | buffer 200000 steps 21363 | 67.0 g/min eta 12.1h
[11600/60000] loss 2.054 (pi 1.640 v 0.083 q 0.029 c 0.044) | plies 104 decisive 83% | buffer 200000 steps 21408 | 67.0 g/min eta 12.0h
[11625/60000] loss 2.055 (pi 1.640 v 0.083 q 0.028 c 0.044) | plies 103 decisive 82% | buffer 200000 steps 21453 | 67.0 g/min eta 12.0h
[11650/60000] loss 2.059 (pi 1.643 v 0.083 q 0.029 c 0.045) | plies 102 decisive 85% | buffer 200000 steps 21497 | 67.0 g/min eta 12.0h
[11675/60000] loss 2.057 (pi 1.641 v 0.084 q 0.029 c 0.045) | plies 101 decisive 85% | buffer 200000 steps 21548 | 67.0 g/min eta 12.0h
[11700/60000] loss 2.054 (pi 1.639 v 0.083 q 0.029 c 0.045) | plies 102 decisive 84% | buffer 200000 steps 21590 | 67.0 g/min eta 12.0h
[11725/60000] loss 2.046 (pi 1.635 v 0.082 q 0.029 c 0.045) | plies 102 decisive 83% | buffer 200000 steps 21641 | 67.0 g/min eta 12.0h
[11750/60000] loss 2.045 (pi 1.634 v 0.082 q 0.028 c 0.045) | plies 103 decisive 82% | buffer 200000 steps 21690 | 67.0 g/min eta 12.0h
[11775/60000] loss 2.051 (pi 1.639 v 0.082 q 0.028 c 0.045) | plies 104 decisive 80% | buffer 200000 steps 21733 | 67.0 g/min eta 12.0h
[11800/60000] loss 2.051 (pi 1.641 v 0.082 q 0.028 c 0.046) | plies 105 decisive 78% | buffer 200000 steps 21782 | 67.0 g/min eta 12.0h
[11825/60000] loss 2.051 (pi 1.641 v 0.082 q 0.028 c 0.045) | plies 104 decisive 80% | buffer 200000 steps 21824 | 67.0 g/min eta 12.0h
[11850/60000] loss 2.049 (pi 1.637 v 0.082 q 0.028 c 0.045) | plies 103 decisive 80% | buffer 200000 steps 21865 | 67.0 g/min eta 12.0h
[11875/60000] loss 2.045 (pi 1.634 v 0.082 q 0.028 c 0.045) | plies 102 decisive 80% | buffer 200000 steps 21909 | 67.0 g/min eta 12.0h
[11900/60000] loss 2.052 (pi 1.638 v 0.082 q 0.028 c 0.044) | plies 104 decisive 77% | buffer 200000 steps 21962 | 67.0 g/min eta 12.0h
[11925/60000] loss 2.053 (pi 1.638 v 0.083 q 0.028 c 0.044) | plies 104 decisive 76% | buffer 200000 steps 22006 | 67.0 g/min eta 12.0h
[11950/60000] loss 2.060 (pi 1.644 v 0.083 q 0.028 c 0.044) | plies 102 decisive 78% | buffer 200000 steps 22049 | 67.0 g/min eta 12.0h
[11975/60000] loss 2.058 (pi 1.644 v 0.082 q 0.028 c 0.043) | plies 103 decisive 77% | buffer 200000 steps 22096 | 67.0 g/min eta 11.9h
[12000/60000] loss 2.056 (pi 1.643 v 0.082 q 0.028 c 0.043) | plies 103 decisive 78% | buffer 200000 steps 22143 | 67.0 g/min eta 11.9h
  EVAL @12000: q-greedy 2-22-0 | policy-greedy 10-14-0 | search 8-0-0 (eval 61s)
[12025/60000] loss 2.053 (pi 1.640 v 0.083 q 0.029 c 0.044) | plies 105 decisive 76% | buffer 200000 steps 22193 | 66.7 g/min eta 12.0h
[12050/60000] loss 2.051 (pi 1.640 v 0.082 q 0.028 c 0.044) | plies 106 decisive 76% | buffer 200000 steps 22239 | 66.8 g/min eta 12.0h
[12075/60000] loss 2.053 (pi 1.641 v 0.083 q 0.028 c 0.045) | plies 108 decisive 75% | buffer 200000 steps 22289 | 66.9 g/min eta 11.9h
[12100/60000] loss 2.054 (pi 1.645 v 0.081 q 0.028 c 0.045) | plies 105 decisive 77% | buffer 200000 steps 22337 | 67.0 g/min eta 11.9h
[12125/60000] loss 2.059 (pi 1.649 v 0.081 q 0.028 c 0.045) | plies 105 decisive 79% | buffer 200000 steps 22386 | 67.0 g/min eta 11.9h
[12150/60000] loss 2.057 (pi 1.649 v 0.081 q 0.028 c 0.046) | plies 106 decisive 78% | buffer 200000 steps 22433 | 66.9 g/min eta 11.9h
[12175/60000] loss 2.064 (pi 1.655 v 0.081 q 0.028 c 0.046) | plies 105 decisive 80% | buffer 200000 steps 22481 | 66.9 g/min eta 11.9h
[12200/60000] loss 2.063 (pi 1.651 v 0.082 q 0.028 c 0.046) | plies 105 decisive 80% | buffer 200000 steps 22530 | 66.9 g/min eta 11.9h
[12225/60000] loss 2.056 (pi 1.644 v 0.082 q 0.028 c 0.045) | plies 105 decisive 81% | buffer 200000 steps 22579 | 66.9 g/min eta 11.9h
[12250/60000] loss 2.041 (pi 1.633 v 0.082 q 0.028 c 0.045) | plies 104 decisive 82% | buffer 200000 steps 22624 | 66.9 g/min eta 11.9h
[12275/60000] loss 2.040 (pi 1.632 v 0.081 q 0.028 c 0.045) | plies 103 decisive 83% | buffer 200000 steps 22671 | 67.0 g/min eta 11.9h
[12300/60000] loss 2.048 (pi 1.642 v 0.081 q 0.028 c 0.045) | plies 106 decisive 81% | buffer 200000 steps 22725 | 66.9 g/min eta 11.9h
[12325/60000] loss 2.051 (pi 1.643 v 0.081 q 0.028 c 0.045) | plies 105 decisive 81% | buffer 200000 steps 22772 | 66.9 g/min eta 11.9h
[12350/60000] loss 2.045 (pi 1.639 v 0.081 q 0.028 c 0.045) | plies 106 decisive 80% | buffer 200000 steps 22822 | 66.9 g/min eta 11.9h
[12375/60000] loss 2.050 (pi 1.640 v 0.081 q 0.028 c 0.044) | plies 106 decisive 80% | buffer 200000 steps 22870 | 66.9 g/min eta 11.9h
[12400/60000] loss 2.041 (pi 1.633 v 0.081 q 0.028 c 0.045) | plies 104 decisive 81% | buffer 200000 steps 22912 | 66.9 g/min eta 11.9h
[12425/60000] loss 2.044 (pi 1.640 v 0.080 q 0.028 c 0.044) | plies 103 decisive 80% | buffer 200000 steps 22958 | 66.9 g/min eta 11.8h
[12450/60000] loss 2.040 (pi 1.637 v 0.080 q 0.028 c 0.045) | plies 104 decisive 78% | buffer 200000 steps 23008 | 66.9 g/min eta 11.8h
[12475/60000] loss 2.046 (pi 1.642 v 0.081 q 0.029 c 0.046) | plies 105 decisive 76% | buffer 200000 steps 23055 | 67.0 g/min eta 11.8h
[12500/60000] loss 2.045 (pi 1.644 v 0.080 q 0.028 c 0.046) | plies 104 decisive 78% | buffer 200000 steps 23104 | 66.9 g/min eta 11.8h
[12525/60000] loss 2.040 (pi 1.639 v 0.080 q 0.028 c 0.046) | plies 106 decisive 77% | buffer 200000 steps 23153 | 67.0 g/min eta 11.8h
[12550/60000] loss 2.051 (pi 1.648 v 0.081 q 0.028 c 0.046) | plies 106 decisive 76% | buffer 200000 steps 23202 | 67.0 g/min eta 11.8h
[12575/60000] loss 2.044 (pi 1.644 v 0.080 q 0.028 c 0.046) | plies 107 decisive 78% | buffer 200000 steps 23253 | 66.9 g/min eta 11.8h
[12600/60000] loss 2.046 (pi 1.644 v 0.081 q 0.028 c 0.046) | plies 109 decisive 76% | buffer 200000 steps 23302 | 66.9 g/min eta 11.8h
[12625/60000] loss 2.051 (pi 1.649 v 0.081 q 0.028 c 0.046) | plies 110 decisive 76% | buffer 200000 steps 23351 | 66.9 g/min eta 11.8h
