warm start from runs/run100k/ckpt_100000.pt (2,773,699 params)
learner on mps, 6 workers x 48 games (cpu, 2 threads), sims=32, net 2,773,699 params, study=on, gate at 0 games
  GATE OPEN @1: study/resignation enabled
[25/60000] warmup | plies 49 decisive 96% | buffer 1229 steps 0 | 12.3 g/min eta 81.5h
[17600/60000] loss 2.129 (pi 1.729 v 0.081 q 0.028 c 0.047) | plies 101 decisive 82% | buffer 200000 steps 32590 | 67.1 g/min eta 10.5h
[17625/60000] loss 2.121 (pi 1.722 v 0.081 q 0.028 c 0.047) | plies 101 decisive 83% | buffer 200000 steps 32638 | 67.1 g/min eta 10.5h
[17650/60000] loss 2.123 (pi 1.724 v 0.081 q 0.028 c 0.047) | plies 100 decisive 84% | buffer 200000 steps 32686 | 67.1 g/min eta 10.5h
[17675/60000] loss 2.113 (pi 1.715 v 0.081 q 0.028 c 0.046) | plies 101 decisive 82% | buffer 200000 steps 32733 | 67.2 g/min eta 10.5h
[17700/60000] loss 2.121 (pi 1.723 v 0.081 q 0.029 c 0.045) | plies 103 decisive 81% | buffer 200000 steps 32780 | 67.2 g/min eta 10.5h
[17725/60000] loss 2.118 (pi 1.721 v 0.081 q 0.029 c 0.045) | plies 103 decisive 80% | buffer 200000 steps 32825 | 67.2 g/min eta 10.5h
[17750/60000] loss 2.115 (pi 1.719 v 0.081 q 0.029 c 0.047) | plies 103 decisive 82% | buffer 200000 steps 32873 | 67.2 g/min eta 10.5h
[17775/60000] loss 2.116 (pi 1.721 v 0.081 q 0.029 c 0.047) | plies 102 decisive 83% | buffer 200000 steps 32919 | 67.2 g/min eta 10.5h
[17800/60000] loss 2.119 (pi 1.724 v 0.081 q 0.029 c 0.049) | plies 103 decisive 83% | buffer 200000 steps 32964 | 67.2 g/min eta 10.5h
[17825/60000] loss 2.121 (pi 1.725 v 0.081 q 0.029 c 0.049) | plies 103 decisive 82% | buffer 200000 steps 33008 | 67.2 g/min eta 10.5h
[17850/60000] loss 2.120 (pi 1.723 v 0.082 q 0.029 c 0.048) | plies 104 decisive 81% | buffer 200000 steps 33055 | 67.2 g/min eta 10.5h
[17875/60000] loss 2.124 (pi 1.729 v 0.082 q 0.029 c 0.047) | plies 103 decisive 81% | buffer 200000 steps 33104 | 67.2 g/min eta 10.4h
[17900/60000] loss 2.121 (pi 1.726 v 0.083 q 0.028 c 0.048) | plies 102 decisive 82% | buffer 200000 steps 33148 | 67.2 g/min eta 10.4h
[17925/60000] loss 2.122 (pi 1.726 v 0.082 q 0.028 c 0.047) | plies 100 decisive 84% | buffer 200000 steps 33186 | 67.2 g/min eta 10.4h
[17950/60000] loss 2.115 (pi 1.718 v 0.083 q 0.028 c 0.047) | plies 98 decisive 84% | buffer 200000 steps 33231 | 67.2 g/min eta 10.4h
[17975/60000] loss 2.112 (pi 1.718 v 0.082 q 0.028 c 0.046) | plies 98 decisive 83% | buffer 200000 steps 33278 | 67.2 g/min eta 10.4h
[18000/60000] loss 2.112 (pi 1.718 v 0.082 q 0.029 c 0.048) | plies 98 decisive 84% | buffer 200000 steps 33322 | 67.2 g/min eta 10.4h
  EVAL @18000: q-greedy 5-19-0 | policy-greedy 8-16-0 | search 8-0-0 (eval 52s)
[18025/60000] loss 2.112 (pi 1.720 v 0.082 q 0.029 c 0.047) | plies 99 decisive 84% | buffer 200000 steps 33369 | 67.0 g/min eta 10.4h
[18050/60000] loss 2.119 (pi 1.725 v 0.083 q 0.029 c 0.047) | plies 97 decisive 86% | buffer 200000 steps 33412 | 67.1 g/min eta 10.4h
[18075/60000] loss 2.113 (pi 1.720 v 0.083 q 0.029 c 0.047) | plies 98 decisive 86% | buffer 200000 steps 33458 | 67.2 g/min eta 10.4h
[18100/60000] loss 2.111 (pi 1.717 v 0.083 q 0.029 c 0.046) | plies 98 decisive 84% | buffer 200000 steps 33502 | 67.2 g/min eta 10.4h
[18125/60000] loss 2.113 (pi 1.720 v 0.083 q 0.029 c 0.046) | plies 99 decisive 84% | buffer 200000 steps 33547 | 67.2 g/min eta 10.4h
[18150/60000] loss 2.114 (pi 1.718 v 0.082 q 0.029 c 0.046) | plies 100 decisive 82% | buffer 200000 steps 33596 | 67.2 g/min eta 10.4h
[18175/60000] loss 2.123 (pi 1.726 v 0.083 q 0.029 c 0.047) | plies 101 decisive 82% | buffer 200000 steps 33641 | 67.2 g/min eta 10.4h
[18200/60000] loss 2.126 (pi 1.728 v 0.083 q 0.029 c 0.046) | plies 102 decisive 79% | buffer 200000 steps 33688 | 67.2 g/min eta 10.4h
[18225/60000] loss 2.127 (pi 1.728 v 0.082 q 0.029 c 0.047) | plies 102 decisive 78% | buffer 200000 steps 33734 | 67.2 g/min eta 10.4h
[18250/60000] loss 2.129 (pi 1.729 v 0.082 q 0.029 c 0.046) | plies 102 decisive 78% | buffer 200000 steps 33777 | 67.2 g/min eta 10.4h
[18275/60000] loss 2.125 (pi 1.723 v 0.083 q 0.029 c 0.047) | plies 102 decisive 78% | buffer 200000 steps 33826 | 67.2 g/min eta 10.3h
[18300/60000] loss 2.127 (pi 1.727 v 0.082 q 0.029 c 0.046) | plies 101 decisive 77% | buffer 200000 steps 33868 | 67.2 g/min eta 10.3h
[18325/60000] loss 2.122 (pi 1.720 v 0.083 q 0.029 c 0.047) | plies 101 decisive 77% | buffer 200000 steps 33913 | 67.2 g/min eta 10.3h
[18350/60000] loss 2.128 (pi 1.730 v 0.082 q 0.029 c 0.047) | plies 102 decisive 76% | buffer 200000 steps 33961 | 67.2 g/min eta 10.3h
[18375/60000] loss 2.128 (pi 1.728 v 0.082 q 0.029 c 0.047) | plies 101 decisive 78% | buffer 200000 steps 34008 | 67.2 g/min eta 10.3h
[18400/60000] loss 2.125 (pi 1.726 v 0.083 q 0.029 c 0.046) | plies 100 decisive 79% | buffer 200000 steps 34053 | 67.2 g/min eta 10.3h
[18425/60000] loss 2.129 (pi 1.731 v 0.083 q 0.028 c 0.046) | plies 101 decisive 78% | buffer 200000 steps 34102 | 67.2 g/min eta 10.3h
[18450/60000] loss 2.136 (pi 1.733 v 0.083 q 0.028 c 0.046) | plies 103 decisive 76% | buffer 200000 steps 34151 | 67.3 g/min eta 10.3h
[18475/60000] loss 2.143 (pi 1.740 v 0.082 q 0.029 c 0.045) | plies 102 decisive 77% | buffer 200000 steps 34196 | 67.3 g/min eta 10.3h
[18500/60000] loss 2.146 (pi 1.743 v 0.082 q 0.029 c 0.045) | plies 104 decisive 76% | buffer 200000 steps 34244 | 67.3 g/min eta 10.3h
[18525/60000] loss 2.145 (pi 1.740 v 0.082 q 0.029 c 0.046) | plies 105 decisive 77% | buffer 200000 steps 34291 | 67.3 g/min eta 10.3h
[18550/60000] loss 2.141 (pi 1.733 v 0.082 q 0.029 c 0.046) | plies 105 decisive 78% | buffer 200000 steps 34340 | 67.3 g/min eta 10.3h
[18575/60000] loss 2.135 (pi 1.729 v 0.082 q 0.029 c 0.047) | plies 104 decisive 78% | buffer 200000 steps 34386 | 67.2 g/min eta 10.3h
[18600/60000] loss 2.136 (pi 1.728 v 0.083 q 0.030 c 0.048) | plies 105 decisive 78% | buffer 200000 steps 34430 | 67.2 g/min eta 10.3h
[18625/60000] loss 2.140 (pi 1.731 v 0.082 q 0.030 c 0.048) | plies 104 decisive 78% | buffer 200000 steps 34476 | 67.2 g/min eta 10.3h
[18650/60000] loss 2.128 (pi 1.719 v 0.082 q 0.029 c 0.048) | plies 103 decisive 80% | buffer 200000 steps 34524 | 67.2 g/min eta 10.2h
[18675/60000] loss 2.130 (pi 1.722 v 0.081 q 0.029 c 0.047) | plies 103 decisive 82% | buffer 200000 steps 34568 | 67.2 g/min eta 10.2h
[18700/60000] loss 2.132 (pi 1.724 v 0.082 q 0.029 c 0.046) | plies 102 decisive 82% | buffer 200000 steps 34618 | 67.2 g/min eta 10.2h
[18725/60000] loss 2.140 (pi 1.728 v 0.083 q 0.029 c 0.047) | plies 100 decisive 82% | buffer 200000 steps 34658 | 67.2 g/min eta 10.2h
[18750/60000] loss 2.150 (pi 1.737 v 0.083 q 0.029 c 0.046) | plies 99 decisive 82% | buffer 200000 steps 34702 | 67.3 g/min eta 10.2h
[18775/60000] loss 2.148 (pi 1.735 v 0.082 q 0.029 c 0.046) | plies 100 decisive 81% | buffer 200000 steps 34746 | 67.3 g/min eta 10.2h
[18800/60000] loss 2.150 (pi 1.738 v 0.082 q 0.029 c 0.045) | plies 101 decisive 77% | buffer 200000 steps 34795 | 67.3 g/min eta 10.2h
[18825/60000] loss 2.151 (pi 1.738 v 0.082 q 0.029 c 0.047) | plies 103 decisive 76% | buffer 200000 steps 34845 | 67.3 g/min eta 10.2h
[18850/60000] loss 2.146 (pi 1.732 v 0.082 q 0.029 c 0.047) | plies 102 decisive 76% | buffer 200000 steps 34890 | 67.3 g/min eta 10.2h
[18875/60000] loss 2.154 (pi 1.740 v 0.082 q 0.029 c 0.047) | plies 103 decisive 74% | buffer 200000 steps 34938 | 67.3 g/min eta 10.2h
[18900/60000] loss 2.154 (pi 1.739 v 0.083 q 0.029 c 0.047) | plies 103 decisive 75% | buffer 200000 steps 34981 | 67.3 g/min eta 10.2h
[18925/60000] loss 2.145 (pi 1.734 v 0.082 q 0.029 c 0.047) | plies 104 decisive 74% | buffer 200000 steps 35029 | 67.3 g/min eta 10.2h
[18950/60000] loss 2.148 (pi 1.736 v 0.082 q 0.029 c 0.047) | plies 105 decisive 76% | buffer 200000 steps 35074 | 67.3 g/min eta 10.2h
[18975/60000] loss 2.143 (pi 1.730 v 0.083 q 0.030 c 0.049) | plies 105 decisive 75% | buffer 200000 steps 35122 | 67.3 g/min eta 10.2h
[19000/60000] loss 2.140 (pi 1.727 v 0.082 q 0.030 c 0.049) | plies 104 decisive 78% | buffer 200000 steps 35173 | 67.3 g/min eta 10.2h
  EVAL @19000: q-greedy 2-22-0 | policy-greedy 10-14-0 | search 8-0-0 (eval 64s)
[19025/60000] loss 2.140 (pi 1.727 v 0.082 q 0.030 c 0.048) | plies 102 decisive 82% | buffer 200000 steps 35218 | 67.0 g/min eta 10.2h
[19050/60000] loss 2.136 (pi 1.723 v 0.082 q 0.029 c 0.047) | plies 101 decisive 84% | buffer 200000 steps 35266 | 67.1 g/min eta 10.2h
[19075/60000] loss 2.140 (pi 1.728 v 0.082 q 0.029 c 0.046) | plies 101 decisive 84% | buffer 200000 steps 35311 | 67.2 g/min eta 10.2h
[19100/60000] loss 2.138 (pi 1.727 v 0.081 q 0.029 c 0.047) | plies 102 decisive 84% | buffer 200000 steps 35357 | 67.2 g/min eta 10.1h
[19125/60000] loss 2.140 (pi 1.728 v 0.081 q 0.029 c 0.046) | plies 102 decisive 84% | buffer 200000 steps 35401 | 67.2 g/min eta 10.1h
[19150/60000] loss 2.149 (pi 1.731 v 0.082 q 0.029 c 0.046) | plies 103 decisive 81% | buffer 200000 steps 35451 | 67.2 g/min eta 10.1h
[19175/60000] loss 2.152 (pi 1.733 v 0.083 q 0.029 c 0.046) | plies 104 decisive 82% | buffer 200000 steps 35497 | 67.2 g/min eta 10.1h
[19200/60000] loss 2.145 (pi 1.728 v 0.082 q 0.029 c 0.046) | plies 104 decisive 82% | buffer 200000 steps 35544 | 67.2 g/min eta 10.1h
[19225/60000] loss 2.146 (pi 1.731 v 0.081 q 0.029 c 0.045) | plies 106 decisive 78% | buffer 200000 steps 35596 | 67.2 g/min eta 10.1h
[19250/60000] loss 2.142 (pi 1.729 v 0.081 q 0.029 c 0.044) | plies 107 decisive 76% | buffer 200000 steps 35648 | 67.2 g/min eta 10.1h
[19275/60000] loss 2.141 (pi 1.727 v 0.081 q 0.029 c 0.045) | plies 107 decisive 76% | buffer 200000 steps 35698 | 67.2 g/min eta 10.1h
[19300/60000] loss 2.146 (pi 1.733 v 0.080 q 0.029 c 0.045) | plies 106 decisive 76% | buffer 200000 steps 35744 | 67.2 g/min eta 10.1h
[19325/60000] loss 2.159 (pi 1.742 v 0.081 q 0.029 c 0.046) | plies 107 decisive 76% | buffer 200000 steps 35791 | 67.2 g/min eta 10.1h
[19350/60000] loss 2.146 (pi 1.729 v 0.081 q 0.029 c 0.045) | plies 105 decisive 78% | buffer 200000 steps 35836 | 67.2 g/min eta 10.1h
[19375/60000] loss 2.145 (pi 1.727 v 0.081 q 0.029 c 0.046) | plies 106 decisive 78% | buffer 200000 steps 35887 | 67.2 g/min eta 10.1h
[19400/60000] loss 2.143 (pi 1.725 v 0.081 q 0.029 c 0.046) | plies 106 decisive 77% | buffer 200000 steps 35932 | 67.2 g/min eta 10.1h
[19425/60000] loss 2.142 (pi 1.723 v 0.081 q 0.029 c 0.046) | plies 104 decisive 80% | buffer 200000 steps 35977 | 67.2 g/min eta 10.1h
[19450/60000] loss 2.143 (pi 1.719 v 0.082 q 0.029 c 0.046) | plies 104 decisive 80% | buffer 200000 steps 36023 | 67.2 g/min eta 10.1h
[19475/60000] loss 2.148 (pi 1.722 v 0.083 q 0.029 c 0.047) | plies 103 decisive 81% | buffer 200000 steps 36065 | 67.2 g/min eta 10.0h
[19500/60000] loss 2.153 (pi 1.727 v 0.082 q 0.029 c 0.048) | plies 104 decisive 80% | buffer 200000 steps 36113 | 67.2 g/min eta 10.0h
[19525/60000] loss 2.147 (pi 1.726 v 0.081 q 0.029 c 0.047) | plies 104 decisive 80% | buffer 200000 steps 36159 | 67.3 g/min eta 10.0h
[19550/60000] loss 2.161 (pi 1.741 v 0.081 q 0.029 c 0.047) | plies 105 decisive 78% | buffer 200000 steps 36205 | 67.2 g/min eta 10.0h
[19575/60000] loss 2.166 (pi 1.743 v 0.081 q 0.029 c 0.048) | plies 102 decisive 80% | buffer 200000 steps 36248 | 67.2 g/min eta 10.0h
[19600/60000] loss 2.159 (pi 1.736 v 0.082 q 0.029 c 0.047) | plies 101 decisive 82% | buffer 200000 steps 36293 | 67.2 g/min eta 10.0h
[19625/60000] loss 2.158 (pi 1.736 v 0.082 q 0.029 c 0.048) | plies 103 decisive 82% | buffer 200000 steps 36342 | 67.2 g/min eta 10.0h
[19650/60000] loss 2.160 (pi 1.737 v 0.081 q 0.029 c 0.048) | plies 106 decisive 80% | buffer 200000 steps 36393 | 67.2 g/min eta 10.0h
[19675/60000] loss 2.150 (pi 1.731 v 0.081 q 0.029 c 0.048) | plies 106 decisive 78% | buffer 200000 steps 36441 | 67.2 g/min eta 10.0h
[19700/60000] loss 2.149 (pi 1.730 v 0.080 q 0.029 c 0.047) | plies 106 decisive 80% | buffer 200000 steps 36490 | 67.2 g/min eta 10.0h
[19725/60000] loss 2.143 (pi 1.724 v 0.080 q 0.029 c 0.047) | plies 105 decisive 81% | buffer 200000 steps 36533 | 67.2 g/min eta 10.0h
[19750/60000] loss 2.149 (pi 1.729 v 0.081 q 0.029 c 0.047) | plies 106 decisive 82% | buffer 200000 steps 36584 | 67.2 g/min eta 10.0h
[19775/60000] loss 2.150 (pi 1.731 v 0.080 q 0.029 c 0.047) | plies 109 decisive 82% | buffer 200000 steps 36636 | 67.2 g/min eta 10.0h
[19800/60000] loss 2.147 (pi 1.728 v 0.080 q 0.029 c 0.046) | plies 110 decisive 80% | buffer 200000 steps 36686 | 67.2 g/min eta 10.0h
[19825/60000] loss 2.145 (pi 1.728 v 0.081 q 0.029 c 0.046) | plies 111 decisive 76% | buffer 200000 steps 36740 | 67.2 g/min eta 10.0h
[19850/60000] loss 2.146 (pi 1.727 v 0.081 q 0.029 c 0.046) | plies 108 decisive 78% | buffer 200000 steps 36789 | 67.2 g/min eta 10.0h
[19875/60000] loss 2.136 (pi 1.720 v 0.081 q 0.029 c 0.045) | plies 108 decisive 78% | buffer 200000 steps 36839 | 67.2 g/min eta 10.0h
[19900/60000] loss 2.148 (pi 1.731 v 0.080 q 0.029 c 0.046) | plies 108 decisive 78% | buffer 200000 steps 36883 | 67.2 g/min eta 9.9h
[19925/60000] loss 2.148 (pi 1.730 v 0.080 q 0.029 c 0.045) | plies 109 decisive 76% | buffer 200000 steps 36929 | 67.2 g/min eta 9.9h
[19950/60000] loss 2.147 (pi 1.730 v 0.080 q 0.029 c 0.046) | plies 107 decisive 76% | buffer 200000 steps 36972 | 67.2 g/min eta 9.9h
[19975/60000] loss 2.144 (pi 1.730 v 0.081 q 0.029 c 0.046) | plies 106 decisive 76% | buffer 200000 steps 37020 | 67.2 g/min eta 9.9h
[20000/60000] loss 2.146 (pi 1.729 v 0.081 q 0.029 c 0.047) | plies 106 decisive 76% | buffer 200000 steps 37070 | 67.2 g/min eta 9.9h
  EVAL @20000: q-greedy 4-20-0 | policy-greedy 9-15-0 | search 7-1-0 (eval 74s)
[20025/60000] loss 2.150 (pi 1.732 v 0.080 q 0.029 c 0.047) | plies 105 decisive 76% | buffer 200000 steps 37122 | 67.0 g/min eta 10.0h
[20050/60000] loss 2.148 (pi 1.732 v 0.080 q 0.029 c 0.047) | plies 106 decisive 76% | buffer 200000 steps 37167 | 67.0 g/min eta 9.9h
[20075/60000] loss 2.140 (pi 1.726 v 0.080 q 0.029 c 0.047) | plies 106 decisive 77% | buffer 200000 steps 37212 | 67.1 g/min eta 9.9h
[20100/60000] loss 2.146 (pi 1.732 v 0.081 q 0.029 c 0.047) | plies 106 decisive 76% | buffer 200000 steps 37260 | 67.1 g/min eta 9.9h
[20125/60000] loss 2.144 (pi 1.731 v 0.081 q 0.030 c 0.047) | plies 107 decisive 75% | buffer 200000 steps 37305 | 67.1 g/min eta 9.9h
[20150/60000] loss 2.142 (pi 1.728 v 0.080 q 0.029 c 0.047) | plies 107 decisive 76% | buffer 200000 steps 37348 | 67.1 g/min eta 9.9h
[20175/60000] loss 2.135 (pi 1.722 v 0.080 q 0.029 c 0.047) | plies 106 decisive 76% | buffer 200000 steps 37391 | 67.1 g/min eta 9.9h
[20200/60000] loss 2.134 (pi 1.723 v 0.080 q 0.029 c 0.048) | plies 107 decisive 78% | buffer 200000 steps 37444 | 67.1 g/min eta 9.9h
[20225/60000] loss 2.142 (pi 1.731 v 0.081 q 0.029 c 0.047) | plies 107 decisive 79% | buffer 200000 steps 37497 | 67.1 g/min eta 9.9h
[20250/60000] loss 2.148 (pi 1.737 v 0.081 q 0.030 c 0.048) | plies 107 decisive 78% | buffer 200000 steps 37550 | 67.0 g/min eta 9.9h
[20275/60000] loss 2.141 (pi 1.729 v 0.081 q 0.030 c 0.047) | plies 109 decisive 77% | buffer 200000 steps 37599 | 67.1 g/min eta 9.9h
[20300/60000] loss 2.146 (pi 1.734 v 0.081 q 0.030 c 0.047) | plies 107 decisive 78% | buffer 200000 steps 37643 | 67.1 g/min eta 9.9h
[20325/60000] loss 2.148 (pi 1.735 v 0.080 q 0.029 c 0.047) | plies 108 decisive 79% | buffer 200000 steps 37693 | 67.1 g/min eta 9.9h
[20350/60000] loss 2.142 (pi 1.731 v 0.080 q 0.029 c 0.046) | plies 111 decisive 76% | buffer 200000 steps 37747 | 67.1 g/min eta 9.9h
[20375/60000] loss 2.138 (pi 1.725 v 0.080 q 0.029 c 0.046) | plies 112 decisive 76% | buffer 200000 steps 37796 | 67.1 g/min eta 9.8h
[20400/60000] loss 2.132 (pi 1.727 v 0.078 q 0.029 c 0.047) | plies 112 decisive 76% | buffer 200000 steps 37844 | 67.1 g/min eta 9.8h
[20425/60000] loss 2.135 (pi 1.729 v 0.078 q 0.029 c 0.047) | plies 110 decisive 78% | buffer 200000 steps 37893 | 67.1 g/min eta 9.8h
[20450/60000] loss 2.141 (pi 1.737 v 0.079 q 0.029 c 0.047) | plies 108 decisive 81% | buffer 200000 steps 37939 | 67.1 g/min eta 9.8h
[20475/60000] loss 2.141 (pi 1.734 v 0.080 q 0.029 c 0.046) | plies 107 decisive 82% | buffer 200000 steps 37987 | 67.1 g/min eta 9.8h
[20500/60000] loss 2.134 (pi 1.727 v 0.080 q 0.029 c 0.047) | plies 106 decisive 82% | buffer 200000 steps 38027 | 67.1 g/min eta 9.8h
[20525/60000] loss 2.129 (pi 1.723 v 0.080 q 0.029 c 0.048) | plies 104 decisive 84% | buffer 200000 steps 38073 | 67.1 g/min eta 9.8h
[20550/60000] loss 2.125 (pi 1.719 v 0.081 q 0.029 c 0.047) | plies 100 decisive 88% | buffer 200000 steps 38114 | 67.1 g/min eta 9.8h
[20575/60000] loss 2.130 (pi 1.721 v 0.081 q 0.029 c 0.046) | plies 99 decisive 87% | buffer 200000 steps 38160 | 67.1 g/min eta 9.8h
[20600/60000] loss 2.135 (pi 1.727 v 0.081 q 0.029 c 0.046) | plies 98 decisive 84% | buffer 200000 steps 38208 | 67.1 g/min eta 9.8h
[20625/60000] loss 2.136 (pi 1.732 v 0.080 q 0.029 c 0.047) | plies 96 decisive 85% | buffer 200000 steps 38249 | 67.1 g/min eta 9.8h
[20650/60000] loss 2.137 (pi 1.733 v 0.080 q 0.029 c 0.047) | plies 98 decisive 82% | buffer 200000 steps 38299 | 67.1 g/min eta 9.8h
[20675/60000] loss 2.135 (pi 1.730 v 0.080 q 0.029 c 0.046) | plies 99 decisive 82% | buffer 200000 steps 38346 | 67.1 g/min eta 9.8h
[20700/60000] loss 2.126 (pi 1.722 v 0.081 q 0.029 c 0.048) | plies 102 decisive 80% | buffer 200000 steps 38397 | 67.1 g/min eta 9.8h
[20725/60000] loss 2.120 (pi 1.718 v 0.081 q 0.029 c 0.047) | plies 103 decisive 79% | buffer 200000 steps 38449 | 67.1 g/min eta 9.8h
[20750/60000] loss 2.120 (pi 1.719 v 0.080 q 0.029 c 0.046) | plies 106 decisive 76% | buffer 200000 steps 38495 | 67.1 g/min eta 9.8h
[20775/60000] loss 2.131 (pi 1.730 v 0.081 q 0.029 c 0.045) | plies 106 decisive 78% | buffer 200000 steps 38544 | 67.1 g/min eta 9.7h
[20800/60000] loss 2.136 (pi 1.734 v 0.081 q 0.029 c 0.046) | plies 106 decisive 78% | buffer 200000 steps 38595 | 67.1 g/min eta 9.7h
[20825/60000] loss 2.129 (pi 1.727 v 0.080 q 0.029 c 0.047) | plies 108 decisive 76% | buffer 200000 steps 38648 | 67.1 g/min eta 9.7h
[20850/60000] loss 2.124 (pi 1.722 v 0.080 q 0.029 c 0.047) | plies 108 decisive 77% | buffer 200000 steps 38696 | 67.1 g/min eta 9.7h
[20875/60000] loss 2.124 (pi 1.723 v 0.080 q 0.029 c 0.047) | plies 108 decisive 76% | buffer 200000 steps 38744 | 67.1 g/min eta 9.7h
[20900/60000] loss 2.125 (pi 1.722 v 0.081 q 0.029 c 0.046) | plies 107 decisive 76% | buffer 200000 steps 38791 | 67.1 g/min eta 9.7h
[20925/60000] loss 2.127 (pi 1.724 v 0.080 q 0.029 c 0.046) | plies 105 decisive 78% | buffer 200000 steps 38835 | 67.1 g/min eta 9.7h
[20950/60000] loss 2.127 (pi 1.722 v 0.081 q 0.029 c 0.046) | plies 106 decisive 78% | buffer 200000 steps 38882 | 67.1 g/min eta 9.7h
[20975/60000] loss 2.127 (pi 1.724 v 0.081 q 0.029 c 0.045) | plies 106 decisive 76% | buffer 200000 steps 38927 | 67.1 g/min eta 9.7h
[21000/60000] loss 2.126 (pi 1.724 v 0.080 q 0.029 c 0.045) | plies 104 decisive 76% | buffer 200000 steps 38970 | 67.1 g/min eta 9.7h
  EVAL @21000: q-greedy 2-22-0 | policy-greedy 6-18-0 | search 8-0-0 (eval 52s)
[21025/60000] loss 2.130 (pi 1.727 v 0.081 q 0.029 c 0.046) | plies 101 decisive 78% | buffer 200000 steps 39012 | 66.9 g/min eta 9.7h
[21050/60000] loss 2.125 (pi 1.724 v 0.081 q 0.029 c 0.047) | plies 101 decisive 78% | buffer 200000 steps 39056 | 67.0 g/min eta 9.7h
[21075/60000] loss 2.117 (pi 1.720 v 0.080 q 0.029 c 0.047) | plies 100 decisive 80% | buffer 200000 steps 39101 | 67.1 g/min eta 9.7h
[21100/60000] loss 2.117 (pi 1.716 v 0.081 q 0.029 c 0.046) | plies 99 decisive 82% | buffer 200000 steps 39146 | 67.1 g/min eta 9.7h
[21125/60000] loss 2.116 (pi 1.716 v 0.080 q 0.028 c 0.046) | plies 100 decisive 83% | buffer 200000 steps 39195 | 67.1 g/min eta 9.7h
[21150/60000] loss 2.112 (pi 1.714 v 0.080 q 0.028 c 0.047) | plies 99 decisive 84% | buffer 200000 steps 39244 | 67.1 g/min eta 9.7h
[21175/60000] loss 2.117 (pi 1.718 v 0.080 q 0.028 c 0.047) | plies 102 decisive 81% | buffer 200000 steps 39297 | 67.1 g/min eta 9.6h
[21200/60000] loss 2.112 (pi 1.715 v 0.080 q 0.028 c 0.047) | plies 104 decisive 82% | buffer 200000 steps 39345 | 67.1 g/min eta 9.6h
[21225/60000] loss 2.118 (pi 1.717 v 0.081 q 0.029 c 0.047) | plies 107 decisive 78% | buffer 200000 steps 39391 | 67.1 g/min eta 9.6h
[21250/60000] loss 2.122 (pi 1.721 v 0.080 q 0.029 c 0.047) | plies 107 decisive 79% | buffer 200000 steps 39438 | 67.1 g/min eta 9.6h
[21275/60000] loss 2.121 (pi 1.720 v 0.080 q 0.029 c 0.046) | plies 106 decisive 80% | buffer 200000 steps 39483 | 67.1 g/min eta 9.6h
[21300/60000] loss 2.121 (pi 1.720 v 0.081 q 0.029 c 0.046) | plies 107 decisive 78% | buffer 200000 steps 39531 | 67.1 g/min eta 9.6h
[21325/60000] loss 2.118 (pi 1.716 v 0.081 q 0.029 c 0.046) | plies 107 decisive 77% | buffer 200000 steps 39575 | 67.1 g/min eta 9.6h
[21350/60000] loss 2.120 (pi 1.715 v 0.081 q 0.029 c 0.046) | plies 106 decisive 78% | buffer 200000 steps 39621 | 67.1 g/min eta 9.6h
[21375/60000] loss 2.125 (pi 1.720 v 0.081 q 0.029 c 0.046) | plies 104 decisive 81% | buffer 200000 steps 39670 | 67.1 g/min eta 9.6h
[21400/60000] loss 2.124 (pi 1.720 v 0.081 q 0.029 c 0.046) | plies 103 decisive 80% | buffer 200000 steps 39713 | 67.1 g/min eta 9.6h
[21425/60000] loss 2.115 (pi 1.715 v 0.081 q 0.028 c 0.045) | plies 104 decisive 81% | buffer 200000 steps 39761 | 67.1 g/min eta 9.6h
[21450/60000] loss 2.113 (pi 1.712 v 0.080 q 0.028 c 0.045) | plies 107 decisive 80% | buffer 200000 steps 39820 | 67.1 g/min eta 9.6h
[21475/60000] loss 2.117 (pi 1.716 v 0.080 q 0.028 c 0.044) | plies 107 decisive 78% | buffer 200000 steps 39865 | 67.0 g/min eta 9.6h
[21500/60000] loss 2.113 (pi 1.709 v 0.081 q 0.028 c 0.044) | plies 106 decisive 80% | buffer 200000 steps 39912 | 67.0 g/min eta 9.6h
[21525/60000] loss 2.112 (pi 1.706 v 0.082 q 0.028 c 0.045) | plies 107 decisive 80% | buffer 200000 steps 39960 | 67.1 g/min eta 9.6h
[21550/60000] loss 2.113 (pi 1.708 v 0.082 q 0.028 c 0.046) | plies 105 decisive 80% | buffer 200000 steps 40003 | 67.1 g/min eta 9.6h
[21575/60000] loss 2.111 (pi 1.706 v 0.081 q 0.028 c 0.045) | plies 106 decisive 78% | buffer 200000 steps 40053 | 67.1 g/min eta 9.5h
[21600/60000] loss 2.119 (pi 1.714 v 0.082 q 0.029 c 0.046) | plies 107 decisive 79% | buffer 200000 steps 40096 | 67.1 g/min eta 9.5h
[21625/60000] loss 2.108 (pi 1.704 v 0.081 q 0.028 c 0.046) | plies 107 decisive 80% | buffer 200000 steps 40145 | 67.1 g/min eta 9.5h
[21650/60000] loss 2.114 (pi 1.709 v 0.082 q 0.029 c 0.047) | plies 105 decisive 80% | buffer 200000 steps 40196 | 67.1 g/min eta 9.5h
[21675/60000] loss 2.118 (pi 1.714 v 0.082 q 0.029 c 0.047) | plies 106 decisive 80% | buffer 200000 steps 40247 | 67.1 g/min eta 9.5h
