learner on mps, 6 workers x 48 games (cpu, 2 threads), sims=16, net 2,772,161 params, study=on, gate at 2000 games
[25/100000] warmup | plies 42 decisive 100% | buffer 1054 steps 0 | 19.0 g/min eta 87.6h
[55675/100000] loss 1.781 (pi 1.667 v 0.091 q 0.015 c 0.018) | plies 106 decisive 72% | buffer 200000 steps 101044 | 118.2 g/min eta 6.3h
[55700/100000] loss 1.787 (pi 1.672 v 0.091 q 0.015 c 0.018) | plies 106 decisive 72% | buffer 200000 steps 101092 | 118.2 g/min eta 6.2h
[55725/100000] loss 1.784 (pi 1.670 v 0.090 q 0.015 c 0.018) | plies 106 decisive 72% | buffer 200000 steps 101138 | 118.2 g/min eta 6.2h
[55750/100000] loss 1.780 (pi 1.667 v 0.089 q 0.015 c 0.018) | plies 104 decisive 74% | buffer 200000 steps 101186 | 118.2 g/min eta 6.2h
[55775/100000] loss 1.783 (pi 1.669 v 0.090 q 0.015 c 0.019) | plies 105 decisive 74% | buffer 200000 steps 101236 | 118.2 g/min eta 6.2h
[55800/100000] loss 1.779 (pi 1.665 v 0.089 q 0.015 c 0.019) | plies 104 decisive 76% | buffer 200000 steps 101282 | 118.2 g/min eta 6.2h
[55825/100000] loss 1.783 (pi 1.669 v 0.090 q 0.015 c 0.019) | plies 104 decisive 78% | buffer 200000 steps 101328 | 118.2 g/min eta 6.2h
[55850/100000] loss 1.778 (pi 1.664 v 0.090 q 0.015 c 0.018) | plies 106 decisive 75% | buffer 200000 steps 101373 | 118.2 g/min eta 6.2h
[55875/100000] loss 1.777 (pi 1.664 v 0.089 q 0.015 c 0.018) | plies 106 decisive 76% | buffer 200000 steps 101415 | 118.2 g/min eta 6.2h
[55900/100000] loss 1.783 (pi 1.669 v 0.090 q 0.015 c 0.018) | plies 107 decisive 74% | buffer 200000 steps 101460 | 118.2 g/min eta 6.2h
[55925/100000] loss 1.782 (pi 1.667 v 0.090 q 0.015 c 0.018) | plies 108 decisive 76% | buffer 200000 steps 101509 | 118.2 g/min eta 6.2h
[55950/100000] loss 1.779 (pi 1.665 v 0.090 q 0.015 c 0.018) | plies 107 decisive 78% | buffer 200000 steps 101550 | 118.2 g/min eta 6.2h
[55975/100000] loss 1.784 (pi 1.669 v 0.090 q 0.015 c 0.019) | plies 105 decisive 77% | buffer 200000 steps 101594 | 118.2 g/min eta 6.2h
[56000/100000] loss 1.780 (pi 1.666 v 0.090 q 0.015 c 0.019) | plies 106 decisive 76% | buffer 200000 steps 101638 | 118.2 g/min eta 6.2h
  EVAL @56000: q-greedy 9-15-0 | policy-greedy 5-19-0 | search 8-0-0 (eval 30s)
[56025/100000] loss 1.790 (pi 1.676 v 0.090 q 0.015 c 0.018) | plies 105 decisive 75% | buffer 200000 steps 101682 | 118.1 g/min eta 6.2h
[56050/100000] loss 1.791 (pi 1.677 v 0.090 q 0.015 c 0.018) | plies 105 decisive 76% | buffer 200000 steps 101728 | 118.1 g/min eta 6.2h
[56075/100000] loss 1.793 (pi 1.678 v 0.091 q 0.015 c 0.019) | plies 106 decisive 77% | buffer 200000 steps 101772 | 118.1 g/min eta 6.2h
[56100/100000] loss 1.787 (pi 1.672 v 0.090 q 0.015 c 0.019) | plies 105 decisive 78% | buffer 200000 steps 101822 | 118.2 g/min eta 6.2h
[56125/100000] loss 1.785 (pi 1.671 v 0.090 q 0.015 c 0.018) | plies 104 decisive 75% | buffer 200000 steps 101869 | 118.2 g/min eta 6.2h
[56150/100000] loss 1.785 (pi 1.670 v 0.091 q 0.015 c 0.019) | plies 106 decisive 74% | buffer 200000 steps 101919 | 118.2 g/min eta 6.2h
[56175/100000] loss 1.785 (pi 1.670 v 0.091 q 0.015 c 0.018) | plies 105 decisive 76% | buffer 200000 steps 101959 | 118.2 g/min eta 6.2h
[56200/100000] loss 1.786 (pi 1.672 v 0.091 q 0.015 c 0.018) | plies 104 decisive 77% | buffer 200000 steps 102000 | 118.2 g/min eta 6.2h
[56225/100000] loss 1.789 (pi 1.674 v 0.092 q 0.015 c 0.018) | plies 103 decisive 78% | buffer 200000 steps 102044 | 118.2 g/min eta 6.2h
[56250/100000] loss 1.794 (pi 1.678 v 0.092 q 0.015 c 0.018) | plies 103 decisive 77% | buffer 200000 steps 102090 | 118.2 g/min eta 6.2h
[56275/100000] loss 1.793 (pi 1.678 v 0.091 q 0.015 c 0.018) | plies 104 decisive 76% | buffer 200000 steps 102139 | 118.2 g/min eta 6.2h
[56300/100000] loss 1.797 (pi 1.680 v 0.092 q 0.015 c 0.018) | plies 105 decisive 75% | buffer 200000 steps 102183 | 118.2 g/min eta 6.2h
[56325/100000] loss 1.798 (pi 1.682 v 0.092 q 0.015 c 0.018) | plies 106 decisive 75% | buffer 200000 steps 102230 | 118.2 g/min eta 6.2h
[56350/100000] loss 1.802 (pi 1.686 v 0.092 q 0.015 c 0.017) | plies 105 decisive 75% | buffer 200000 steps 102272 | 118.2 g/min eta 6.2h
[56375/100000] loss 1.806 (pi 1.690 v 0.092 q 0.015 c 0.017) | plies 106 decisive 74% | buffer 200000 steps 102318 | 118.2 g/min eta 6.2h
[56400/100000] loss 1.805 (pi 1.690 v 0.091 q 0.015 c 0.017) | plies 108 decisive 72% | buffer 200000 steps 102361 | 118.2 g/min eta 6.1h
[56425/100000] loss 1.802 (pi 1.687 v 0.092 q 0.015 c 0.017) | plies 108 decisive 72% | buffer 200000 steps 102402 | 118.2 g/min eta 6.1h
[56450/100000] loss 1.796 (pi 1.682 v 0.091 q 0.015 c 0.017) | plies 107 decisive 72% | buffer 200000 steps 102442 | 118.2 g/min eta 6.1h
[56475/100000] loss 1.795 (pi 1.680 v 0.090 q 0.015 c 0.017) | plies 106 decisive 71% | buffer 200000 steps 102486 | 118.2 g/min eta 6.1h
[56500/100000] loss 1.788 (pi 1.674 v 0.091 q 0.015 c 0.017) | plies 104 decisive 72% | buffer 200000 steps 102528 | 118.2 g/min eta 6.1h
[56525/100000] loss 1.788 (pi 1.674 v 0.090 q 0.015 c 0.017) | plies 103 decisive 72% | buffer 200000 steps 102569 | 118.2 g/min eta 6.1h
[56550/100000] loss 1.793 (pi 1.679 v 0.090 q 0.015 c 0.018) | plies 104 decisive 72% | buffer 200000 steps 102616 | 118.2 g/min eta 6.1h
[56575/100000] loss 1.790 (pi 1.676 v 0.090 q 0.015 c 0.018) | plies 103 decisive 72% | buffer 200000 steps 102660 | 118.2 g/min eta 6.1h
[56600/100000] loss 1.794 (pi 1.680 v 0.090 q 0.015 c 0.017) | plies 103 decisive 72% | buffer 200000 steps 102705 | 118.2 g/min eta 6.1h
[56625/100000] loss 1.792 (pi 1.679 v 0.090 q 0.015 c 0.017) | plies 104 decisive 72% | buffer 200000 steps 102752 | 118.2 g/min eta 6.1h
[56650/100000] loss 1.783 (pi 1.670 v 0.089 q 0.015 c 0.017) | plies 104 decisive 72% | buffer 200000 steps 102795 | 118.2 g/min eta 6.1h
[56675/100000] loss 1.780 (pi 1.668 v 0.089 q 0.014 c 0.017) | plies 103 decisive 74% | buffer 200000 steps 102838 | 118.2 g/min eta 6.1h
[56700/100000] loss 1.793 (pi 1.679 v 0.090 q 0.015 c 0.018) | plies 104 decisive 74% | buffer 200000 steps 102880 | 118.2 g/min eta 6.1h
[56725/100000] loss 1.794 (pi 1.682 v 0.089 q 0.015 c 0.018) | plies 103 decisive 75% | buffer 200000 steps 102922 | 118.2 g/min eta 6.1h
[56750/100000] loss 1.791 (pi 1.678 v 0.089 q 0.015 c 0.018) | plies 99 decisive 78% | buffer 200000 steps 102961 | 118.2 g/min eta 6.1h
[56775/100000] loss 1.794 (pi 1.681 v 0.090 q 0.015 c 0.017) | plies 99 decisive 78% | buffer 200000 steps 103001 | 118.2 g/min eta 6.1h
[56800/100000] loss 1.798 (pi 1.683 v 0.091 q 0.015 c 0.017) | plies 100 decisive 77% | buffer 200000 steps 103046 | 118.2 g/min eta 6.1h
[56825/100000] loss 1.792 (pi 1.677 v 0.091 q 0.015 c 0.017) | plies 99 decisive 78% | buffer 200000 steps 103088 | 118.3 g/min eta 6.1h
[56850/100000] loss 1.793 (pi 1.679 v 0.091 q 0.015 c 0.017) | plies 98 decisive 80% | buffer 200000 steps 103139 | 118.3 g/min eta 6.1h
[56875/100000] loss 1.789 (pi 1.675 v 0.091 q 0.015 c 0.017) | plies 100 decisive 76% | buffer 200000 steps 103185 | 118.2 g/min eta 6.1h
[56900/100000] loss 1.788 (pi 1.674 v 0.091 q 0.015 c 0.017) | plies 101 decisive 76% | buffer 200000 steps 103234 | 118.3 g/min eta 6.1h
[56925/100000] loss 1.800 (pi 1.685 v 0.091 q 0.015 c 0.018) | plies 103 decisive 75% | buffer 200000 steps 103275 | 118.3 g/min eta 6.1h
[56950/100000] loss 1.798 (pi 1.684 v 0.091 q 0.015 c 0.017) | plies 105 decisive 74% | buffer 200000 steps 103319 | 118.3 g/min eta 6.1h
[56975/100000] loss 1.798 (pi 1.684 v 0.090 q 0.015 c 0.017) | plies 105 decisive 72% | buffer 200000 steps 103358 | 118.3 g/min eta 6.1h
[57000/100000] loss 1.797 (pi 1.683 v 0.090 q 0.015 c 0.017) | plies 102 decisive 76% | buffer 200000 steps 103397 | 118.3 g/min eta 6.1h
  EVAL @57000: q-greedy 7-17-0 | policy-greedy 9-15-0 | search 8-0-0 (eval 23s)
[57025/100000] loss 1.794 (pi 1.681 v 0.090 q 0.015 c 0.017) | plies 102 decisive 76% | buffer 200000 steps 103439 | 118.2 g/min eta 6.1h
[57050/100000] loss 1.795 (pi 1.681 v 0.091 q 0.015 c 0.017) | plies 102 decisive 76% | buffer 200000 steps 103480 | 118.2 g/min eta 6.1h
[57075/100000] loss 1.794 (pi 1.680 v 0.091 q 0.015 c 0.017) | plies 101 decisive 77% | buffer 200000 steps 103525 | 118.2 g/min eta 6.1h
[57100/100000] loss 1.797 (pi 1.683 v 0.091 q 0.015 c 0.018) | plies 99 decisive 80% | buffer 200000 steps 103566 | 118.3 g/min eta 6.0h
[57125/100000] loss 1.799 (pi 1.685 v 0.091 q 0.015 c 0.018) | plies 98 decisive 80% | buffer 200000 steps 103609 | 118.3 g/min eta 6.0h
[57150/100000] loss 1.798 (pi 1.684 v 0.091 q 0.015 c 0.018) | plies 98 decisive 80% | buffer 200000 steps 103650 | 118.3 g/min eta 6.0h
[57175/100000] loss 1.798 (pi 1.683 v 0.091 q 0.015 c 0.017) | plies 99 decisive 80% | buffer 200000 steps 103695 | 118.3 g/min eta 6.0h
[57200/100000] loss 1.805 (pi 1.690 v 0.092 q 0.015 c 0.017) | plies 99 decisive 80% | buffer 200000 steps 103735 | 118.3 g/min eta 6.0h
[57225/100000] loss 1.800 (pi 1.685 v 0.091 q 0.015 c 0.018) | plies 99 decisive 80% | buffer 200000 steps 103773 | 118.3 g/min eta 6.0h
[57250/100000] loss 1.796 (pi 1.679 v 0.094 q 0.015 c 0.018) | plies 101 decisive 78% | buffer 200000 steps 103818 | 118.3 g/min eta 6.0h
[57275/100000] loss 1.802 (pi 1.686 v 0.093 q 0.015 c 0.017) | plies 101 decisive 78% | buffer 200000 steps 103865 | 118.3 g/min eta 6.0h
[57300/100000] loss 1.803 (pi 1.687 v 0.092 q 0.015 c 0.017) | plies 102 decisive 76% | buffer 200000 steps 103908 | 118.3 g/min eta 6.0h
[57325/100000] loss 1.807 (pi 1.690 v 0.093 q 0.015 c 0.017) | plies 102 decisive 76% | buffer 200000 steps 103951 | 118.3 g/min eta 6.0h
[57350/100000] loss 1.799 (pi 1.682 v 0.093 q 0.015 c 0.017) | plies 104 decisive 75% | buffer 200000 steps 103997 | 118.3 g/min eta 6.0h
[57375/100000] loss 1.795 (pi 1.678 v 0.093 q 0.015 c 0.017) | plies 104 decisive 75% | buffer 200000 steps 104040 | 118.3 g/min eta 6.0h
[57400/100000] loss 1.786 (pi 1.670 v 0.093 q 0.015 c 0.017) | plies 104 decisive 75% | buffer 200000 steps 104080 | 118.3 g/min eta 6.0h
[57425/100000] loss 1.788 (pi 1.671 v 0.093 q 0.015 c 0.017) | plies 105 decisive 74% | buffer 200000 steps 104125 | 118.3 g/min eta 6.0h
[57450/100000] loss 1.791 (pi 1.674 v 0.094 q 0.015 c 0.017) | plies 104 decisive 74% | buffer 200000 steps 104167 | 118.3 g/min eta 6.0h
[57475/100000] loss 1.797 (pi 1.681 v 0.093 q 0.015 c 0.017) | plies 104 decisive 74% | buffer 200000 steps 104212 | 118.3 g/min eta 6.0h
[57500/100000] loss 1.796 (pi 1.679 v 0.093 q 0.015 c 0.017) | plies 105 decisive 73% | buffer 200000 steps 104251 | 118.3 g/min eta 6.0h
[57525/100000] loss 1.798 (pi 1.682 v 0.093 q 0.015 c 0.017) | plies 105 decisive 72% | buffer 200000 steps 104292 | 118.3 g/min eta 6.0h
[57550/100000] loss 1.798 (pi 1.682 v 0.093 q 0.015 c 0.017) | plies 104 decisive 72% | buffer 200000 steps 104337 | 118.3 g/min eta 6.0h
[57575/100000] loss 1.798 (pi 1.683 v 0.093 q 0.014 c 0.017) | plies 104 decisive 73% | buffer 200000 steps 104382 | 118.3 g/min eta 6.0h
[57600/100000] loss 1.803 (pi 1.686 v 0.093 q 0.015 c 0.017) | plies 104 decisive 72% | buffer 200000 steps 104429 | 118.3 g/min eta 6.0h
[57625/100000] loss 1.798 (pi 1.682 v 0.093 q 0.015 c 0.017) | plies 102 decisive 72% | buffer 200000 steps 104470 | 118.3 g/min eta 6.0h
[57650/100000] loss 1.795 (pi 1.679 v 0.093 q 0.015 c 0.017) | plies 103 decisive 73% | buffer 200000 steps 104514 | 118.3 g/min eta 6.0h
[57675/100000] loss 1.798 (pi 1.682 v 0.093 q 0.015 c 0.017) | plies 102 decisive 74% | buffer 200000 steps 104556 | 118.3 g/min eta 6.0h
[57700/100000] loss 1.798 (pi 1.682 v 0.093 q 0.015 c 0.017) | plies 101 decisive 76% | buffer 200000 steps 104596 | 118.3 g/min eta 6.0h
[57725/100000] loss 1.804 (pi 1.687 v 0.093 q 0.015 c 0.017) | plies 102 decisive 76% | buffer 200000 steps 104642 | 118.3 g/min eta 6.0h
[57750/100000] loss 1.799 (pi 1.683 v 0.093 q 0.015 c 0.017) | plies 101 decisive 78% | buffer 200000 steps 104687 | 118.3 g/min eta 6.0h
[57775/100000] loss 1.791 (pi 1.674 v 0.093 q 0.015 c 0.017) | plies 103 decisive 75% | buffer 200000 steps 104735 | 118.3 g/min eta 5.9h
[57800/100000] loss 1.797 (pi 1.679 v 0.094 q 0.015 c 0.017) | plies 104 decisive 76% | buffer 200000 steps 104780 | 118.3 g/min eta 5.9h
[57825/100000] loss 1.797 (pi 1.681 v 0.093 q 0.015 c 0.017) | plies 106 decisive 74% | buffer 200000 steps 104826 | 118.3 g/min eta 5.9h
[57850/100000] loss 1.791 (pi 1.674 v 0.093 q 0.015 c 0.017) | plies 107 decisive 72% | buffer 200000 steps 104866 | 118.3 g/min eta 5.9h
[57875/100000] loss 1.791 (pi 1.676 v 0.092 q 0.015 c 0.017) | plies 107 decisive 70% | buffer 200000 steps 104910 | 118.3 g/min eta 5.9h
[57900/100000] loss 1.792 (pi 1.677 v 0.092 q 0.015 c 0.017) | plies 108 decisive 70% | buffer 200000 steps 104954 | 118.3 g/min eta 5.9h
[57925/100000] loss 1.794 (pi 1.680 v 0.091 q 0.015 c 0.017) | plies 108 decisive 72% | buffer 200000 steps 105001 | 118.3 g/min eta 5.9h
[57950/100000] loss 1.797 (pi 1.682 v 0.092 q 0.015 c 0.017) | plies 106 decisive 73% | buffer 200000 steps 105041 | 118.3 g/min eta 5.9h
[57975/100000] loss 1.803 (pi 1.688 v 0.092 q 0.015 c 0.017) | plies 104 decisive 74% | buffer 200000 steps 105083 | 118.3 g/min eta 5.9h
[58000/100000] loss 1.802 (pi 1.686 v 0.092 q 0.015 c 0.017) | plies 103 decisive 75% | buffer 200000 steps 105125 | 118.3 g/min eta 5.9h
  EVAL @58000: q-greedy 5-19-0 | policy-greedy 4-20-0 | search 8-0-0 (eval 24s)
[58025/100000] loss 1.798 (pi 1.684 v 0.092 q 0.015 c 0.016) | plies 103 decisive 75% | buffer 200000 steps 105170 | 118.2 g/min eta 5.9h
[58050/100000] loss 1.799 (pi 1.684 v 0.092 q 0.015 c 0.017) | plies 101 decisive 76% | buffer 200000 steps 105210 | 118.3 g/min eta 5.9h
[58075/100000] loss 1.798 (pi 1.684 v 0.091 q 0.015 c 0.017) | plies 102 decisive 78% | buffer 200000 steps 105260 | 118.3 g/min eta 5.9h
[58100/100000] loss 1.794 (pi 1.680 v 0.091 q 0.015 c 0.017) | plies 104 decisive 75% | buffer 200000 steps 105309 | 118.3 g/min eta 5.9h
[58125/100000] loss 1.794 (pi 1.679 v 0.091 q 0.015 c 0.017) | plies 102 decisive 78% | buffer 200000 steps 105355 | 118.3 g/min eta 5.9h
[58150/100000] loss 1.795 (pi 1.680 v 0.091 q 0.015 c 0.017) | plies 103 decisive 75% | buffer 200000 steps 105394 | 118.3 g/min eta 5.9h
[58175/100000] loss 1.788 (pi 1.673 v 0.092 q 0.015 c 0.017) | plies 103 decisive 74% | buffer 200000 steps 105432 | 118.3 g/min eta 5.9h
[58200/100000] loss 1.787 (pi 1.672 v 0.092 q 0.015 c 0.018) | plies 105 decisive 72% | buffer 200000 steps 105479 | 118.3 g/min eta 5.9h
[58225/100000] loss 1.794 (pi 1.678 v 0.092 q 0.015 c 0.018) | plies 103 decisive 74% | buffer 200000 steps 105520 | 118.3 g/min eta 5.9h
[58250/100000] loss 1.786 (pi 1.671 v 0.091 q 0.015 c 0.017) | plies 104 decisive 74% | buffer 200000 steps 105565 | 118.4 g/min eta 5.9h
[58275/100000] loss 1.790 (pi 1.675 v 0.092 q 0.015 c 0.017) | plies 103 decisive 74% | buffer 200000 steps 105613 | 118.4 g/min eta 5.9h
[58300/100000] loss 1.792 (pi 1.677 v 0.092 q 0.015 c 0.017) | plies 101 decisive 76% | buffer 200000 steps 105652 | 118.4 g/min eta 5.9h
[58325/100000] loss 1.787 (pi 1.672 v 0.092 q 0.015 c 0.017) | plies 101 decisive 73% | buffer 200000 steps 105696 | 118.4 g/min eta 5.9h
[58350/100000] loss 1.787 (pi 1.672 v 0.092 q 0.014 c 0.017) | plies 101 decisive 74% | buffer 200000 steps 105738 | 118.4 g/min eta 5.9h
[58375/100000] loss 1.788 (pi 1.673 v 0.092 q 0.014 c 0.017) | plies 101 decisive 74% | buffer 200000 steps 105779 | 118.4 g/min eta 5.9h
[58400/100000] loss 1.787 (pi 1.673 v 0.091 q 0.014 c 0.017) | plies 100 decisive 76% | buffer 200000 steps 105823 | 118.4 g/min eta 5.9h
[58425/100000] loss 1.789 (pi 1.675 v 0.091 q 0.014 c 0.017) | plies 99 decisive 77% | buffer 200000 steps 105861 | 118.4 g/min eta 5.9h
[58450/100000] loss 1.788 (pi 1.673 v 0.091 q 0.015 c 0.017) | plies 99 decisive 78% | buffer 200000 steps 105904 | 118.4 g/min eta 5.8h
[58475/100000] loss 1.784 (pi 1.670 v 0.091 q 0.015 c 0.017) | plies 98 decisive 78% | buffer 200000 steps 105948 | 118.4 g/min eta 5.8h
[58500/100000] loss 1.787 (pi 1.673 v 0.092 q 0.014 c 0.017) | plies 97 decisive 80% | buffer 200000 steps 105989 | 118.4 g/min eta 5.8h
[58525/100000] loss 1.788 (pi 1.675 v 0.091 q 0.014 c 0.017) | plies 97 decisive 81% | buffer 200000 steps 106029 | 118.4 g/min eta 5.8h
[58550/100000] loss 1.791 (pi 1.677 v 0.091 q 0.014 c 0.017) | plies 97 decisive 81% | buffer 200000 steps 106074 | 118.4 g/min eta 5.8h
[58575/100000] loss 1.784 (pi 1.671 v 0.091 q 0.014 c 0.017) | plies 97 decisive 82% | buffer 200000 steps 106113 | 118.4 g/min eta 5.8h
[58600/100000] loss 1.783 (pi 1.669 v 0.091 q 0.014 c 0.017) | plies 96 decisive 82% | buffer 200000 steps 106153 | 118.4 g/min eta 5.8h
[58625/100000] loss 1.784 (pi 1.670 v 0.092 q 0.014 c 0.016) | plies 99 decisive 81% | buffer 200000 steps 106197 | 118.4 g/min eta 5.8h
[58650/100000] loss 1.785 (pi 1.670 v 0.093 q 0.014 c 0.016) | plies 99 decisive 80% | buffer 200000 steps 106238 | 118.4 g/min eta 5.8h
[58675/100000] loss 1.792 (pi 1.677 v 0.093 q 0.014 c 0.016) | plies 97 decisive 80% | buffer 200000 steps 106282 | 118.4 g/min eta 5.8h
[58700/100000] loss 1.787 (pi 1.673 v 0.092 q 0.014 c 0.016) | plies 99 decisive 78% | buffer 200000 steps 106329 | 118.4 g/min eta 5.8h
[58725/100000] loss 1.791 (pi 1.677 v 0.092 q 0.014 c 0.016) | plies 101 decisive 78% | buffer 200000 steps 106375 | 118.4 g/min eta 5.8h
[58750/100000] loss 1.788 (pi 1.672 v 0.093 q 0.014 c 0.017) | plies 101 decisive 77% | buffer 200000 steps 106417 | 118.4 g/min eta 5.8h
[58775/100000] loss 1.787 (pi 1.673 v 0.092 q 0.015 c 0.017) | plies 105 decisive 74% | buffer 200000 steps 106464 | 118.4 g/min eta 5.8h
[58800/100000] loss 1.788 (pi 1.672 v 0.092 q 0.015 c 0.017) | plies 104 decisive 74% | buffer 200000 steps 106506 | 118.4 g/min eta 5.8h
[58825/100000] loss 1.784 (pi 1.669 v 0.092 q 0.015 c 0.017) | plies 105 decisive 72% | buffer 200000 steps 106549 | 118.4 g/min eta 5.8h
[58850/100000] loss 1.774 (pi 1.659 v 0.093 q 0.014 c 0.017) | plies 107 decisive 72% | buffer 200000 steps 106596 | 118.4 g/min eta 5.8h
[58875/100000] loss 1.774 (pi 1.659 v 0.092 q 0.014 c 0.017) | plies 108 decisive 70% | buffer 200000 steps 106639 | 118.4 g/min eta 5.8h
[58900/100000] loss 1.776 (pi 1.661 v 0.091 q 0.014 c 0.017) | plies 109 decisive 70% | buffer 200000 steps 106685 | 118.4 g/min eta 5.8h
[58925/100000] loss 1.772 (pi 1.659 v 0.090 q 0.014 c 0.016) | plies 106 decisive 70% | buffer 200000 steps 106725 | 118.4 g/min eta 5.8h
[58950/100000] loss 1.773 (pi 1.661 v 0.090 q 0.014 c 0.017) | plies 106 decisive 70% | buffer 200000 steps 106772 | 118.4 g/min eta 5.8h
[58975/100000] loss 1.779 (pi 1.667 v 0.089 q 0.014 c 0.016) | plies 106 decisive 72% | buffer 200000 steps 106820 | 118.4 g/min eta 5.8h
[59000/100000] loss 1.777 (pi 1.665 v 0.089 q 0.014 c 0.016) | plies 106 decisive 70% | buffer 200000 steps 106861 | 118.4 g/min eta 5.8h
  EVAL @59000: q-greedy 0-24-0 | policy-greedy 5-19-0 | search 8-0-0 (eval 24s)
[59025/100000] loss 1.780 (pi 1.668 v 0.089 q 0.014 c 0.016) | plies 105 decisive 73% | buffer 200000 steps 106906 | 118.3 g/min eta 5.8h
[59050/100000] loss 1.782 (pi 1.671 v 0.089 q 0.014 c 0.016) | plies 103 decisive 74% | buffer 200000 steps 106947 | 118.3 g/min eta 5.8h
[59075/100000] loss 1.779 (pi 1.669 v 0.088 q 0.014 c 0.016) | plies 102 decisive 76% | buffer 200000 steps 106989 | 118.4 g/min eta 5.8h
[59100/100000] loss 1.781 (pi 1.671 v 0.088 q 0.014 c 0.016) | plies 103 decisive 75% | buffer 200000 steps 107041 | 118.4 g/min eta 5.8h
[59125/100000] loss 1.782 (pi 1.671 v 0.088 q 0.014 c 0.016) | plies 105 decisive 73% | buffer 200000 steps 107088 | 118.4 g/min eta 5.8h
[59150/100000] loss 1.780 (pi 1.669 v 0.089 q 0.014 c 0.017) | plies 107 decisive 70% | buffer 200000 steps 107131 | 118.4 g/min eta 5.7h
[59175/100000] loss 1.778 (pi 1.667 v 0.088 q 0.014 c 0.017) | plies 106 decisive 69% | buffer 200000 steps 107177 | 118.4 g/min eta 5.7h
[59200/100000] loss 1.776 (pi 1.665 v 0.089 q 0.014 c 0.017) | plies 108 decisive 70% | buffer 200000 steps 107223 | 118.4 g/min eta 5.7h
[59225/100000] loss 1.778 (pi 1.666 v 0.089 q 0.014 c 0.017) | plies 108 decisive 70% | buffer 200000 steps 107267 | 118.4 g/min eta 5.7h
[59250/100000] loss 1.775 (pi 1.664 v 0.089 q 0.015 c 0.016) | plies 108 decisive 70% | buffer 200000 steps 107311 | 118.4 g/min eta 5.7h
[59275/100000] loss 1.778 (pi 1.667 v 0.089 q 0.014 c 0.016) | plies 109 decisive 70% | buffer 200000 steps 107358 | 118.4 g/min eta 5.7h
[59300/100000] loss 1.777 (pi 1.667 v 0.088 q 0.015 c 0.016) | plies 108 decisive 70% | buffer 200000 steps 107399 | 118.4 g/min eta 5.7h
[59325/100000] loss 1.776 (pi 1.666 v 0.088 q 0.014 c 0.016) | plies 106 decisive 72% | buffer 200000 steps 107444 | 118.4 g/min eta 5.7h
[59350/100000] loss 1.782 (pi 1.671 v 0.089 q 0.014 c 0.016) | plies 105 decisive 76% | buffer 200000 steps 107487 | 118.4 g/min eta 5.7h
[59375/100000] loss 1.779 (pi 1.668 v 0.088 q 0.014 c 0.016) | plies 106 decisive 75% | buffer 200000 steps 107535 | 118.4 g/min eta 5.7h
[59400/100000] loss 1.775 (pi 1.665 v 0.087 q 0.014 c 0.016) | plies 106 decisive 74% | buffer 200000 steps 107581 | 118.4 g/min eta 5.7h
[59425/100000] loss 1.773 (pi 1.663 v 0.088 q 0.014 c 0.016) | plies 105 decisive 74% | buffer 200000 steps 107623 | 118.4 g/min eta 5.7h
[59450/100000] loss 1.776 (pi 1.666 v 0.088 q 0.014 c 0.016) | plies 106 decisive 73% | buffer 200000 steps 107665 | 118.4 g/min eta 5.7h
[59475/100000] loss 1.777 (pi 1.667 v 0.088 q 0.014 c 0.016) | plies 104 decisive 75% | buffer 200000 steps 107706 | 118.4 g/min eta 5.7h
[59500/100000] loss 1.774 (pi 1.663 v 0.089 q 0.014 c 0.016) | plies 104 decisive 78% | buffer 200000 steps 107751 | 118.4 g/min eta 5.7h
[59525/100000] loss 1.770 (pi 1.659 v 0.088 q 0.014 c 0.016) | plies 105 decisive 76% | buffer 200000 steps 107794 | 118.4 g/min eta 5.7h
[59550/100000] loss 1.774 (pi 1.664 v 0.088 q 0.014 c 0.016) | plies 107 decisive 74% | buffer 200000 steps 107843 | 118.4 g/min eta 5.7h
[59575/100000] loss 1.772 (pi 1.662 v 0.088 q 0.014 c 0.016) | plies 105 decisive 74% | buffer 200000 steps 107885 | 118.4 g/min eta 5.7h
[59600/100000] loss 1.769 (pi 1.658 v 0.088 q 0.014 c 0.017) | plies 104 decisive 76% | buffer 200000 steps 107931 | 118.4 g/min eta 5.7h
[59625/100000] loss 1.766 (pi 1.656 v 0.088 q 0.014 c 0.017) | plies 104 decisive 75% | buffer 200000 steps 107974 | 118.4 g/min eta 5.7h
[59650/100000] loss 1.764 (pi 1.654 v 0.087 q 0.014 c 0.017) | plies 105 decisive 75% | buffer 200000 steps 108020 | 118.4 g/min eta 5.7h
[59675/100000] loss 1.767 (pi 1.656 v 0.088 q 0.014 c 0.016) | plies 105 decisive 74% | buffer 200000 steps 108061 | 118.4 g/min eta 5.7h
[59700/100000] loss 1.775 (pi 1.664 v 0.088 q 0.014 c 0.016) | plies 105 decisive 72% | buffer 200000 steps 108102 | 118.4 g/min eta 5.7h
[59725/100000] loss 1.773 (pi 1.661 v 0.088 q 0.014 c 0.017) | plies 104 decisive 74% | buffer 200000 steps 108145 | 118.4 g/min eta 5.7h
[59750/100000] loss 1.772 (pi 1.661 v 0.088 q 0.015 c 0.017) | plies 102 decisive 74% | buffer 200000 steps 108189 | 118.4 g/min eta 5.7h
