learner on mps, 6 workers x 48 games (cpu, 2 threads), sims=16, net 2,772,161 params, study=on, gate at 2000 games
[25/100000] warmup | plies 42 decisive 100% | buffer 1054 steps 0 | 19.0 g/min eta 87.6h
[29375/100000] loss 1.843 (pi 1.738 v 0.085 q 0.013 c 0.014) | plies 104 decisive 76% | buffer 200000 steps 54691 | 115.0 g/min eta 10.2h
[29400/100000] loss 1.842 (pi 1.737 v 0.085 q 0.013 c 0.014) | plies 104 decisive 78% | buffer 200000 steps 54738 | 115.0 g/min eta 10.2h
[29425/100000] loss 1.846 (pi 1.741 v 0.084 q 0.013 c 0.014) | plies 103 decisive 79% | buffer 200000 steps 54784 | 115.0 g/min eta 10.2h
[29450/100000] loss 1.847 (pi 1.742 v 0.085 q 0.014 c 0.014) | plies 102 decisive 79% | buffer 200000 steps 54828 | 115.0 g/min eta 10.2h
[29475/100000] loss 1.850 (pi 1.744 v 0.085 q 0.014 c 0.014) | plies 104 decisive 78% | buffer 200000 steps 54874 | 115.0 g/min eta 10.2h
[29500/100000] loss 1.848 (pi 1.741 v 0.086 q 0.014 c 0.014) | plies 104 decisive 78% | buffer 200000 steps 54922 | 115.0 g/min eta 10.2h
[29525/100000] loss 1.840 (pi 1.734 v 0.085 q 0.014 c 0.014) | plies 102 decisive 78% | buffer 200000 steps 54958 | 115.0 g/min eta 10.2h
[29550/100000] loss 1.838 (pi 1.733 v 0.085 q 0.014 c 0.014) | plies 102 decisive 78% | buffer 200000 steps 55006 | 115.0 g/min eta 10.2h
[29575/100000] loss 1.847 (pi 1.741 v 0.085 q 0.014 c 0.014) | plies 103 decisive 75% | buffer 200000 steps 55048 | 115.0 g/min eta 10.2h
[29600/100000] loss 1.849 (pi 1.743 v 0.085 q 0.014 c 0.014) | plies 103 decisive 74% | buffer 200000 steps 55092 | 115.1 g/min eta 10.2h
[29625/100000] loss 1.849 (pi 1.742 v 0.086 q 0.014 c 0.015) | plies 104 decisive 74% | buffer 200000 steps 55136 | 115.0 g/min eta 10.2h
[29650/100000] loss 1.846 (pi 1.739 v 0.086 q 0.014 c 0.015) | plies 102 decisive 75% | buffer 200000 steps 55174 | 115.1 g/min eta 10.2h
[29675/100000] loss 1.846 (pi 1.738 v 0.086 q 0.014 c 0.015) | plies 103 decisive 74% | buffer 200000 steps 55221 | 115.1 g/min eta 10.2h
[29700/100000] loss 1.844 (pi 1.737 v 0.086 q 0.014 c 0.015) | plies 102 decisive 74% | buffer 200000 steps 55266 | 115.1 g/min eta 10.2h
[29725/100000] loss 1.846 (pi 1.738 v 0.086 q 0.014 c 0.015) | plies 105 decisive 74% | buffer 200000 steps 55310 | 115.1 g/min eta 10.2h
[29750/100000] loss 1.846 (pi 1.739 v 0.086 q 0.014 c 0.015) | plies 106 decisive 74% | buffer 200000 steps 55358 | 115.1 g/min eta 10.2h
[29775/100000] loss 1.843 (pi 1.736 v 0.086 q 0.014 c 0.015) | plies 105 decisive 76% | buffer 200000 steps 55400 | 115.1 g/min eta 10.2h
[29800/100000] loss 1.847 (pi 1.740 v 0.086 q 0.014 c 0.015) | plies 104 decisive 78% | buffer 200000 steps 55442 | 115.1 g/min eta 10.2h
[29825/100000] loss 1.850 (pi 1.742 v 0.086 q 0.013 c 0.015) | plies 104 decisive 78% | buffer 200000 steps 55486 | 115.1 g/min eta 10.2h
[29850/100000] loss 1.841 (pi 1.733 v 0.087 q 0.014 c 0.015) | plies 107 decisive 76% | buffer 200000 steps 55535 | 115.1 g/min eta 10.2h
[29875/100000] loss 1.847 (pi 1.739 v 0.087 q 0.014 c 0.015) | plies 105 decisive 77% | buffer 200000 steps 55575 | 115.1 g/min eta 10.2h
[29900/100000] loss 1.848 (pi 1.740 v 0.086 q 0.014 c 0.015) | plies 105 decisive 76% | buffer 200000 steps 55621 | 115.1 g/min eta 10.1h
[29925/100000] loss 1.845 (pi 1.737 v 0.087 q 0.013 c 0.015) | plies 103 decisive 78% | buffer 200000 steps 55660 | 115.2 g/min eta 10.1h
[29950/100000] loss 1.848 (pi 1.740 v 0.087 q 0.014 c 0.015) | plies 102 decisive 78% | buffer 200000 steps 55707 | 115.2 g/min eta 10.1h
[29975/100000] loss 1.850 (pi 1.742 v 0.087 q 0.014 c 0.015) | plies 104 decisive 74% | buffer 200000 steps 55749 | 115.2 g/min eta 10.1h
[30000/100000] loss 1.848 (pi 1.740 v 0.087 q 0.014 c 0.015) | plies 104 decisive 74% | buffer 200000 steps 55794 | 115.2 g/min eta 10.1h
  EVAL @30000: q-greedy 5-19-0 | policy-greedy 5-19-0 | search 8-0-0 (eval 19s)
[30025/100000] loss 1.848 (pi 1.739 v 0.088 q 0.014 c 0.015) | plies 104 decisive 75% | buffer 200000 steps 55842 | 115.1 g/min eta 10.1h
[30050/100000] loss 1.846 (pi 1.737 v 0.088 q 0.014 c 0.015) | plies 102 decisive 78% | buffer 200000 steps 55889 | 115.1 g/min eta 10.1h
[30075/100000] loss 1.853 (pi 1.744 v 0.088 q 0.014 c 0.015) | plies 103 decisive 78% | buffer 200000 steps 55935 | 115.2 g/min eta 10.1h
[30100/100000] loss 1.843 (pi 1.733 v 0.088 q 0.014 c 0.015) | plies 102 decisive 80% | buffer 200000 steps 55978 | 115.2 g/min eta 10.1h
[30125/100000] loss 1.844 (pi 1.735 v 0.088 q 0.014 c 0.015) | plies 104 decisive 77% | buffer 200000 steps 56020 | 115.1 g/min eta 10.1h
[30150/100000] loss 1.842 (pi 1.732 v 0.089 q 0.014 c 0.015) | plies 104 decisive 77% | buffer 200000 steps 56063 | 115.2 g/min eta 10.1h
[30175/100000] loss 1.840 (pi 1.730 v 0.088 q 0.014 c 0.015) | plies 106 decisive 78% | buffer 200000 steps 56112 | 115.2 g/min eta 10.1h
[30200/100000] loss 1.843 (pi 1.733 v 0.088 q 0.014 c 0.016) | plies 105 decisive 78% | buffer 200000 steps 56153 | 115.2 g/min eta 10.1h
[30225/100000] loss 1.842 (pi 1.732 v 0.088 q 0.014 c 0.016) | plies 105 decisive 76% | buffer 200000 steps 56196 | 115.2 g/min eta 10.1h
[30250/100000] loss 1.832 (pi 1.723 v 0.087 q 0.014 c 0.015) | plies 105 decisive 75% | buffer 200000 steps 56238 | 115.2 g/min eta 10.1h
[30275/100000] loss 1.838 (pi 1.729 v 0.087 q 0.014 c 0.015) | plies 107 decisive 73% | buffer 200000 steps 56283 | 115.2 g/min eta 10.1h
[30300/100000] loss 1.842 (pi 1.732 v 0.088 q 0.014 c 0.015) | plies 108 decisive 72% | buffer 200000 steps 56327 | 115.2 g/min eta 10.1h
[30325/100000] loss 1.841 (pi 1.731 v 0.088 q 0.014 c 0.016) | plies 111 decisive 69% | buffer 200000 steps 56373 | 115.2 g/min eta 10.1h
[30350/100000] loss 1.838 (pi 1.727 v 0.089 q 0.014 c 0.016) | plies 111 decisive 69% | buffer 200000 steps 56420 | 115.2 g/min eta 10.1h
[30375/100000] loss 1.840 (pi 1.730 v 0.088 q 0.014 c 0.016) | plies 109 decisive 70% | buffer 200000 steps 56464 | 115.2 g/min eta 10.1h
[30400/100000] loss 1.840 (pi 1.731 v 0.088 q 0.014 c 0.015) | plies 109 decisive 71% | buffer 200000 steps 56508 | 115.2 g/min eta 10.1h
[30425/100000] loss 1.843 (pi 1.733 v 0.088 q 0.014 c 0.015) | plies 110 decisive 69% | buffer 200000 steps 56553 | 115.2 g/min eta 10.1h
[30450/100000] loss 1.842 (pi 1.732 v 0.088 q 0.014 c 0.016) | plies 110 decisive 68% | buffer 200000 steps 56597 | 115.2 g/min eta 10.1h
[30475/100000] loss 1.837 (pi 1.727 v 0.089 q 0.014 c 0.016) | plies 110 decisive 68% | buffer 200000 steps 56641 | 115.2 g/min eta 10.1h
[30500/100000] loss 1.841 (pi 1.730 v 0.089 q 0.014 c 0.016) | plies 110 decisive 68% | buffer 200000 steps 56687 | 115.2 g/min eta 10.1h
[30525/100000] loss 1.845 (pi 1.734 v 0.088 q 0.014 c 0.016) | plies 107 decisive 72% | buffer 200000 steps 56729 | 115.3 g/min eta 10.0h
[30550/100000] loss 1.848 (pi 1.737 v 0.089 q 0.014 c 0.016) | plies 104 decisive 74% | buffer 200000 steps 56770 | 115.3 g/min eta 10.0h
[30575/100000] loss 1.846 (pi 1.735 v 0.089 q 0.014 c 0.017) | plies 104 decisive 74% | buffer 200000 steps 56812 | 115.3 g/min eta 10.0h
[30600/100000] loss 1.837 (pi 1.726 v 0.088 q 0.014 c 0.017) | plies 105 decisive 72% | buffer 200000 steps 56859 | 115.3 g/min eta 10.0h
[30625/100000] loss 1.834 (pi 1.724 v 0.088 q 0.014 c 0.016) | plies 104 decisive 74% | buffer 200000 steps 56904 | 115.3 g/min eta 10.0h
[30650/100000] loss 1.832 (pi 1.721 v 0.089 q 0.014 c 0.016) | plies 104 decisive 76% | buffer 200000 steps 56949 | 115.3 g/min eta 10.0h
[30675/100000] loss 1.833 (pi 1.722 v 0.089 q 0.014 c 0.016) | plies 104 decisive 76% | buffer 200000 steps 56994 | 115.3 g/min eta 10.0h
[30700/100000] loss 1.829 (pi 1.720 v 0.088 q 0.014 c 0.016) | plies 102 decisive 77% | buffer 200000 steps 57037 | 115.3 g/min eta 10.0h
[30725/100000] loss 1.833 (pi 1.723 v 0.088 q 0.014 c 0.016) | plies 101 decisive 78% | buffer 200000 steps 57077 | 115.3 g/min eta 10.0h
[30750/100000] loss 1.837 (pi 1.728 v 0.088 q 0.014 c 0.016) | plies 104 decisive 76% | buffer 200000 steps 57124 | 115.3 g/min eta 10.0h
[30775/100000] loss 1.835 (pi 1.726 v 0.088 q 0.014 c 0.016) | plies 103 decisive 75% | buffer 200000 steps 57167 | 115.3 g/min eta 10.0h
[30800/100000] loss 1.824 (pi 1.715 v 0.087 q 0.014 c 0.016) | plies 100 decisive 76% | buffer 200000 steps 57205 | 115.3 g/min eta 10.0h
[30825/100000] loss 1.828 (pi 1.719 v 0.087 q 0.014 c 0.016) | plies 101 decisive 77% | buffer 200000 steps 57252 | 115.4 g/min eta 10.0h
[30850/100000] loss 1.829 (pi 1.720 v 0.087 q 0.014 c 0.016) | plies 100 decisive 76% | buffer 200000 steps 57292 | 115.4 g/min eta 10.0h
[30875/100000] loss 1.836 (pi 1.727 v 0.088 q 0.013 c 0.016) | plies 99 decisive 77% | buffer 200000 steps 57335 | 115.4 g/min eta 10.0h
[30900/100000] loss 1.838 (pi 1.728 v 0.088 q 0.014 c 0.016) | plies 100 decisive 76% | buffer 200000 steps 57382 | 115.4 g/min eta 10.0h
[30925/100000] loss 1.826 (pi 1.715 v 0.089 q 0.014 c 0.016) | plies 102 decisive 76% | buffer 200000 steps 57424 | 115.4 g/min eta 10.0h
[30950/100000] loss 1.835 (pi 1.723 v 0.090 q 0.014 c 0.016) | plies 100 decisive 76% | buffer 200000 steps 57465 | 115.4 g/min eta 10.0h
[30975/100000] loss 1.829 (pi 1.718 v 0.089 q 0.014 c 0.016) | plies 100 decisive 76% | buffer 200000 steps 57508 | 115.4 g/min eta 10.0h
[31000/100000] loss 1.830 (pi 1.719 v 0.089 q 0.014 c 0.016) | plies 102 decisive 74% | buffer 200000 steps 57551 | 115.4 g/min eta 10.0h
  EVAL @31000: q-greedy 3-21-0 | policy-greedy 8-16-0 | search 8-0-0 (eval 24s)
[31025/100000] loss 1.831 (pi 1.721 v 0.088 q 0.014 c 0.016) | plies 102 decisive 72% | buffer 200000 steps 57597 | 115.2 g/min eta 10.0h
[31050/100000] loss 1.833 (pi 1.723 v 0.089 q 0.014 c 0.016) | plies 103 decisive 74% | buffer 200000 steps 57641 | 115.3 g/min eta 10.0h
[31075/100000] loss 1.832 (pi 1.721 v 0.089 q 0.014 c 0.016) | plies 103 decisive 74% | buffer 200000 steps 57684 | 115.3 g/min eta 10.0h
[31100/100000] loss 1.828 (pi 1.718 v 0.088 q 0.014 c 0.016) | plies 101 decisive 76% | buffer 200000 steps 57727 | 115.4 g/min eta 10.0h
[31125/100000] loss 1.823 (pi 1.714 v 0.087 q 0.014 c 0.016) | plies 102 decisive 74% | buffer 200000 steps 57773 | 115.4 g/min eta 9.9h
[31150/100000] loss 1.827 (pi 1.718 v 0.088 q 0.014 c 0.016) | plies 102 decisive 75% | buffer 200000 steps 57817 | 115.4 g/min eta 9.9h
[31175/100000] loss 1.832 (pi 1.722 v 0.088 q 0.014 c 0.016) | plies 101 decisive 76% | buffer 200000 steps 57859 | 115.4 g/min eta 9.9h
[31200/100000] loss 1.831 (pi 1.721 v 0.088 q 0.014 c 0.015) | plies 102 decisive 76% | buffer 200000 steps 57905 | 115.4 g/min eta 9.9h
[31225/100000] loss 1.837 (pi 1.726 v 0.089 q 0.014 c 0.016) | plies 102 decisive 78% | buffer 200000 steps 57952 | 115.5 g/min eta 9.9h
[31250/100000] loss 1.831 (pi 1.721 v 0.088 q 0.014 c 0.015) | plies 102 decisive 78% | buffer 200000 steps 57995 | 115.5 g/min eta 9.9h
[31275/100000] loss 1.828 (pi 1.719 v 0.088 q 0.014 c 0.016) | plies 101 decisive 77% | buffer 200000 steps 58036 | 115.5 g/min eta 9.9h
[31300/100000] loss 1.834 (pi 1.725 v 0.087 q 0.014 c 0.015) | plies 102 decisive 75% | buffer 200000 steps 58082 | 115.5 g/min eta 9.9h
[31325/100000] loss 1.833 (pi 1.724 v 0.087 q 0.014 c 0.016) | plies 101 decisive 77% | buffer 200000 steps 58123 | 115.5 g/min eta 9.9h
[31350/100000] loss 1.830 (pi 1.721 v 0.088 q 0.014 c 0.015) | plies 103 decisive 76% | buffer 200000 steps 58169 | 115.5 g/min eta 9.9h
[31375/100000] loss 1.833 (pi 1.723 v 0.088 q 0.014 c 0.015) | plies 103 decisive 76% | buffer 200000 steps 58210 | 115.5 g/min eta 9.9h
[31400/100000] loss 1.832 (pi 1.723 v 0.088 q 0.014 c 0.016) | plies 102 decisive 76% | buffer 200000 steps 58251 | 115.5 g/min eta 9.9h
[31425/100000] loss 1.832 (pi 1.722 v 0.088 q 0.014 c 0.016) | plies 101 decisive 76% | buffer 200000 steps 58294 | 115.5 g/min eta 9.9h
[31450/100000] loss 1.836 (pi 1.725 v 0.089 q 0.014 c 0.016) | plies 103 decisive 76% | buffer 200000 steps 58343 | 115.5 g/min eta 9.9h
[31475/100000] loss 1.836 (pi 1.725 v 0.089 q 0.014 c 0.016) | plies 105 decisive 75% | buffer 200000 steps 58389 | 115.5 g/min eta 9.9h
[31500/100000] loss 1.831 (pi 1.720 v 0.089 q 0.014 c 0.015) | plies 105 decisive 74% | buffer 200000 steps 58435 | 115.5 g/min eta 9.9h
[31525/100000] loss 1.830 (pi 1.720 v 0.089 q 0.014 c 0.015) | plies 107 decisive 72% | buffer 200000 steps 58480 | 115.5 g/min eta 9.9h
[31550/100000] loss 1.827 (pi 1.716 v 0.089 q 0.014 c 0.015) | plies 106 decisive 72% | buffer 200000 steps 58527 | 115.5 g/min eta 9.9h
[31575/100000] loss 1.829 (pi 1.718 v 0.088 q 0.014 c 0.016) | plies 108 decisive 70% | buffer 200000 steps 58573 | 115.5 g/min eta 9.9h
[31600/100000] loss 1.834 (pi 1.724 v 0.088 q 0.014 c 0.016) | plies 107 decisive 71% | buffer 200000 steps 58618 | 115.6 g/min eta 9.9h
[31625/100000] loss 1.830 (pi 1.720 v 0.088 q 0.014 c 0.016) | plies 108 decisive 70% | buffer 200000 steps 58663 | 115.6 g/min eta 9.9h
[31650/100000] loss 1.828 (pi 1.718 v 0.088 q 0.014 c 0.015) | plies 105 decisive 72% | buffer 200000 steps 58704 | 115.6 g/min eta 9.9h
[31675/100000] loss 1.822 (pi 1.713 v 0.088 q 0.014 c 0.015) | plies 105 decisive 73% | buffer 200000 steps 58748 | 115.6 g/min eta 9.9h
[31700/100000] loss 1.825 (pi 1.716 v 0.088 q 0.014 c 0.015) | plies 104 decisive 74% | buffer 200000 steps 58790 | 115.6 g/min eta 9.8h
[31725/100000] loss 1.823 (pi 1.712 v 0.089 q 0.014 c 0.015) | plies 104 decisive 74% | buffer 200000 steps 58832 | 115.6 g/min eta 9.8h
[31750/100000] loss 1.824 (pi 1.714 v 0.089 q 0.014 c 0.015) | plies 104 decisive 73% | buffer 200000 steps 58873 | 115.6 g/min eta 9.8h
[31775/100000] loss 1.827 (pi 1.717 v 0.088 q 0.014 c 0.015) | plies 101 decisive 76% | buffer 200000 steps 58914 | 115.6 g/min eta 9.8h
[31800/100000] loss 1.827 (pi 1.717 v 0.089 q 0.014 c 0.015) | plies 103 decisive 74% | buffer 200000 steps 58963 | 115.6 g/min eta 9.8h
[31825/100000] loss 1.817 (pi 1.707 v 0.088 q 0.014 c 0.015) | plies 102 decisive 74% | buffer 200000 steps 59007 | 115.6 g/min eta 9.8h
[31850/100000] loss 1.822 (pi 1.713 v 0.088 q 0.014 c 0.015) | plies 104 decisive 71% | buffer 200000 steps 59053 | 115.6 g/min eta 9.8h
[31875/100000] loss 1.825 (pi 1.716 v 0.088 q 0.014 c 0.015) | plies 105 decisive 70% | buffer 200000 steps 59100 | 115.6 g/min eta 9.8h
[31900/100000] loss 1.824 (pi 1.715 v 0.088 q 0.014 c 0.015) | plies 107 decisive 71% | buffer 200000 steps 59148 | 115.6 g/min eta 9.8h
[31925/100000] loss 1.821 (pi 1.711 v 0.088 q 0.014 c 0.015) | plies 106 decisive 72% | buffer 200000 steps 59195 | 115.6 g/min eta 9.8h
[31950/100000] loss 1.829 (pi 1.719 v 0.088 q 0.014 c 0.016) | plies 108 decisive 70% | buffer 200000 steps 59239 | 115.6 g/min eta 9.8h
[31975/100000] loss 1.832 (pi 1.722 v 0.087 q 0.014 c 0.016) | plies 109 decisive 69% | buffer 200000 steps 59282 | 115.6 g/min eta 9.8h
[32000/100000] loss 1.827 (pi 1.717 v 0.087 q 0.014 c 0.016) | plies 109 decisive 68% | buffer 200000 steps 59331 | 115.7 g/min eta 9.8h
  EVAL @32000: q-greedy 7-17-0 | policy-greedy 4-20-0 | search 8-0-0 (eval 21s)
[32025/100000] loss 1.821 (pi 1.712 v 0.087 q 0.014 c 0.015) | plies 109 decisive 68% | buffer 200000 steps 59374 | 115.5 g/min eta 9.8h
[32050/100000] loss 1.826 (pi 1.717 v 0.087 q 0.014 c 0.015) | plies 107 decisive 70% | buffer 200000 steps 59414 | 115.6 g/min eta 9.8h
[32075/100000] loss 1.824 (pi 1.716 v 0.087 q 0.014 c 0.015) | plies 107 decisive 70% | buffer 200000 steps 59458 | 115.6 g/min eta 9.8h
[32100/100000] loss 1.821 (pi 1.713 v 0.087 q 0.014 c 0.015) | plies 106 decisive 72% | buffer 200000 steps 59503 | 115.6 g/min eta 9.8h
[32125/100000] loss 1.826 (pi 1.717 v 0.087 q 0.014 c 0.015) | plies 105 decisive 72% | buffer 200000 steps 59546 | 115.7 g/min eta 9.8h
[32150/100000] loss 1.821 (pi 1.711 v 0.088 q 0.014 c 0.015) | plies 105 decisive 72% | buffer 200000 steps 59590 | 115.6 g/min eta 9.8h
[32175/100000] loss 1.824 (pi 1.714 v 0.089 q 0.014 c 0.015) | plies 104 decisive 73% | buffer 200000 steps 59634 | 115.7 g/min eta 9.8h
[32200/100000] loss 1.829 (pi 1.718 v 0.089 q 0.014 c 0.015) | plies 105 decisive 72% | buffer 200000 steps 59680 | 115.7 g/min eta 9.8h
[32225/100000] loss 1.828 (pi 1.717 v 0.089 q 0.014 c 0.016) | plies 104 decisive 72% | buffer 200000 steps 59723 | 115.7 g/min eta 9.8h
[32250/100000] loss 1.826 (pi 1.715 v 0.088 q 0.014 c 0.016) | plies 105 decisive 73% | buffer 200000 steps 59766 | 115.7 g/min eta 9.8h
[32275/100000] loss 1.823 (pi 1.712 v 0.089 q 0.014 c 0.016) | plies 104 decisive 73% | buffer 200000 steps 59812 | 115.7 g/min eta 9.8h
[32300/100000] loss 1.820 (pi 1.708 v 0.089 q 0.014 c 0.016) | plies 105 decisive 72% | buffer 200000 steps 59857 | 115.7 g/min eta 9.8h
[32325/100000] loss 1.817 (pi 1.706 v 0.089 q 0.014 c 0.016) | plies 104 decisive 73% | buffer 200000 steps 59903 | 115.7 g/min eta 9.7h
[32350/100000] loss 1.808 (pi 1.698 v 0.088 q 0.014 c 0.016) | plies 105 decisive 74% | buffer 200000 steps 59949 | 115.7 g/min eta 9.7h
[32375/100000] loss 1.809 (pi 1.698 v 0.089 q 0.014 c 0.016) | plies 105 decisive 73% | buffer 200000 steps 59995 | 115.7 g/min eta 9.7h
[32400/100000] loss 1.813 (pi 1.703 v 0.088 q 0.014 c 0.015) | plies 103 decisive 74% | buffer 200000 steps 60038 | 115.7 g/min eta 9.7h
[32425/100000] loss 1.815 (pi 1.705 v 0.088 q 0.014 c 0.016) | plies 103 decisive 75% | buffer 200000 steps 60082 | 115.7 g/min eta 9.7h
[32450/100000] loss 1.818 (pi 1.708 v 0.088 q 0.014 c 0.016) | plies 104 decisive 74% | buffer 200000 steps 60128 | 115.7 g/min eta 9.7h
[32475/100000] loss 1.825 (pi 1.715 v 0.088 q 0.014 c 0.015) | plies 105 decisive 73% | buffer 200000 steps 60176 | 115.7 g/min eta 9.7h
[32500/100000] loss 1.813 (pi 1.703 v 0.088 q 0.014 c 0.015) | plies 104 decisive 74% | buffer 200000 steps 60220 | 115.8 g/min eta 9.7h
[32525/100000] loss 1.815 (pi 1.704 v 0.089 q 0.014 c 0.015) | plies 104 decisive 73% | buffer 200000 steps 60258 | 115.8 g/min eta 9.7h
[32550/100000] loss 1.818 (pi 1.707 v 0.089 q 0.014 c 0.016) | plies 104 decisive 73% | buffer 200000 steps 60305 | 115.8 g/min eta 9.7h
[32575/100000] loss 1.818 (pi 1.707 v 0.089 q 0.014 c 0.016) | plies 106 decisive 72% | buffer 200000 steps 60355 | 115.8 g/min eta 9.7h
[32600/100000] loss 1.810 (pi 1.700 v 0.089 q 0.014 c 0.016) | plies 107 decisive 72% | buffer 200000 steps 60400 | 115.8 g/min eta 9.7h
[32625/100000] loss 1.817 (pi 1.707 v 0.088 q 0.014 c 0.016) | plies 107 decisive 71% | buffer 200000 steps 60447 | 115.8 g/min eta 9.7h
[32650/100000] loss 1.812 (pi 1.702 v 0.088 q 0.014 c 0.016) | plies 108 decisive 70% | buffer 200000 steps 60491 | 115.8 g/min eta 9.7h
[32675/100000] loss 1.814 (pi 1.703 v 0.089 q 0.014 c 0.016) | plies 108 decisive 72% | buffer 200000 steps 60534 | 115.8 g/min eta 9.7h
[32700/100000] loss 1.813 (pi 1.703 v 0.088 q 0.014 c 0.016) | plies 105 decisive 73% | buffer 200000 steps 60572 | 115.8 g/min eta 9.7h
[32725/100000] loss 1.818 (pi 1.708 v 0.088 q 0.014 c 0.016) | plies 107 decisive 74% | buffer 200000 steps 60617 | 115.8 g/min eta 9.7h
[32750/100000] loss 1.815 (pi 1.705 v 0.088 q 0.014 c 0.016) | plies 106 decisive 74% | buffer 200000 steps 60659 | 115.8 g/min eta 9.7h
[32775/100000] loss 1.814 (pi 1.704 v 0.089 q 0.014 c 0.016) | plies 102 decisive 76% | buffer 200000 steps 60695 | 115.8 g/min eta 9.7h
[32800/100000] loss 1.815 (pi 1.705 v 0.089 q 0.014 c 0.015) | plies 103 decisive 74% | buffer 200000 steps 60743 | 115.8 g/min eta 9.7h
[32825/100000] loss 1.813 (pi 1.704 v 0.088 q 0.014 c 0.015) | plies 103 decisive 74% | buffer 200000 steps 60789 | 115.8 g/min eta 9.7h
[32850/100000] loss 1.812 (pi 1.702 v 0.088 q 0.014 c 0.015) | plies 102 decisive 76% | buffer 200000 steps 60831 | 115.8 g/min eta 9.7h
[32875/100000] loss 1.816 (pi 1.706 v 0.088 q 0.014 c 0.016) | plies 102 decisive 75% | buffer 200000 steps 60876 | 115.8 g/min eta 9.7h
[32900/100000] loss 1.815 (pi 1.704 v 0.088 q 0.014 c 0.016) | plies 103 decisive 74% | buffer 200000 steps 60920 | 115.8 g/min eta 9.7h
[32925/100000] loss 1.813 (pi 1.703 v 0.088 q 0.014 c 0.016) | plies 104 decisive 73% | buffer 200000 steps 60966 | 115.8 g/min eta 9.6h
[32950/100000] loss 1.815 (pi 1.704 v 0.089 q 0.014 c 0.015) | plies 104 decisive 74% | buffer 200000 steps 61011 | 115.8 g/min eta 9.6h
[32975/100000] loss 1.819 (pi 1.709 v 0.089 q 0.014 c 0.015) | plies 105 decisive 74% | buffer 200000 steps 61052 | 115.9 g/min eta 9.6h
[33000/100000] loss 1.818 (pi 1.709 v 0.088 q 0.014 c 0.015) | plies 104 decisive 76% | buffer 200000 steps 61100 | 115.9 g/min eta 9.6h
  EVAL @33000: q-greedy 7-17-0 | policy-greedy 6-18-0 | search 8-0-0 (eval 22s)
[33025/100000] loss 1.808 (pi 1.699 v 0.087 q 0.014 c 0.015) | plies 103 decisive 77% | buffer 200000 steps 61144 | 115.7 g/min eta 9.6h
[33050/100000] loss 1.811 (pi 1.701 v 0.088 q 0.014 c 0.016) | plies 102 decisive 78% | buffer 200000 steps 61187 | 115.8 g/min eta 9.6h
[33075/100000] loss 1.808 (pi 1.698 v 0.089 q 0.014 c 0.016) | plies 103 decisive 78% | buffer 200000 steps 61235 | 115.8 g/min eta 9.6h
[33100/100000] loss 1.809 (pi 1.698 v 0.089 q 0.014 c 0.016) | plies 104 decisive 76% | buffer 200000 steps 61280 | 115.8 g/min eta 9.6h
[33125/100000] loss 1.808 (pi 1.698 v 0.088 q 0.014 c 0.016) | plies 102 decisive 77% | buffer 200000 steps 61325 | 115.8 g/min eta 9.6h
[33150/100000] loss 1.806 (pi 1.697 v 0.087 q 0.014 c 0.016) | plies 101 decisive 77% | buffer 200000 steps 61367 | 115.9 g/min eta 9.6h
[33175/100000] loss 1.813 (pi 1.703 v 0.088 q 0.014 c 0.016) | plies 102 decisive 76% | buffer 200000 steps 61411 | 115.9 g/min eta 9.6h
[33200/100000] loss 1.810 (pi 1.701 v 0.088 q 0.014 c 0.016) | plies 103 decisive 77% | buffer 200000 steps 61462 | 115.9 g/min eta 9.6h
[33225/100000] loss 1.811 (pi 1.700 v 0.088 q 0.014 c 0.016) | plies 105 decisive 74% | buffer 200000 steps 61510 | 115.9 g/min eta 9.6h
[33250/100000] loss 1.816 (pi 1.706 v 0.088 q 0.014 c 0.016) | plies 105 decisive 73% | buffer 200000 steps 61552 | 115.9 g/min eta 9.6h
[33275/100000] loss 1.822 (pi 1.712 v 0.088 q 0.014 c 0.015) | plies 103 decisive 74% | buffer 200000 steps 61595 | 115.9 g/min eta 9.6h
[33300/100000] loss 1.819 (pi 1.709 v 0.088 q 0.014 c 0.016) | plies 103 decisive 74% | buffer 200000 steps 61639 | 115.9 g/min eta 9.6h
[33325/100000] loss 1.817 (pi 1.708 v 0.087 q 0.014 c 0.015) | plies 104 decisive 75% | buffer 200000 steps 61687 | 115.9 g/min eta 9.6h
[33350/100000] loss 1.815 (pi 1.705 v 0.088 q 0.014 c 0.016) | plies 105 decisive 74% | buffer 200000 steps 61733 | 115.9 g/min eta 9.6h
[33375/100000] loss 1.813 (pi 1.703 v 0.088 q 0.014 c 0.016) | plies 104 decisive 74% | buffer 200000 steps 61778 | 115.9 g/min eta 9.6h
[33400/100000] loss 1.816 (pi 1.705 v 0.088 q 0.014 c 0.016) | plies 100 decisive 76% | buffer 200000 steps 61816 | 115.9 g/min eta 9.6h
[33425/100000] loss 1.814 (pi 1.704 v 0.088 q 0.014 c 0.016) | plies 99 decisive 76% | buffer 200000 steps 61859 | 115.9 g/min eta 9.6h
[33450/100000] loss 1.821 (pi 1.710 v 0.089 q 0.014 c 0.016) | plies 100 decisive 75% | buffer 200000 steps 61904 | 115.9 g/min eta 9.6h
